Date,team1,team2,winners,team1wins,team2wins,ties
2019-06-16,ARI,WSN,ARI,4994,3837,1169
2019-06-16,NYM,STL,STL,4077,4685,1238
2019-06-16,SFG,MIL,MIL,3550,5185,1265
2019-06-16,BAL,BOS,BOS,2792,6010,1198
2019-06-16,CIN,TEX,TEX,4346,4506,1148
2019-06-16,SDP,COL,COL,3970,4873,1157
2019-06-16,MIA,PIT,MIA,4434,4320,1246
2019-06-17,CIN,HOU,HOU,3989,4885,1126
2019-06-17,SFG,LAD,LAD,2777,6097,1126
2019-06-17,TBR,NYY,TBR,4578,4047,1375
2019-06-17,BOS,MIN,MIN,3909,4962,1129
2019-06-17,NYM,ATL,ATL,3801,4920,1279
2019-06-17,BAL,OAK,OAK,2824,5973,1203
2019-06-17,TEX,CLE,TEX,4552,4222,1226
2019-06-17,MIA,STL,STL,3654,5192,1154
2019-06-17,SDP,MIL,MIL,3917,4879,1204
2019-06-17,TOR,LAA,LAA,3679,5026,1295
2019-06-17,KCR,SEA,SEA,4426,4489,1085
2019-06-18,CIN,HOU,HOU,3941,4911,1148
2019-06-18,SFG,LAD,LAD,2824,6028,1148
2019-06-18,TBR,NYY,TBR,4438,4251,1311
2019-06-18,BOS,MIN,MIN,3945,4938,1117
2019-06-18,NYM,ATL,ATL,3635,5108,1257
2019-06-18,BAL,OAK,OAK,2874,5939,1187
2019-06-18,TEX,CLE,TEX,4697,4070,1233
2019-06-18,MIA,STL,STL,3558,5315,1127
2019-06-18,SDP,MIL,MIL,4006,4785,1209
2019-06-18,COL,ARI,ARI,4157,4705,1138
2019-06-18,CHW,CHC,CHC,3465,5418,1117
2019-06-18,TOR,LAA,LAA,3596,5180,1224
2019-06-18,DET,PIT,PIT,3797,4886,1317
2019-06-18,KCR,SEA,SEA,4316,4515,1169
2019-06-19,CIN,HOU,HOU,3985,4866,1149
2019-06-19,SFG,LAD,LAD,2670,6082,1248
2019-06-19,TBR,NYY,TBR,4455,4237,1308
2019-06-19,BOS,MIN,MIN,3858,5002,1140
2019-06-19,NYM,ATL,ATL,3895,4848,1257
2019-06-19,BAL,OAK,OAK,2785,6106,1109
2019-06-19,TEX,CLE,TEX,4584,4157,1259
2019-06-19,PHI,WSN,WSN,4414,4419,1167
2019-06-19,PHI,WSN,PHI,4507,4312,1181
2019-06-19,MIA,STL,STL,3668,5170,1162
2019-06-19,SDP,MIL,MIL,4086,4711,1203
2019-06-19,COL,ARI,ARI,4283,4682,1035
2019-06-19,CHW,CHC,CHC,3368,5467,1165
2019-06-19,TOR,LAA,LAA,3509,5236,1255
2019-06-19,DET,PIT,PIT,3818,4859,1323
2019-06-19,KCR,SEA,KCR,4573,4284,1143
2019-06-20,NYY,HOU,HOU,4315,4531,1154
2019-06-20,SFG,LAD,LAD,2631,6295,1074
2019-06-20,KCR,MIN,MIN,3128,5788,1084
2019-06-20,TBR,OAK,TBR,4653,4110,1237
2019-06-20,TEX,CLE,TEX,4526,4297,1177
2019-06-20,PHI,WSN,WSN,4331,4437,1232
2019-06-20,MIA,STL,STL,3753,5067,1180
2019-06-20,CIN,MIL,CIN,4716,4068,1216
2019-06-20,CHC,NYM,CHC,5151,3577,1272
2019-06-20,COL,ARI,ARI,4287,4565,1148
2019-06-20,TOR,LAA,LAA,3637,5140,1223
2019-06-20,BAL,SEA,SEA,3708,5198,1094
2019-06-21,NYY,HOU,HOU,4395,4448,1157
2019-06-21,COL,LAD,LAD,3592,5165,1243
2019-06-21,KCR,MIN,MIN,3079,5841,1080
2019-06-21,WSN,ATL,ATL,4082,4746,1172
2019-06-21,TBR,OAK,TBR,4616,4165,1219
2019-06-21,DET,CLE,CLE,3022,5689,1289
2019-06-21,LAA,STL,STL,4374,4394,1232
2019-06-21,CIN,MIL,CIN,4735,4083,1182
2019-06-21,CHC,NYM,CHC,5210,3499,1291
2019-06-21,SFG,ARI,ARI,3335,5521,1144
2019-06-21,TOR,BOS,BOS,3345,5519,1136
2019-06-21,MIA,PHI,PHI,3771,5060,1169
2019-06-21,CHW,TEX,TEX,3789,5091,1120
2019-06-21,PIT,SDP,SDP,3999,4757,1244
2019-06-21,BAL,SEA,SEA,3641,5239,1120
2019-06-22,NYY,HOU,NYY,4426,4385,1189
2019-06-22,COL,LAD,LAD,3561,5254,1185
2019-06-22,KCR,MIN,MIN,3103,5763,1134
2019-06-22,WSN,ATL,ATL,4173,4627,1200
2019-06-22,TBR,OAK,TBR,4671,4103,1226
2019-06-22,DET,CLE,CLE,3097,5636,1267
2019-06-22,LAA,STL,STL,4320,4454,1226
2019-06-22,CIN,MIL,CIN,4887,3945,1168
2019-06-22,CHC,NYM,CHC,5145,3572,1283
2019-06-22,SFG,ARI,ARI,3418,5483,1099
2019-06-22,TOR,BOS,BOS,3334,5487,1179
2019-06-22,MIA,PHI,PHI,3914,4858,1228
2019-06-22,CHW,TEX,TEX,3754,5080,1166
2019-06-22,PIT,SDP,SDP,3989,4755,1256
2019-06-22,BAL,SEA,SEA,3592,5321,1087
2019-06-23,NYY,HOU,NYY,4458,4348,1194
2019-06-23,COL,LAD,LAD,3606,5211,1183
2019-06-23,KCR,MIN,MIN,3143,5737,1120
2019-06-23,WSN,ATL,ATL,3959,4856,1185
2019-06-23,TBR,OAK,TBR,4739,4009,1252
2019-06-23,DET,CLE,CLE,2926,5808,1266
2019-06-23,LAA,STL,STL,4248,4479,1273
2019-06-23,CIN,MIL,CIN,4818,4023,1159
2019-06-23,CHC,NYM,CHC,5034,3644,1322
2019-06-23,SFG,ARI,ARI,3569,5360,1071
2019-06-23,TOR,BOS,BOS,3281,5562,1157
2019-06-23,MIA,PHI,PHI,3898,4940,1162
2019-06-23,CHW,TEX,TEX,3728,5029,1243
2019-06-23,PIT,SDP,SDP,4095,4639,1266
2019-06-23,BAL,SEA,SEA,3734,5154,1112
2019-06-24,ARI,LAD,LAD,3674,5117,1209
2019-06-24,TOR,NYY,NYY,2775,5939,1286
2019-06-24,CHC,ATL,CHC,4424,4301,1275
2019-06-24,KCR,CLE,CLE,3695,5031,1274
2019-06-24,PHI,NYM,PHI,4484,4293,1223
2019-06-24,CHW,BOS,BOS,3499,5321,1180
2019-06-24,COL,SFG,COL,5143,3652,1205
2019-06-25,PIT,HOU,HOU,3249,5626,1125
2019-06-25,ARI,LAD,LAD,3856,4950,1194
2019-06-25,TOR,NYY,NYY,2924,5837,1239
2019-06-25,TBR,MIN,MIN,4168,4642,1190
2019-06-25,CHC,ATL,CHC,4515,4286,1199
2019-06-25,STL,OAK,OAK,4267,4554,1179
2019-06-25,KCR,CLE,CLE,3748,5014,1238
2019-06-25,MIA,WSN,WSN,3881,4969,1150
2019-06-25,SEA,MIL,MIL,3917,4895,1188
2019-06-25,PHI,NYM,PHI,4439,4247,1314
2019-06-25,CHW,BOS,BOS,3487,5325,1188
2019-06-25,DET,TEX,TEX,3096,5748,1156
2019-06-25,COL,SFG,COL,5366,3480,1154
2019-06-25,LAA,CIN,CIN,3966,4755,1279
2019-06-25,BAL,SDP,SDP,3262,5572,1166
2019-06-26,PIT,HOU,HOU,3177,5669,1154
2019-06-26,ARI,LAD,LAD,3724,5093,1183
2019-06-26,TOR,NYY,NYY,2855,5865,1280
2019-06-26,TBR,MIN,MIN,4219,4622,1159
2019-06-26,CHC,ATL,CHC,4567,4251,1182
2019-06-26,STL,OAK,OAK,4176,4618,1206
2019-06-26,KCR,CLE,CLE,3764,4973,1263
2019-06-26,MIA,WSN,WSN,3752,5077,1171
2019-06-26,SEA,MIL,MIL,4005,4789,1206
2019-06-26,PHI,NYM,PHI,4615,4164,1221
2019-06-26,CHW,BOS,BOS,3383,5397,1220
2019-06-26,DET,TEX,TEX,3010,5851,1139
2019-06-26,COL,SFG,COL,5233,3563,1204
2019-06-26,LAA,CIN,CIN,4016,4692,1292
2019-06-26,BAL,SDP,SDP,3218,5609,1173
2019-06-27,PIT,HOU,HOU,3354,5568,1078
2019-06-27,COL,LAD,LAD,3583,5190,1227
2019-06-27,TBR,MIN,MIN,4111,4682,1207
2019-06-27,CHC,ATL,CHC,4425,4398,1177
2019-06-27,LAA,OAK,OAK,4066,4715,1219
2019-06-27,MIA,WSN,WSN,3786,5079,1135
2019-06-27,SEA,MIL,MIL,4103,4725,1172
2019-06-27,PHI,NYM,PHI,4521,4260,1219
2019-06-27,SFG,ARI,ARI,3396,5470,1134
2019-06-27,DET,TEX,TEX,2942,5866,1192
2019-06-28,SEA,HOU,HOU,3506,5379,1115
2019-06-28,COL,LAD,LAD,3604,5212,1184
2019-06-28,CHW,MIN,MIN,3137,5705,1158
2019-06-28,NYM,ATL,ATL,3855,4920,1225
2019-06-28,LAA,OAK,OAK,4150,4542,1308
2019-06-28,TEX,TBR,TBR,4028,4661,1311
2019-06-28,BAL,CLE,CLE,2767,6083,1150
2019-06-28,DET,WSN,WSN,3064,5767,1169
2019-06-28,SDP,STL,STL,4154,4676,1170
2019-06-28,PIT,MIL,MIL,3909,4784,1307
2019-06-28,SFG,ARI,ARI,3379,5444,1177
2019-06-28,CIN,CHC,CHC,4306,4519,1175
2019-06-28,MIA,PHI,PHI,3720,5056,1224
2019-06-28,KCR,TOR,KCR,4524,4197,1279
2019-06-29,SEA,HOU,HOU,3568,5320,1112
2019-06-29,COL,LAD,LAD,3678,5151,1171
2019-06-29,BOS,NYY,NYY,3984,4696,1320
2019-06-29,CHW,MIN,MIN,3202,5719,1079
2019-06-29,NYM,ATL,ATL,3651,5069,1280
2019-06-29,LAA,OAK,OAK,4220,4585,1195
2019-06-29,TEX,TBR,TBR,4056,4611,1333
2019-06-29,BAL,CLE,CLE,3016,5824,1160
2019-06-29,DET,WSN,WSN,2987,5764,1249
2019-06-29,SDP,STL,STL,4201,4623,1176
2019-06-29,PIT,MIL,MIL,3952,4819,1229
2019-06-29,SFG,ARI,ARI,3407,5477,1116
2019-06-29,CIN,CHC,CHC,4256,4566,1178
2019-06-29,MIA,PHI,PHI,3835,5003,1162
2019-06-29,KCR,TOR,KCR,4509,4237,1254
2019-06-30,SEA,HOU,HOU,3522,5348,1130
2019-06-30,COL,LAD,LAD,3738,5082,1180
2019-06-30,BOS,NYY,NYY,3966,4839,1195
2019-06-30,CHW,MIN,MIN,3053,5786,1161
2019-06-30,NYM,ATL,ATL,3794,4945,1261
2019-06-30,LAA,OAK,OAK,4063,4659,1278
2019-06-30,TEX,TBR,TBR,4050,4597,1353
2019-06-30,BAL,CLE,CLE,3197,5660,1143
2019-06-30,DET,WSN,WSN,3025,5743,1232
2019-06-30,SDP,STL,STL,4339,4430,1231
2019-06-30,PIT,MIL,MIL,3909,4806,1285
2019-06-30,SFG,ARI,ARI,3460,5378,1162
2019-06-30,CIN,CHC,CHC,4142,4598,1260
2019-06-30,MIA,PHI,PHI,3886,4905,1209
2019-06-30,KCR,TOR,KCR,4495,4275,1230
2019-07-01,BAL,TBR,TBR,2416,6373,1211
2019-07-01,CIN,MIL,CIN,4666,4120,1214
2019-07-01,PIT,CHC,CHC,3529,5267,1204
2019-07-01,SDP,SFG,SDP,4879,3869,1252
2019-07-01,KCR,TOR,KCR,4524,4164,1312
2019-07-02,COL,HOU,HOU,4037,4876,1087
2019-07-02,ARI,LAD,LAD,3768,5016,1216
2019-07-02,NYM,NYY,NYY,3258,5471,1271
2019-07-02,OAK,MIN,MIN,4052,4799,1149
2019-07-02,PHI,ATL,ATL,4039,4704,1257
2019-07-02,BAL,TBR,TBR,2419,6324,1257
2019-07-02,KCR,CLE,CLE,3854,4924,1222
2019-07-02,MIA,WSN,WSN,3747,5091,1162
2019-07-02,SEA,STL,STL,3898,4860,1242
2019-07-02,CIN,MIL,CIN,4621,4129,1250
2019-07-02,TOR,BOS,BOS,3481,5366,1153
2019-07-02,PIT,CHC,CHC,3740,5052,1208
2019-07-02,LAA,TEX,TEX,4097,4668,1235
2019-07-02,SDP,SFG,SDP,4790,4030,1180
2019-07-03,COL,HOU,HOU,4062,4843,1095
2019-07-03,ARI,LAD,LAD,3845,4964,1191
2019-07-03,NYM,NYY,NYY,3376,5449,1175
2019-07-03,OAK,MIN,MIN,4010,4804,1186
2019-07-03,PHI,ATL,ATL,4111,4694,1195
2019-07-03,BAL,TBR,TBR,2334,6502,1164
2019-07-03,KCR,CLE,CLE,3821,4951,1228
2019-07-03,MIA,WSN,WSN,3681,5085,1234
2019-07-03,SEA,STL,STL,4013,4782,1205
2019-07-03,CIN,MIL,CIN,4634,4079,1287
2019-07-03,TOR,BOS,BOS,3490,5325,1185
2019-07-03,PIT,CHC,CHC,3824,4988,1188
2019-07-03,LAA,TEX,TEX,4192,4645,1163
2019-07-03,SDP,SFG,SDP,4673,4115,1212
2019-07-03,DET,CHW,CHW,3621,5034,1345
2019-07-03,DET,CHW,CHW,3571,5054,1375
2019-07-04,SDP,LAD,LAD,3263,5524,1213
2019-07-04,TBR,NYY,NYY,4166,4549,1285
2019-07-04,OAK,MIN,MIN,4052,4791,1157
2019-07-04,PHI,ATL,ATL,4026,4767,1207
2019-07-04,KCR,CLE,CLE,3767,4971,1262
2019-07-04,MIA,WSN,WSN,3716,5080,1204
2019-07-04,SEA,STL,STL,3966,4738,1296
2019-07-04,CIN,MIL,CIN,4729,4076,1195
2019-07-04,TOR,BOS,BOS,3531,5239,1230
2019-07-04,PIT,CHC,CHC,3883,4956,1161
2019-07-04,LAA,TEX,TEX,4199,4557,1244
2019-07-04,DET,CHW,CHW,3561,5115,1324
2019-07-05,LAA,HOU,HOU,3908,4971,1121
2019-07-05,SDP,LAD,LAD,3165,5657,1178
2019-07-05,TBR,NYY,NYY,4028,4630,1342
2019-07-05,TEX,MIN,MIN,4006,4870,1124
2019-07-05,MIA,ATL,ATL,3384,5436,1180
2019-07-05,SEA,OAK,OAK,3528,5330,1142
2019-07-05,KCR,WSN,WSN,3560,5191,1249
2019-07-05,SFG,STL,STL,3853,4909,1238
2019-07-05,PIT,MIL,MIL,4150,4596,1254
2019-07-05,PHI,NYM,PHI,4629,4089,1282
2019-07-05,COL,ARI,ARI,4253,4569,1178
2019-07-05,DET,BOS,BOS,2933,5876,1191
2019-07-05,BAL,TOR,TOR,3774,5034,1192
2019-07-06,LAA,HOU,HOU,3872,4923,1205
2019-07-06,SDP,LAD,LAD,3254,5546,1200
2019-07-06,TBR,NYY,NYY,4083,4614,1303
2019-07-06,TEX,MIN,MIN,3810,5060,1130
2019-07-06,MIA,ATL,ATL,3413,5409,1178
2019-07-06,SEA,OAK,OAK,3474,5298,1228
2019-07-06,CIN,CLE,CIN,4634,4124,1242
2019-07-06,KCR,WSN,WSN,3665,5079,1256
2019-07-06,SFG,STL,STL,3748,5007,1245
2019-07-06,PIT,MIL,MIL,4081,4690,1229
2019-07-06,PHI,NYM,PHI,4638,4101,1261
2019-07-06,COL,ARI,ARI,4151,4686,1163
2019-07-06,DET,BOS,BOS,3050,5817,1133
2019-07-06,CHW,CHC,CHC,3482,5295,1223
2019-07-06,BAL,TOR,TOR,3739,4973,1288
2019-07-07,LAA,HOU,HOU,3718,5109,1173
2019-07-07,SDP,LAD,LAD,3372,5494,1134
2019-07-07,TBR,NYY,NYY,4154,4546,1300
2019-07-07,TEX,MIN,MIN,3734,5085,1181
2019-07-07,MIA,ATL,ATL,3475,5341,1184
2019-07-07,SEA,OAK,OAK,3518,5308,1174
2019-07-07,CIN,CLE,CIN,4441,4322,1237
2019-07-07,KCR,WSN,WSN,3628,5133,1239
2019-07-07,SFG,STL,STL,3771,4958,1271
2019-07-07,PIT,MIL,MIL,4335,4460,1205
2019-07-07,PHI,NYM,PHI,4572,4109,1319
2019-07-07,COL,ARI,ARI,4141,4706,1153
2019-07-07,DET,BOS,BOS,2908,5973,1119
2019-07-07,CHW,CHC,CHC,3460,5316,1224
2019-07-07,BAL,TOR,TOR,3837,4919,1244
2019-07-11,TEX,HOU,HOU,3989,4848,1163
2019-07-12,TEX,HOU,HOU,4054,4806,1140
2019-07-12,BOS,LAD,LAD,3941,4815,1244
2019-07-12,TOR,NYY,NYY,2972,5827,1201
2019-07-12,CLE,MIN,MIN,3858,5013,1129
2019-07-12,SDP,ATL,ATL,3744,5050,1206
2019-07-12,CHW,OAK,OAK,3390,5371,1239
2019-07-12,BAL,TBR,TBR,2503,6246,1251
2019-07-12,PHI,WSN,WSN,4147,4647,1206
2019-07-12,ARI,STL,ARI,4709,4027,1264
2019-07-12,SFG,MIL,MIL,4054,4706,1240
2019-07-12,MIA,NYM,NYM,3978,4749,1273
2019-07-12,PIT,CHC,CHC,3811,4963,1226
2019-07-12,COL,CIN,CIN,4141,4633,1226
2019-07-12,SEA,LAA,LAA,3965,4846,1189
2019-07-12,DET,KCR,KCR,3699,4951,1350
2019-07-13,TEX,HOU,HOU,4054,4790,1156
2019-07-13,BOS,LAD,LAD,3954,4783,1263
2019-07-13,TOR,NYY,NYY,3020,5812,1168
2019-07-13,CLE,MIN,MIN,3819,4981,1200
2019-07-13,SDP,ATL,ATL,3746,5058,1196
2019-07-13,CHW,OAK,OAK,3366,5420,1214
2019-07-13,BAL,TBR,TBR,2513,6357,1130
2019-07-13,BAL,TBR,TBR,2530,6286,1184
2019-07-13,PHI,WSN,WSN,4160,4650,1190
2019-07-13,ARI,STL,ARI,4728,3992,1280
2019-07-13,SFG,MIL,MIL,4100,4708,1192
2019-07-13,MIA,NYM,NYM,4055,4601,1344
2019-07-13,PIT,CHC,CHC,3770,5007,1223
2019-07-13,COL,CIN,CIN,4235,4574,1191
2019-07-13,SEA,LAA,LAA,3794,4981,1225
2019-07-13,DET,KCR,KCR,3745,4905,1350
2019-07-14,TEX,HOU,HOU,4105,4814,1081
2019-07-14,BOS,LAD,LAD,3912,4865,1223
2019-07-14,TOR,NYY,NYY,3081,5736,1183
2019-07-14,CLE,MIN,MIN,3761,5115,1124
2019-07-14,SDP,ATL,ATL,3620,5112,1268
2019-07-14,CHW,OAK,OAK,3186,5629,1185
2019-07-14,BAL,TBR,TBR,2531,6327,1142
2019-07-14,PHI,WSN,WSN,4173,4640,1187
2019-07-14,ARI,STL,ARI,4661,4116,1223
2019-07-14,SFG,MIL,MIL,3987,4791,1222
2019-07-14,MIA,NYM,NYM,4111,4532,1357
2019-07-14,PIT,CHC,CHC,3776,5039,1185
2019-07-14,COL,CIN,CIN,4141,4706,1153
2019-07-14,SEA,LAA,LAA,3784,5028,1188
2019-07-14,DET,KCR,KCR,3641,4996,1363
2019-07-15,LAA,HOU,HOU,3933,4920,1147
2019-07-15,PHI,LAD,LAD,3515,5259,1226
2019-07-15,TBR,NYY,NYY,4302,4425,1273
2019-07-15,MIL,ATL,ATL,3776,4970,1254
2019-07-15,DET,CLE,CLE,3102,5723,1175
2019-07-15,PIT,STL,STL,4035,4675,1290
2019-07-15,TOR,BOS,BOS,3554,5273,1173
2019-07-15,CIN,CHC,CHC,4203,4623,1174
2019-07-15,COL,SFG,COL,4800,4035,1165
2019-07-15,COL,SFG,COL,4854,3966,1180
2019-07-15,KCR,CHW,KCR,4438,4277,1285
2019-07-16,LAA,HOU,HOU,4065,4829,1106
2019-07-16,PHI,LAD,LAD,3476,5359,1165
2019-07-16,TBR,NYY,NYY,4221,4510,1269
2019-07-16,NYM,MIN,MIN,3404,5384,1212
2019-07-16,MIL,ATL,ATL,3778,4994,1228
2019-07-16,SEA,OAK,OAK,3333,5547,1120
2019-07-16,DET,CLE,CLE,3134,5630,1236
2019-07-16,BAL,WSN,WSN,2970,5832,1198
2019-07-16,PIT,STL,STL,3893,4827,1280
2019-07-16,TEX,ARI,ARI,4157,4612,1231
2019-07-16,TOR,BOS,BOS,3538,5341,1121
2019-07-16,CIN,CHC,CHC,4273,4532,1195
2019-07-16,COL,SFG,COL,4653,4260,1087
2019-07-16,KCR,CHW,KCR,4408,4272,1320
2019-07-16,MIA,SDP,SDP,4113,4626,1261
2019-07-17,LAA,HOU,HOU,4074,4733,1193
2019-07-17,PHI,LAD,LAD,3440,5425,1135
2019-07-17,NYM,MIN,MIN,3416,5452,1132
2019-07-17,MIL,ATL,ATL,3925,4827,1248
2019-07-17,SEA,OAK,OAK,3253,5582,1165
2019-07-17,DET,CLE,CLE,2909,5899,1192
2019-07-17,BAL,WSN,WSN,2832,5990,1178
2019-07-17,PIT,STL,STL,3889,4868,1243
2019-07-17,TEX,ARI,ARI,4120,4767,1113
2019-07-17,TOR,BOS,BOS,3587,5263,1150
2019-07-17,CIN,CHC,CHC,4238,4520,1242
2019-07-17,COL,SFG,COL,4677,4217,1106
2019-07-17,KCR,CHW,KCR,4539,4192,1269
2019-07-17,MIA,SDP,SDP,4138,4655,1207
2019-07-18,LAA,HOU,HOU,4026,4856,1118
2019-07-18,PHI,LAD,LAD,3450,5401,1149
2019-07-18,TBR,NYY,NYY,4133,4607,1260
2019-07-18,TBR,NYY,NYY,4193,4560,1247
2019-07-18,OAK,MIN,MIN,4289,4533,1178
2019-07-18,WSN,ATL,ATL,4221,4482,1297
2019-07-18,DET,CLE,CLE,2978,5832,1190
2019-07-18,CIN,STL,CIN,4535,4247,1218
2019-07-18,ARI,MIL,ARI,4865,3908,1227
2019-07-18,SFG,NYM,NYM,4355,4399,1246
2019-07-18,TOR,BOS,BOS,3506,5298,1196
2019-07-18,KCR,CHW,KCR,4606,4065,1329
2019-07-18,MIA,SDP,SDP,4120,4704,1176
2019-07-19,TEX,HOU,HOU,3787,5027,1186
2019-07-19,MIA,LAD,LAD,3015,5862,1123
2019-07-19,COL,NYY,NYY,3429,5396,1175
2019-07-19,OAK,MIN,MIN,4261,4548,1191
2019-07-19,WSN,ATL,ATL,4349,4442,1209
2019-07-19,CHW,TBR,TBR,2968,5741,1291
2019-07-19,KCR,CLE,CLE,3740,5005,1255
2019-07-19,CIN,STL,CIN,4468,4271,1261
2019-07-19,ARI,MIL,ARI,4852,3895,1253
2019-07-19,SFG,NYM,SFG,4435,4287,1278
2019-07-19,BAL,BOS,BOS,2958,5919,1123
2019-07-19,SDP,CHC,CHC,3618,5180,1202
2019-07-19,PIT,PHI,PHI,4241,4570,1189
2019-07-19,SEA,LAA,LAA,3638,5178,1184
2019-07-19,DET,TOR,TOR,3655,5082,1263
2019-07-20,TEX,HOU,HOU,3833,5080,1087
2019-07-20,MIA,LAD,LAD,3010,5876,1114
2019-07-20,COL,NYY,NYY,3278,5511,1211
2019-07-20,OAK,MIN,MIN,4431,4447,1122
2019-07-20,WSN,ATL,WSN,4383,4370,1247
2019-07-20,CHW,TBR,TBR,3120,5580,1300
2019-07-20,KCR,CLE,CLE,3547,5189,1264
2019-07-20,CIN,STL,CIN,4451,4298,1251
2019-07-20,ARI,MIL,ARI,4879,3950,1171
2019-07-20,SFG,NYM,NYM,4350,4402,1248
2019-07-20,BAL,BOS,BOS,3062,5801,1137
2019-07-20,SDP,CHC,CHC,3703,5066,1231
2019-07-20,PIT,PHI,PHI,4190,4622,1188
2019-07-20,SEA,LAA,LAA,3821,5026,1153
2019-07-20,DET,TOR,TOR,3481,5298,1221
2019-07-21,TEX,HOU,HOU,3760,5060,1180
2019-07-21,MIA,LAD,LAD,3023,5839,1138
2019-07-21,COL,NYY,NYY,3226,5536,1238
2019-07-21,OAK,MIN,MIN,4350,4442,1208
2019-07-21,WSN,ATL,WSN,4387,4373,1240
2019-07-21,CHW,TBR,TBR,3160,5511,1329
2019-07-21,KCR,CLE,CLE,3631,5166,1203
2019-07-21,CIN,STL,CIN,4527,4350,1123
2019-07-21,ARI,MIL,ARI,4791,4026,1183
2019-07-21,SFG,NYM,NYM,4233,4420,1347
2019-07-21,BAL,BOS,BOS,3038,5859,1103
2019-07-21,SDP,CHC,CHC,3643,5077,1280
2019-07-21,PIT,PHI,PHI,4223,4583,1194
2019-07-21,SEA,LAA,LAA,3686,5103,1211
2019-07-21,DET,TOR,TOR,3548,5176,1276
2019-07-22,OAK,HOU,HOU,4369,4529,1102
2019-07-22,MIN,NYY,NYY,4137,4594,1269
2019-07-22,BOS,TBR,TBR,4169,4551,1280
2019-07-22,TOR,CLE,CLE,3660,5117,1223
2019-07-22,PIT,STL,STL,3931,4864,1205
2019-07-22,CIN,MIL,CIN,4612,4126,1262
2019-07-22,BAL,ARI,ARI,3056,5860,1084
2019-07-22,SFG,CHC,CHC,3751,5023,1226
2019-07-22,SEA,TEX,TEX,3906,4941,1153
2019-07-22,MIA,CHW,MIA,4397,4278,1325
2019-07-23,OAK,HOU,HOU,4224,4607,1169
2019-07-23,LAA,LAD,LAD,3480,5331,1189
2019-07-23,MIN,NYY,NYY,4248,4552,1200
2019-07-23,KCR,ATL,ATL,3693,5016,1291
2019-07-23,BOS,TBR,TBR,4284,4496,1220
2019-07-23,TOR,CLE,CLE,3515,5226,1259
2019-07-23,COL,WSN,WSN,3981,4828,1191
2019-07-23,PIT,STL,STL,3897,4842,1261
2019-07-23,CIN,MIL,CIN,4624,4146,1230
2019-07-23,SDP,NYM,NYM,4190,4522,1288
2019-07-23,BAL,ARI,ARI,3002,5945,1053
2019-07-23,SFG,CHC,CHC,3764,5027,1209
2019-07-23,DET,PHI,PHI,3224,5563,1213
2019-07-23,SEA,TEX,TEX,3910,4948,1142
2019-07-23,MIA,CHW,CHW,4304,4456,1240
2019-07-24,OAK,HOU,HOU,4307,4488,1205
2019-07-24,LAA,LAD,LAD,3607,5245,1148
2019-07-24,MIN,NYY,NYY,4248,4607,1145
2019-07-24,KCR,ATL,ATL,3629,5084,1287
2019-07-24,BOS,TBR,TBR,4348,4392,1260
2019-07-24,TOR,CLE,CLE,3637,5154,1209
2019-07-24,COL,WSN,WSN,3815,4987,1198
2019-07-24,COL,WSN,WSN,3844,4952,1204
2019-07-24,PIT,STL,STL,3888,4889,1223
2019-07-24,CIN,MIL,CIN,4696,4092,1212
2019-07-24,SDP,NYM,NYM,4221,4442,1337
2019-07-24,BAL,ARI,ARI,3109,5817,1074
2019-07-24,SFG,CHC,CHC,3698,5115,1187
2019-07-24,DET,PHI,PHI,3361,5418,1221
2019-07-24,SEA,TEX,TEX,3766,5037,1197
2019-07-24,MIA,CHW,CHW,4265,4413,1322
2019-07-25,BOS,NYY,NYY,3828,4960,1212
2019-07-25,CHW,MIN,MIN,3255,5635,1110
2019-07-25,TEX,OAK,OAK,3764,5009,1227
2019-07-25,KCR,CLE,CLE,3635,5097,1268
2019-07-25,COL,WSN,WSN,3772,5020,1208
2019-07-25,PIT,STL,STL,3831,4919,1250
2019-07-25,SDP,NYM,NYM,4230,4468,1302
2019-07-25,BAL,LAA,LAA,3204,5580,1216
2019-07-25,DET,SEA,SEA,3886,4881,1233
2019-07-26,STL,HOU,HOU,3915,4972,1113
2019-07-26,WSN,LAD,LAD,3738,5056,1206
2019-07-26,BOS,NYY,NYY,4125,4730,1145
2019-07-26,CHW,MIN,MIN,3180,5678,1142
2019-07-26,PHI,ATL,ATL,4076,4689,1235
2019-07-26,TEX,OAK,OAK,3976,4808,1216
2019-07-26,TOR,TBR,TBR,3396,5344,1260
2019-07-26,KCR,CLE,CLE,3673,5060,1267
2019-07-26,CHC,MIL,CHC,4889,3903,1208
2019-07-26,PIT,NYM,NYM,4161,4586,1253
2019-07-26,MIA,ARI,ARI,3465,5429,1106
2019-07-26,SDP,SFG,SFG,4397,4402,1201
2019-07-26,COL,CIN,CIN,3924,4924,1152
2019-07-26,BAL,LAA,LAA,3279,5615,1106
2019-07-26,DET,SEA,SEA,3746,5040,1214
2019-07-27,STL,HOU,HOU,3996,4907,1097
2019-07-27,WSN,LAD,LAD,3732,5018,1250
2019-07-27,BOS,NYY,NYY,4190,4623,1187
2019-07-27,CHW,MIN,MIN,3099,5708,1193
2019-07-27,PHI,ATL,ATL,3926,4845,1229
2019-07-27,TEX,OAK,OAK,3986,4800,1214
2019-07-27,TOR,TBR,TBR,3294,5452,1254
