attendance,boxscore_index,date,datetime,game_number_for_day,day_or_night,game,game_duration,games_behind,innings,location,loser,opponent_abbr,rank,record,result,runs_allowed,runs_scored,save,streak,winner,home,road,team,cum_runs_scored
,CHA/CHA202008180,"Tuesday, Aug 18",2020-08-18,1,Night,24,3:00,3.0,9,Home,Skubal,DET,3,13-11,Win,4,10,,+++,Cease,CHW,DET,Chicago White Sox,113
,CHA/CHA202008190,"Wednesday, Aug 19",2020-08-19,1,Night,25,2:31,2.0,9,Home,Soto,DET,3,14-11,Win,3,5,Colome,++++,Marshall,CHW,DET,Chicago White Sox,118
,CHA/CHA202008200,"Thursday, Aug 20",2020-08-20,1,Day,26,2:56,2.0,9,Home,Turnbull,DET,3,15-11,Win,0,9,,+++++,Giolito,CHW,DET,Chicago White Sox,127
,CHN/CHN202008210,"Friday, Aug 21",2020-08-21,1,Night,27,2:54,1.0,9,Away,Lester,CHC,3,16-11,Win,1,10,,++++++,Keuchel,CHC,CHW,Chicago White Sox,137
,CHN/CHN202008220,"Saturday, Aug 22",2020-08-22,1,Night,28,3:33,1.0,9,Away,Hendricks,CHC,3,17-11,Win,4,7,,+++++++,Gonzalez,CHC,CHW,Chicago White Sox,144
,CHN/CHN202008230,"Sunday, Aug 23",2020-08-23,1,Day,29,3:15,2.0,9,Away,Cease,CHC,3,17-12,Loss,2,1,Jeffress,-,Darvish,CHC,CHW,Chicago White Sox,145
,CHA/CHA202008250,"Tuesday, Aug 25",2020-08-25,1,Night,30,2:23,1.5,9,Home,Brault,PIT,2,18-12,Win,0,4,,+,Giolito,CHW,PIT,Chicago White Sox,149
,CHA/CHA202008260,"Wednesday, Aug 26",2020-08-26,1,Day,31,2:41,0.5,9,Home,Williams,PIT,2,19-12,Win,3,10,,++,Keuchel,CHW,PIT,Chicago White Sox,159
,CHA/CHA202008280,"Friday, Aug 28",2020-08-28,1,Night,32,3:59,0.0,9,Home,Kennedy,KCR,1,20-12,Loss,5,6,,+++,Colome,CHW,KCR,Chicago White Sox,165
,CHA/CHA202008290,"Saturday, Aug 29",2020-08-29,1,Day,33,3:33,1.0,9,Home,Burdi,KCR,2,20-13,Loss,9,6,Hahn,-,Newberry,CHW,KCR,Chicago White Sox,171
,CHA/CHA202008300,"Sunday, Aug 30",2020-08-30,1,Day,34,3:38,0.0,10,Home,Zuber,KCR,1,21-13,Loss,2,5,,+,Foster,CHW,KCR,Chicago White Sox,176
,MIN/MIN202008310,"Monday, Aug 31",2020-08-31,1,Night,35,3:43,-1.0,9,Away,Rogers,MIN,1,22-13,Win,5,8,Colome,++,Foster,MIN,CHW,Chicago White Sox,184
,MIN/MIN202009010,"Tuesday, Sep 1",2020-09-01,1,Night,36,3:12,0.0,9,Away,Cordero,MIN,1,22-14,Loss,3,2,Wisler,-,Thielbar,MIN,CHW,Chicago White Sox,186
,MIN/MIN202009020,"Wednesday, Sep 2",2020-09-02,1,Night,37,3:23,1.0,9,Away,Lopez,MIN,2,22-15,Loss,8,1,,--,Berrios,MIN,CHW,Chicago White Sox,187
,KCA/KCA202009030,"Thursday, Sep 3",2020-09-03,1,Night,38,3:18,0.5,9,Away,Duffy,KCR,2,23-15,Win,6,11,,+,Cease,KCR,CHW,Chicago White Sox,198
,KCA/KCA202009040,"Friday, Sep 4",2020-09-04,1,Night,39,3:42,-0.5,9,Away,Singer,KCR,1,24-15,Win,4,7,Colome,++,Heuer,KCR,CHW,Chicago White Sox,205
,KCA/KCA202009050,"Saturday, Sep 5",2020-09-05,1,Night,40,3:10,-0.5,9,Away,Bubic,KCR,1,25-15,Win,3,5,Colome,+++,Giolito,KCR,CHW,Chicago White Sox,210
,KCA/KCA202009060,"Sunday, Sep 6",2020-09-06,1,Day,41,3:34,-0.5,9,Away,Harvey,KCR,1,26-15,Win,2,8,,++++,Keuchel,KCR,CHW,Chicago White Sox,218
,PIT/PIT202009080,"Tuesday, Sep 8",2020-09-08,1,Night,42,3:19,0.0,9,Away,Detwiler,PIT,1,26-16,Loss,5,4,,-,Rodriguez,PIT,CHW,Chicago White Sox,222
,PIT/PIT202009090,"Wednesday, Sep 9",2020-09-09,1,Night,43,3:08,-1.0,9,Away,Brubaker,PIT,1,27-16,Win,1,8,,+,Dunning,PIT,CHW,Chicago White Sox,230
,CHA/CHA202009110,"Friday, Sep 11",2020-09-11,1,Night,44,3:02,-1.0,9,Home,Cisnero,DET,1,28-16,Win,3,4,Colome,++,Marshall,CHW,DET,Chicago White Sox,234
,CHA/CHA202009120,"Saturday, Sep 12",2020-09-12,1,Night,45,3:02,-1.0,9,Home,Fulmer,DET,1,29-16,Win,0,14,,+++,Lopez,CHW,DET,Chicago White Sox,248
,CHA/CHA202009130,"Sunday, Sep 13",2020-09-13,1,Day,46,3:08,-1.0,9,Home,Turnbull,DET,1,30-16,Win,2,5,Colome,++++,Cordero,CHW,DET,Chicago White Sox,253
,CHA/CHA202009140,"Monday, Sep 14",2020-09-14,1,Night,47,3:51,-2.0,9,Home,Rogers,MIN,1,31-16,Win,1,3,,+++++,Colome,CHW,MIN,Chicago White Sox,256
,CHA/CHA202009150,"Tuesday, Sep 15",2020-09-15,1,Night,48,3:04,-3.0,9,Home,Dobnak,MIN,1,32-16,Win,2,6,,++++++,Dunning,CHW,MIN,Chicago White Sox,262
,CHA/CHA202009160,"Wednesday, Sep 16",2020-09-16,1,Night,49,3:05,-2.0,9,Home,Giolito,MIN,1,32-17,Loss,5,1,,-,Stashak,CHW,MIN,Chicago White Sox,263
,CHA/CHA202009170,"Thursday, Sep 17",2020-09-17,1,Day,50,3:20,-3.0,9,Home,Clippard,MIN,1,33-17,Win,3,4,Colome,+,Heuer,CHW,MIN,Chicago White Sox,267
,CIN/CIN202009180,"Friday, Sep 18",2020-09-18,1,Night,51,2:51,-3.0,9,Away,Stiever,CIN,1,33-18,Loss,7,1,,-,Mahle,CIN,CHW,Chicago White Sox,268
,CIN/CIN202009190,"Saturday, Sep 19",2020-09-19,1,Night,52,2:57,-3.0,9,Away,Bauer,CIN,1,34-18,Win,0,5,,+,Foster,CIN,CHW,Chicago White Sox,273
,CIN/CIN202009200,"Sunday, Sep 20",2020-09-20,1,Day,53,3:36,-2.0,9,Away,Cease,CIN,1,34-19,Loss,7,3,,-,Sims,CIN,CHW,Chicago White Sox,276
,SDN/SDN202007240,"Friday, Jul 24",2020-07-24,1,Night,1,3:05,0.5,9,Home,Bumgarner,ARI,2,1-0,Win,2,7,,+,Paddack,SDP,ARI,San Diego Padres,7
,SDN/SDN202007250,"Saturday, Jul 25",2020-07-25,1,Night,2,3:18,-0.5,9,Home,Ray,ARI,1,2-0,Win,1,5,,++,Lamet,SDP,ARI,San Diego Padres,12
,SDN/SDN202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:44,0.0,9,Home,Yates,ARI,1,2-1,Loss,4,3,,-,Bradley,SDP,ARI,San Diego Padres,15
,SDN/SDN202007270,"Monday, Jul 27",2020-07-27,1,Day,4,3:03,-0.5,9,Home,Weaver,ARI,1,3-1,Win,2,6,,+,Quantrill,SDP,ARI,San Diego Padres,21
,SFN/SFN202007280,"Tuesday, Jul 28",2020-07-28,1,Night,5,2:54,-0.5,9,Away,Samardzija,SFG,1,4-1,Win,3,5,Pomeranz,++,Davies,SFG,SDP,San Diego Padres,26
,SFN/SFN202007290,"Wednesday, Jul 29",2020-07-29,1,Night,6,3:02,0.5,9,Away,Strahm,SFG,2,4-2,Loss,7,6,,-,Rogers,SFG,SDP,San Diego Padres,32
,SFN/SFN202007300,"Thursday, Jul 30",2020-07-30,1,Night,7,4:04,0.0,10,Away,Rogers,SFG,1,5-2,Win,7,12,,+,Johnson,SFG,SDP,San Diego Padres,44
,COL/COL202007310,"Friday, Jul 31",2020-07-31,1,Night,8,3:37,-1.0,9,Away,Davis,COL,1,6-2,Win,7,8,Pomeranz,++,Stammen,COL,SDP,San Diego Padres,52
,COL/COL202008010,"Saturday, Aug 1",2020-08-01,1,Night,9,2:50,0.0,9,Away,Lucchesi,COL,1,6-3,Loss,6,1,,-,Freeland,COL,SDP,San Diego Padres,53
,COL/COL202008020,"Sunday, Aug 2",2020-08-02,1,Day,10,2:52,1.0,9,Away,Davies,COL,3,6-4,Loss,9,6,Diaz,--,Senzatela,COL,SDP,San Diego Padres,59
,SDN/SDN202008070,"Friday, Aug 7",2020-08-07,1,Night,14,2:27,2.5,9,Home,Weaver,ARI,3,8-6,Win,0,3,Yates,+,Davies,SDP,ARI,San Diego Padres,75
,SDN/SDN202008080,"Saturday, Aug 8",2020-08-08,1,Night,15,2:51,3.5,9,Home,Paddack,ARI,3,8-7,Loss,3,2,Bradley,-,Kelly,SDP,ARI,San Diego Padres,77
,SDN/SDN202008090,"Sunday, Aug 9",2020-08-09,1,Day,16,2:59,2.5,9,Home,Bumgarner,ARI,3,9-7,Win,5,9,,+,Lamet,SDP,ARI,San Diego Padres,86
,ARI/ARI202008140,"Friday, Aug 14",2020-08-14,1,Night,21,3:03,3.0,9,Away,Lamet,ARI,3,11-10,Loss,5,1,,---,Kelly,ARI,SDP,San Diego Padres,97
,ARI/ARI202008150,"Saturday, Aug 15",2020-08-15,1,Night,22,3:23,4.0,9,Away,Johnson,ARI,3,11-11,Loss,7,6,Bradley,----,Crichton,ARI,SDP,San Diego Padres,103
,ARI/ARI202008160,"Sunday, Aug 16",2020-08-16,1,Day,23,3:13,5.0,9,Away,Pagan,ARI,4,11-12,Loss,5,4,Bradley,-----,Clarke,ARI,SDP,San Diego Padres,107
,TEX/TEX202008170,"Monday, Aug 17",2020-08-17,1,Night,24,3:07,5.0,9,Away,Lyles,TEX,4,12-12,Win,4,14,,+,Davies,TEX,SDP,San Diego Padres,121
,TEX/TEX202008180,"Tuesday, Aug 18",2020-08-18,1,Day,25,3:36,5.0,9,Away,Minor,TEX,4,13-12,Win,4,6,Quantrill,++,Stammen,TEX,SDP,San Diego Padres,127
,SDN/SDN202008190,"Wednesday, Aug 19",2020-08-19,1,Night,26,3:23,4.0,10,Home,Montero,TEX,2,14-12,Loss,3,6,,+++,Hill,SDP,TEX,San Diego Padres,133
,SDN/SDN202008200,"Thursday, Aug 20",2020-08-20,1,Night,27,3:59,4.0,10,Home,Garcia,TEX,2,15-12,Loss,7,8,,++++,Johnson,SDP,TEX,San Diego Padres,141
,SDN/SDN202008210,"Friday, Aug 21",2020-08-21,1,Night,28,3:41,4.0,9,Home,McCullers,HOU,2,16-12,Win,3,4,Pagan,+++++,Guerra,SDP,HOU,San Diego Padres,145
,SDN/SDN202008220,"Saturday, Aug 22",2020-08-22,1,Night,29,2:41,4.0,9,Home,Bielak,HOU,2,17-12,Win,2,13,,++++++,Davies,SDP,HOU,San Diego Padres,158
,SDN/SDN202008230,"Sunday, Aug 23",2020-08-23,1,Day,30,3:04,4.0,9,Home,Paredes,HOU,2,18-12,Win,3,5,Pagan,+++++++,Stammen,SDP,HOU,San Diego Padres,163
,SDN/SDN202008250,"Tuesday, Aug 25",2020-08-25,1,Night,31,3:08,4.0,9,Home,Paddack,SEA,2,18-13,Loss,8,3,,-,Gonzales,SDP,SEA,San Diego Padres,166
,SDN/SDN202008271,"Thursday, Aug 27 (1)",2020-08-27,1,Day,32,2:49,5.0,7,Home,Williams,SEA,2,19-13,Win,7,10,,+,Johnson,SDP,SEA,San Diego Padres,176
,SDN/SDN202008272,"Thursday, Aug 27 (2)",2020-08-27,2,Day,33,2:39,5.0,7,Home,Richards,SEA,2,19-14,Loss,8,3,,-,Kikuchi,SDP,SEA,San Diego Padres,179
,COL/COL202008280,"Friday, Aug 28",2020-08-28,1,Night,34,3:29,4.0,9,Away,Hoffman,COL,2,20-14,Win,4,10,,+,Davies,COL,SDP,San Diego Padres,189
,COL/COL202008290,"Saturday, Aug 29",2020-08-29,1,Night,35,3:08,5.0,9,Away,Stammen,COL,2,20-15,Loss,4,3,,-,Bard,COL,SDP,San Diego Padres,192
,COL/COL202008300,"Sunday, Aug 30",2020-08-30,1,Day,36,3:07,5.0,9,Away,Castellani,COL,2,21-15,Win,2,13,,+,Paddack,COL,SDP,San Diego Padres,205
,COL/COL202008310,"Monday, Aug 31",2020-08-31,1,Night,37,2:49,4.5,9,Away,Marquez,COL,2,22-15,Win,0,6,,++,Morejón,COL,SDP,San Diego Padres,211
,ANA/ANA202009020,"Wednesday, Sep 2",2020-09-02,1,Night,38,3:13,5.0,9,Away,Buttrey,LAA,2,23-15,Win,4,11,,+++,Hill,LAA,SDP,San Diego Padres,222
,ANA/ANA202009030,"Thursday, Sep 3",2020-09-03,1,Day,39,2:40,6.0,9,Away,Clevinger,LAA,2,23-16,Loss,2,0,Pena,-,Heaney,LAA,SDP,San Diego Padres,222
,OAK/OAK202009040,"Friday, Sep 4",2020-09-04,1,Night,40,2:41,6.0,9,Away,Luzardo,OAK,2,24-16,Win,0,7,,+,Davies,OAK,SDP,San Diego Padres,229
,OAK/OAK202009050,"Saturday, Sep 5",2020-09-05,1,Day,41,3:00,6.0,9,Away,Paddack,OAK,2,24-17,Loss,8,4,,-,Manaea,OAK,SDP,San Diego Padres,233
,OAK/OAK202009060,"Sunday, Sep 6",2020-09-06,1,Day,42,3:04,5.0,9,Away,Fiers,OAK,2,25-17,Win,3,5,Rosenthal,+,Richards,OAK,SDP,San Diego Padres,238
,SDN/SDN202009070,"Monday, Sep 7",2020-09-07,1,Night,43,3:02,4.5,9,Home,Estevez,COL,2,26-17,Loss,0,1,,++,Pomeranz,SDP,COL,San Diego Padres,239
,SDN/SDN202009080,"Tuesday, Sep 8",2020-09-08,1,Night,44,3:16,4.5,9,Home,Gonzalez,COL,2,27-17,Win,5,14,,+++,Clevinger,SDP,COL,San Diego Padres,253
,SDN/SDN202009090,"Wednesday, Sep 9",2020-09-09,1,Night,45,2:54,4.5,9,Home,Senzatela,COL,2,28-17,Win,3,5,Rosenthal,++++,Davies,SDP,COL,San Diego Padres,258
,SDN/SDN202009100,"Thursday, Sep 10",2020-09-10,1,Night,46,2:48,3.5,9,Home,Cahill,SFG,2,29-17,Win,1,6,,+++++,Morejón,SDP,SFG,San Diego Padres,264
,SDN/SDN202009131,"Sunday, Sep 13 (1)",2020-09-13,1,Day,47,2:08,2.5,7,Home,Cueto,SFG,2,30-17,Win,0,6,,++++++,Clevinger,SDP,SFG,San Diego Padres,270
,SDN/SDN202009132,"Sunday, Sep 13 (2)",2020-09-13,2,Day,48,2:12,2.5,7,Home,Selman,SFG,2,31-17,Win,1,3,Rosenthal,+++++++,Hill,SDP,SFG,San Diego Padres,273
,SEA/SEA202009180,"Friday, Sep 18",2020-09-18,1,Night,52,3:01,4.0,9,Away,Kikuchi,SEA,2,33-19,Win,1,6,,+,Paddack,SEA,SDP,San Diego Padres,292
,SEA/SEA202009190,"Saturday, Sep 19",2020-09-19,1,Night,53,2:59,5.0,9,Away,Altavilla,SEA,2,33-20,Loss,4,1,Hirano,-,Sheffield,SEA,SDP,San Diego Padres,293
,SEA/SEA202009200,"Sunday, Sep 20",2020-09-20,1,Day,54,4:02,4.0,11,Away,Sadler,SEA,2,34-20,Win,4,7,,+,Rosenthal,SEA,SDP,San Diego Padres,300
,OAK/OAK202007240,"Friday, Jul 24",2020-07-24,1,Night,1,3:46,0.0,10,Home,Robles,LAA,1,1-0,Loss,3,7,,+,Smith,OAK,LAA,Oakland Athletics,7
,OAK/OAK202007250,"Saturday, Jul 25",2020-07-25,1,Day,2,2:27,1.0,9,Home,Manaea,LAA,2,1-1,Loss,4,1,Robles,-,Bundy,OAK,LAA,Oakland Athletics,8
,OAK/OAK202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:02,0.0,9,Home,Ohtani,LAA,1,2-1,Win,4,6,Hendriks,+,Petit,OAK,LAA,Oakland Athletics,14
,OAK/OAK202007270,"Monday, Jul 27",2020-07-27,1,Day,4,2:59,0.0,9,Home,Canning,LAA,1,3-1,Win,0,3,Soria,++,Smith,OAK,LAA,Oakland Athletics,17
,OAK/OAK202007280,"Tuesday, Jul 28",2020-07-28,1,Night,5,2:58,0.0,9,Home,Mengden,COL,1,3-2,Loss,8,3,,-,Senzatela,OAK,COL,Oakland Athletics,20
,OAK/OAK202007290,"Wednesday, Jul 29",2020-07-29,1,Day,6,2:55,0.0,9,Home,Montas,COL,1,3-3,Loss,5,1,,--,Marquez,OAK,COL,Oakland Athletics,21
,SEA/SEA202007310,"Friday, Jul 31",2020-07-31,1,Night,7,2:34,1.0,9,Away,Manaea,SEA,3,3-4,Loss,5,3,Williams,---,Walker,SEA,OAK,Oakland Athletics,24
,SEA/SEA202008010,"Saturday, Aug 1",2020-08-01,1,Night,8,3:11,0.0,10,Away,Altavilla,SEA,1,4-4,Win,2,3,Hendriks,+,Soria,SEA,OAK,Oakland Athletics,27
,SEA/SEA202008020,"Sunday, Aug 2",2020-08-02,1,Day,9,3:20,0.0,9,Away,Graveman,SEA,1,5-4,Win,2,3,Hendriks,++,Bassitt,SEA,OAK,Oakland Athletics,30
,SEA/SEA202008030,"Monday, Aug 3",2020-08-03,1,Night,10,3:04,-0.5,9,Away,Sheffield,SEA,1,6-4,Win,1,11,,+++,Montas,SEA,OAK,Oakland Athletics,41
,OAK/OAK202008040,"Tuesday, Aug 4",2020-08-04,1,Night,11,2:52,-0.5,9,Home,Volquez,TEX,1,7-4,Loss,1,5,,++++,Hendriks,OAK,TEX,Oakland Athletics,46
,OAK/OAK202008050,"Wednesday, Aug 5",2020-08-05,1,Night,12,2:55,-1.5,9,Home,Gibaut,TEX,1,8-4,Win,4,6,Soria,+++++,McFarland,OAK,TEX,Oakland Athletics,52
,OAK/OAK202008060,"Thursday, Aug 6",2020-08-06,1,Day,13,2:39,-2.5,9,Home,Minor,TEX,1,9-4,Win,4,6,Hendriks,++++++,Fiers,OAK,TEX,Oakland Athletics,58
,OAK/OAK202008070,"Friday, Aug 7",2020-08-07,1,Night,14,4:13,-3.5,13,Home,Sneed,HOU,1,10-4,Loss,2,3,,+++++++,Wendelken,OAK,HOU,Oakland Athletics,61
,OAK/OAK202008080,"Saturday, Aug 8",2020-08-08,1,Day,15,2:24,-4.5,9,Home,Valdez,HOU,1,11-4,Win,1,3,Hendriks,++++++++,Montas,OAK,HOU,Oakland Athletics,64
,OAK/OAK202008090,"Sunday, Aug 9",2020-08-09,1,Day,16,2:58,-5.0,9,Home,Javier,HOU,1,12-4,Win,2,7,Smith,+++++++++,Luzardo,OAK,HOU,Oakland Athletics,71
,ANA/ANA202008100,"Monday, Aug 10",2020-08-10,1,Night,17,3:41,-4.5,9,Away,Petit,LAA,1,12-5,Loss,10,9,Buttrey,-,Pena,LAA,OAK,Oakland Athletics,80
,ANA/ANA202008110,"Tuesday, Aug 11",2020-08-11,1,Night,18,2:56,-4.0,9,Away,Fiers,LAA,1,12-6,Loss,6,0,,--,Bundy,LAA,OAK,Oakland Athletics,80
,ANA/ANA202008120,"Wednesday, Aug 12",2020-08-12,1,Day,19,3:20,-4.0,9,Away,Canning,LAA,1,13-6,Win,4,8,,+,Bassitt,LAA,OAK,Oakland Athletics,88
,SFN/SFN202008140,"Friday, Aug 14",2020-08-14,1,Night,20,3:23,-4.0,10,Away,Garcia,SFG,1,14-6,Win,7,8,Hendriks,++,Soria,SFG,OAK,Oakland Athletics,96
,SFN/SFN202008150,"Saturday, Aug 15",2020-08-15,1,Day,21,3:38,-4.0,9,Away,Gott,SFG,1,15-6,Win,6,7,Hendriks,+++,McFarland,SFG,OAK,Oakland Athletics,103
,SFN/SFN202008160,"Sunday, Aug 16",2020-08-16,1,Day,22,3:31,-4.5,9,Away,Webb,SFG,1,16-6,Win,3,15,,++++,Fiers,SFG,OAK,Oakland Athletics,118
,ARI/ARI202008170,"Monday, Aug 17",2020-08-17,1,Night,23,3:06,-3.5,9,Away,Soria,ARI,1,16-7,Loss,4,3,,-,Crichton,ARI,OAK,Oakland Athletics,121
,ARI/ARI202008180,"Tuesday, Aug 18",2020-08-18,1,Day,24,3:04,-2.5,9,Away,Montas,ARI,1,16-8,Loss,10,1,,--,Weaver,ARI,OAK,Oakland Athletics,122
,OAK/OAK202008190,"Wednesday, Aug 19",2020-08-19,1,Night,25,2:57,-2.5,9,Home,Kelly,ARI,1,17-8,Win,1,4,Hendriks,+,Luzardo,OAK,ARI,Oakland Athletics,126
,OAK/OAK202008200,"Thursday, Aug 20",2020-08-20,1,Night,26,2:49,-2.5,9,Home,Young,ARI,1,18-8,Win,1,5,,++,Manaea,OAK,ARI,Oakland Athletics,131
,OAK/OAK202008210,"Friday, Aug 21",2020-08-21,1,Night,27,3:07,-3.5,9,Home,Heaney,LAA,1,19-8,Win,3,5,Hendriks,+++,Fiers,OAK,LAA,Oakland Athletics,136
,OAK/OAK202008220,"Saturday, Aug 22",2020-08-22,1,Day,28,3:06,-3.5,9,Home,Bassitt,LAA,1,19-9,Loss,4,3,Buttrey,-,Andriese,OAK,LAA,Oakland Athletics,139
,OAK/OAK202008230,"Sunday, Aug 23",2020-08-23,1,Day,29,3:40,-4.5,10,Home,Buttrey,LAA,1,20-9,Loss,4,5,,+,Hendriks,OAK,LAA,Oakland Athletics,144
,TEX/TEX202008240,"Monday, Aug 24",2020-08-24,1,Night,30,2:52,-3.5,9,Away,Luzardo,TEX,1,20-10,Loss,3,2,Montero,-,Lynn,TEX,OAK,Oakland Athletics,146
,TEX/TEX202008250,"Tuesday, Aug 25",2020-08-25,1,Night,31,3:15,-4.0,9,Away,Gibson,TEX,1,21-10,Win,3,10,,+,Manaea,TEX,OAK,Oakland Athletics,156
,TEX/TEX202008260,"Wednesday, Aug 26",2020-08-26,1,Night,32,3:08,-4.5,9,Away,Allard,TEX,1,22-10,Win,1,3,Hendriks,++,Fiers,TEX,OAK,Oakland Athletics,159
,HOU/HOU202008291,"Saturday, Aug 29 (1)",2020-08-29,1,Day,33,2:07,-2.5,7,Away,Bassitt,HOU,1,22-11,Loss,4,2,Pressly,-,McCullers,HOU,OAK,Oakland Athletics,161
,HOU/HOU202008292,"Saturday, Aug 29 (2)",2020-08-29,2,Day,34,2:33,-2.5,7,Away,Montas,HOU,1,22-12,Loss,6,3,Pressly,--,Greinke,HOU,OAK,Oakland Athletics,164
,OAK/OAK202009070,"Monday, Sep 7",2020-09-07,1,Night,38,2:55,-4.5,9,Home,Javier,HOU,1,24-14,Win,0,6,,+,Bassitt,OAK,HOU,Oakland Athletics,181
,OAK/OAK202009081,"Tuesday, Sep 8 (1)",2020-09-08,1,Day,39,2:23,-4.5,7,Home,Greinke,HOU,1,25-14,Win,2,4,Hendriks,++,Montas,OAK,HOU,Oakland Athletics,185
,OAK/OAK202009082,"Tuesday, Sep 8 (2)",2020-09-08,2,Day,40,2:52,-4.5,7,Home,Wendelken,HOU,1,25-15,Loss,5,4,Pressly,-,Paredes,OAK,HOU,Oakland Athletics,189
,OAK/OAK202009090,"Wednesday, Sep 9",2020-09-09,1,Night,41,2:53,-5.5,9,Home,Pressly,HOU,1,26-15,Loss,2,3,,+,Hendriks,OAK,HOU,Oakland Athletics,192
,OAK/OAK202009100,"Thursday, Sep 10",2020-09-10,1,Day,42,2:18,-6.5,9,Home,Urquidy,HOU,1,27-15,Win,1,3,Hendriks,++,Manaea,OAK,HOU,Oakland Athletics,195
,TEX/TEX202009110,"Friday, Sep 11",2020-09-11,1,Night,43,3:22,-7.0,9,Away,Garcia,TEX,1,28-15,Win,6,10,,+++,Fiers,TEX,OAK,Oakland Athletics,205
,TEX/TEX202009121,"Saturday, Sep 12 (1)",2020-09-12,1,Day,44,1:58,-6.5,7,Away,Jefferies,TEX,1,28-16,Loss,5,2,Montero,-,Benjamin,TEX,OAK,Oakland Athletics,207
,TEX/TEX202009122,"Saturday, Sep 12 (2)",2020-09-12,2,Night,45,2:59,-6.5,7,Away,Allard,TEX,1,29-16,Win,1,10,,+,Bassitt,TEX,OAK,Oakland Athletics,217
,TEX/TEX202009130,"Sunday, Sep 13",2020-09-13,1,Day,46,2:57,-6.5,9,Away,Montas,TEX,1,29-17,Loss,6,3,,-,Lynn,TEX,OAK,Oakland Athletics,220
,SEA/SEA202009141,"Monday, Sep 14 (1)",2020-09-14,1,Day,47,2:18,-6.5,7,Away,Soria,SEA,1,29-18,Loss,6,5,Hirano,--,Gonzales,SEA,OAK,Oakland Athletics,225
,SEA/SEA202009142,"Monday, Sep 14 (2)",2020-09-14,2,Day,48,2:24,-6.5,7,Away,Yacabonis,SEA,1,30-18,Win,0,9,,+,Minor,SEA,OAK,Oakland Athletics,234
,COL/COL202009150,"Tuesday, Sep 15",2020-09-15,1,Night,49,2:41,-5.5,9,Away,Manaea,COL,1,30-19,Loss,3,1,,-,Senzatela,COL,OAK,Oakland Athletics,235
,COL/COL202009160,"Wednesday, Sep 16",2020-09-16,1,Day,50,2:57,-6.5,9,Away,Marquez,COL,1,31-19,Win,1,3,Hendriks,+,Fiers,COL,OAK,Oakland Athletics,238
,OAK/OAK202009180,"Friday, Sep 18",2020-09-18,1,Night,51,2:53,-7.0,9,Home,Webb,SFG,1,32-19,Win,0,6,,++,Bassitt,OAK,SFG,Oakland Athletics,244
,OAK/OAK202009190,"Saturday, Sep 19",2020-09-19,1,Day,52,2:34,-7.0,9,Home,Gausman,SFG,1,33-19,Win,0,6,,+++,Luzardo,OAK,SFG,Oakland Athletics,250
,OAK/OAK202009200,"Sunday, Sep 20",2020-09-20,1,Day,53,3:21,-6.0,9,Home,Minor,SFG,1,33-20,Loss,14,2,,-,Anderson,OAK,SFG,Oakland Athletics,252
,MIN/MIN202007280,"Tuesday, Jul 28",2020-07-28,1,Night,4,2:42,0.5,9,Home,Martinez,STL,2,3-1,Win,3,6,Romo,++,Bailey,MIN,STL,Minnesota Twins,33
,MIN/MIN202007290,"Wednesday, Jul 29",2020-07-29,1,Night,5,2:53,-0.5,9,Home,Ponce de Leon,STL,1,4-1,Win,0,3,Rogers,+++,Hill,MIN,STL,Minnesota Twins,36
,MIN/MIN202007300,"Thursday, Jul 30",2020-07-30,1,Night,6,2:52,0.5,9,Home,Berrios,CLE,2,4-2,Loss,2,0,Karinchak,-,Bieber,MIN,CLE,Minnesota Twins,36
,MIN/MIN202007310,"Friday, Jul 31",2020-07-31,1,Night,7,3:06,-0.5,9,Home,Clevinger,CLE,1,5-2,Win,1,4,Rogers,+,Dobnak,MIN,CLE,Minnesota Twins,40
,MIN/MIN202008010,"Saturday, Aug 1",2020-08-01,1,Night,8,2:40,-1.0,9,Home,Carrasco,CLE,1,6-2,Win,0,3,Rogers,++,Maeda,MIN,CLE,Minnesota Twins,43
,MIN/MIN202008020,"Sunday, Aug 2",2020-08-02,1,Day,9,2:54,-2.0,9,Home,Civale,CLE,1,7-2,Win,1,3,Romo,+++,Smeltzer,MIN,CLE,Minnesota Twins,46
,MIN/MIN202008030,"Monday, Aug 3",2020-08-03,1,Night,10,3:13,-2.0,9,Home,Burdi,PIT,1,8-2,Loss,4,5,,++++,Rogers,MIN,PIT,Minnesota Twins,51
,MIN/MIN202008040,"Tuesday, Aug 4",2020-08-04,1,Day,11,3:39,-2.0,9,Home,Musgrove,PIT,1,9-2,Win,3,7,May,+++++,Berrios,MIN,PIT,Minnesota Twins,58
,PIT/PIT202008050,"Wednesday, Aug 5",2020-08-05,1,Night,12,2:52,-3.0,9,Away,Williams,PIT,1,10-2,Win,2,5,,++++++,Dobnak,PIT,MIN,Minnesota Twins,63
,PIT/PIT202008060,"Thursday, Aug 6",2020-08-06,1,Day,13,3:07,-2.5,9,Away,Rogers,PIT,1,10-3,Loss,6,5,,-,Howard,PIT,MIN,Minnesota Twins,68
,KCA/KCA202008070,"Friday, Aug 7",2020-08-07,1,Night,14,2:53,-2.0,9,Away,Wisler,KCR,1,10-4,Loss,3,2,Rosenthal,--,Holland,KCR,MIN,Minnesota Twins,70
