attendance,boxscore_index,date,datetime,game_number_for_day,day_or_night,game,game_duration,games_behind,innings,location,loser,opponent_abbr,rank,record,result,runs_allowed,runs_scored,save,streak,winner,home,road,team,cum_runs_scored
,NYN/NYN202007290,"Wednesday, Jul 29",2020-07-29,1,Night,6,3:44,0.5,9,Home,Wilson,BOS,2,3-3,Loss,6,5,Workman,-,Hembree,NYM,BOS,New York Mets,25
,NYN/NYN202007300,"Thursday, Jul 30",2020-07-30,1,Night,7,3:49,1.0,9,Home,Matz,BOS,3,3-4,Loss,4,2,Workman,--,Perez,NYM,BOS,New York Mets,27
,WAS/WAS202008040,"Tuesday, Aug 4",2020-08-04,1,Night,12,3:13,4.0,9,Away,Matz,WSN,5,4-8,Loss,5,3,Hudson,-,Corbin,WSN,NYM,New York Mets,48
,WAS/WAS202008050,"Wednesday, Aug 5",2020-08-05,1,Night,13,2:46,3.5,9,Away,Fedde,WSN,5,5-8,Win,1,3,Lugo,+,Porcello,WSN,NYM,New York Mets,51
,NYN/NYN202008100,"Monday, Aug 10",2020-08-10,1,Night,17,2:59,3.5,9,Home,Matz,WSN,4,7-10,Loss,16,4,,-,Corbin,NYM,WSN,New York Mets,70
,NYN/NYN202008110,"Tuesday, Aug 11",2020-08-11,1,Night,18,2:55,3.5,9,Home,Porcello,WSN,5,7-11,Loss,2,1,Hudson,--,Scherzer,NYM,WSN,New York Mets,71
,NYN/NYN202008120,"Wednesday, Aug 12",2020-08-12,1,Night,19,3:19,3.5,9,Home,Sanchez,WSN,3,8-11,Win,6,11,,+,Familia,NYM,WSN,New York Mets,82
,NYN/NYN202008130,"Thursday, Aug 13",2020-08-13,1,Day,20,3:25,3.0,9,Home,Voth,WSN,3,9-11,Win,2,8,,++,Peterson,NYM,WSN,New York Mets,90
,BAL/BAL202009010,"Tuesday, Sep 1",2020-09-01,1,Night,36,2:59,6.5,9,Away,Kilome,BAL,4,15-21,Loss,9,5,,-----,Eshelman,BAL,NYM,New York Mets,156
,BAL/BAL202009020,"Wednesday, Sep 2",2020-09-02,1,Day,37,3:12,6.5,9,Away,Means,BAL,4,16-21,Win,4,9,,+,Peterson,BAL,NYM,New York Mets,165
,NYN/NYN202009080,"Tuesday, Sep 8",2020-09-08,1,Night,43,3:01,5.5,9,Home,Wacha,BAL,4,19-24,Loss,11,2,,--,Means,NYM,BAL,New York Mets,206
,NYN/NYN202009090,"Wednesday, Sep 9",2020-09-09,1,Night,44,3:25,5.5,9,Home,Harvey,BAL,4,20-24,Win,6,7,Diaz,+,Familia,NYM,BAL,New York Mets,213
,TEX/TEX202007240,"Friday, Jul 24",2020-07-24,1,Night,1,2:57,1.5,9,Away,Marquez,TEX,3,0-1,Loss,1,0,Leclerc,-,Lynn,TEX,COL,Colorado Rockies,0
,TEX/TEX202007250,"Saturday, Jul 25",2020-07-25,1,Day,2,3:34,1.0,9,Away,Minor,TEX,3,1-1,Win,2,3,Davis,+,Bard,TEX,COL,Colorado Rockies,3
,TEX/TEX202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:05,0.0,9,Away,Palumbo,TEX,1,2-1,Win,2,5,Davis,++,Freeland,TEX,COL,Colorado Rockies,8
,SEA/SEA202008070,"Friday, Aug 7",2020-08-07,1,Night,13,3:13,-0.5,9,Away,Kikuchi,SEA,1,10-3,Win,4,8,,++,Senzatela,SEA,COL,Colorado Rockies,72
,SEA/SEA202008080,"Saturday, Aug 8",2020-08-08,1,Night,14,2:49,-1.5,9,Away,Misiewicz,SEA,1,11-3,Win,0,5,,+++,Hoffman,SEA,COL,Colorado Rockies,77
,SEA/SEA202008090,"Sunday, Aug 9",2020-08-09,1,Day,15,2:45,-0.5,9,Away,Marquez,SEA,1,11-4,Loss,5,3,Williams,-,Sheffield,SEA,COL,Colorado Rockies,80
,COL/COL202008100,"Monday, Aug 10",2020-08-10,1,Night,16,3:43,-0.5,9,Home,Gray,ARI,1,11-5,Loss,12,8,Bradley,--,Young,COL,ARI,Colorado Rockies,88
,COL/COL202008110,"Tuesday, Aug 11",2020-08-11,1,Night,17,3:16,-1.5,9,Home,Ginkel,ARI,1,12-5,Win,7,8,Bard,+,Estevez,COL,ARI,Colorado Rockies,96
,COL/COL202008120,"Wednesday, Aug 12",2020-08-12,1,Day,18,3:56,-0.5,9,Home,Kinley,ARI,1,12-6,Loss,13,7,,-,Chafin,COL,ARI,Colorado Rockies,103
,COL/COL202008140,"Friday, Aug 14",2020-08-14,1,Night,19,2:33,1.0,9,Home,Bard,TEX,2,12-7,Loss,3,2,,--,Lynn,COL,TEX,Colorado Rockies,105
,COL/COL202008150,"Saturday, Aug 15",2020-08-15,1,Night,20,3:22,2.0,9,Home,Marquez,TEX,2,12-8,Loss,6,4,Montero,---,Gibson,COL,TEX,Colorado Rockies,109
,COL/COL202008160,"Sunday, Aug 16",2020-08-16,1,Day,21,3:00,2.0,9,Home,Allard,TEX,2,13-8,Win,6,10,Estevez,+,Gray,COL,TEX,Colorado Rockies,119
,ARI/ARI202008240,"Monday, Aug 24",2020-08-24,1,Night,29,3:19,7.5,9,Away,Widener,ARI,3,14-15,Win,2,3,Bard,+,Castellani,ARI,COL,Colorado Rockies,145
,ARI/ARI202008250,"Tuesday, Aug 25",2020-08-25,1,Night,30,3:52,6.5,9,Away,Crichton,ARI,3,15-15,Win,4,5,Bard,++,Diaz,ARI,COL,Colorado Rockies,150
,ARI/ARI202008260,"Wednesday, Aug 26",2020-08-26,1,Night,31,3:43,6.0,9,Away,Ray,ARI,3,16-15,Win,7,8,Hoffman,+++,Gray,ARI,COL,Colorado Rockies,158
,COL/COL202009110,"Friday, Sep 11",2020-09-11,1,Night,44,3:08,10.5,9,Home,Buttrey,LAA,4,21-23,Loss,4,8,,+,Bard,COL,LAA,Colorado Rockies,216
,COL/COL202009120,"Saturday, Sep 12",2020-09-12,1,Night,45,3:44,10.5,11,Home,Kinley,LAA,4,21-24,Loss,5,2,Andriese,-,Buttrey,COL,LAA,Colorado Rockies,218
,COL/COL202009130,"Sunday, Sep 13",2020-09-13,1,Day,46,3:04,11.5,9,Home,Estevez,LAA,4,21-25,Loss,5,3,Andriese,--,Heaney,COL,LAA,Colorado Rockies,221
,ANA/ANA202007280,"Tuesday, Jul 28",2020-07-28,1,Night,5,3:15,2.0,9,Away,Sheffield,LAA,5,1-4,Loss,10,2,,--,Buchter,LAA,SEA,Seattle Mariners,18
,ANA/ANA202007290,"Wednesday, Jul 29",2020-07-29,1,Night,6,3:47,1.0,9,Away,Barnes,LAA,4,2-4,Win,7,10,Altavilla,+,Shaw,LAA,SEA,Seattle Mariners,28
,ANA/ANA202007300,"Thursday, Jul 30",2020-07-30,1,Night,7,2:59,0.5,9,Away,Bundy,LAA,3,3-4,Win,5,8,,++,Gonzales,LAA,SEA,Seattle Mariners,36
,SEA/SEA202008040,"Tuesday, Aug 4",2020-08-04,1,Night,12,2:55,3.5,9,Home,Dunn,LAA,5,4-8,Loss,5,3,Buttrey,----,Heaney,SEA,LAA,Seattle Mariners,49
,SEA/SEA202008050,"Wednesday, Aug 5",2020-08-05,1,Night,13,3:09,3.5,9,Home,Teheran,LAA,3,5-8,Win,6,7,Edwards,+,Gonzales,SEA,LAA,Seattle Mariners,56
,SEA/SEA202008060,"Thursday, Aug 6",2020-08-06,1,Day,14,2:23,4.5,9,Home,Walker,LAA,4,5-9,Loss,6,1,,-,Bundy,SEA,LAA,Seattle Mariners,57
,TEX/TEX202008100,"Monday, Aug 10",2020-08-10,1,Night,18,3:18,5.5,9,Away,Gibson,TEX,4,7-11,Win,2,10,,++,Dunn,TEX,SEA,Seattle Mariners,76
,TEX/TEX202008110,"Tuesday, Aug 11",2020-08-11,1,Night,19,2:56,5.5,9,Away,Gonzales,TEX,5,7-12,Loss,4,2,Montero,-,Volquez,TEX,SEA,Seattle Mariners,78
,TEX/TEX202008120,"Wednesday, Aug 12",2020-08-12,1,Night,20,3:09,6.5,9,Away,Swanson,TEX,5,7-13,Loss,7,4,Montero,--,Hernandez,TEX,SEA,Seattle Mariners,82
,SEA/SEA202008210,"Friday, Aug 21",2020-08-21,1,Night,28,2:41,10.5,9,Home,Allard,TEX,4,9-19,Win,4,7,Williams,+,Margevicius,SEA,TEX,Seattle Mariners,110
,SEA/SEA202008220,"Saturday, Aug 22",2020-08-22,1,Night,29,2:51,9.5,9,Home,Lyles,TEX,4,10-19,Win,1,10,,++,Sheffield,SEA,TEX,Seattle Mariners,120
,SEA/SEA202008230,"Sunday, Aug 23",2020-08-23,1,Day,30,2:14,9.5,9,Home,Minor,TEX,4,11-19,Win,1,4,Williams,+++,Dunn,SEA,TEX,Seattle Mariners,124
,ANA/ANA202008280,"Friday, Aug 28",2020-08-28,1,Night,34,2:50,10.0,9,Away,Margevicius,LAA,4,13-21,Loss,3,2,Buttrey,-,Heaney,LAA,SEA,Seattle Mariners,149
,ANA/ANA202008290,"Saturday, Aug 29",2020-08-29,1,Night,35,3:26,9.5,9,Away,Sheffield,LAA,4,13-22,Loss,16,3,,--,Bundy,LAA,SEA,Seattle Mariners,152
,ANA/ANA202008300,"Sunday, Aug 30",2020-08-30,1,Day,36,3:27,9.0,10,Away,Quijada,LAA,3,14-22,Win,1,2,Ramirez,+,Williams,LAA,SEA,Seattle Mariners,154
,ANA/ANA202008310,"Monday, Aug 31",2020-08-31,1,Day,37,2:30,8.5,9,Away,Andriese,LAA,3,15-22,Win,1,2,,++,Gonzales,LAA,SEA,Seattle Mariners,156
,SEA/SEA202009040,"Friday, Sep 4",2020-09-04,1,Night,38,2:56,7.5,9,Home,Cody,TEX,3,16-22,Win,3,6,,+++,Kikuchi,SEA,TEX,Seattle Mariners,162
,SEA/SEA202009050,"Saturday, Sep 5",2020-09-05,1,Night,39,3:04,7.5,9,Home,Hernandez,TEX,3,17-22,Win,3,5,Ramirez,++++,Gerber,SEA,TEX,Seattle Mariners,167
,SEA/SEA202009060,"Sunday, Sep 6",2020-09-06,1,Day,40,2:45,6.5,9,Home,Lyles,TEX,3,18-22,Win,3,4,Hirano,+++++,Dunn,SEA,TEX,Seattle Mariners,171
,SEA/SEA202009070,"Monday, Sep 7",2020-09-07,1,Day,41,3:00,6.5,9,Home,Allard,TEX,3,19-22,Win,4,8,Ramirez,++++++,Gonzales,SEA,TEX,Seattle Mariners,179
,ARI/ARI202009110,"Friday, Sep 11",2020-09-11,1,Night,44,2:32,9.5,9,Away,Kikuchi,ARI,3,19-25,Loss,4,3,Crichton,---,Young,ARI,SEA,Seattle Mariners,188
,ARI/ARI202009120,"Saturday, Sep 12",2020-09-12,1,Night,45,2:45,9.0,9,Away,Gallen,ARI,3,20-25,Win,3,7,,+,Sheffield,ARI,SEA,Seattle Mariners,195
,ARI/ARI202009130,"Sunday, Sep 13",2020-09-13,1,Day,46,3:32,8.0,9,Away,Weaver,ARI,3,21-25,Win,3,7,,++,Sadler,ARI,SEA,Seattle Mariners,202
,BOS/BOS202007240,"Friday, Jul 24",2020-07-24,1,Night,1,3:18,1.0,9,Away,Milone,BOS,4,0-1,Loss,13,2,,-,Eovaldi,BOS,BAL,Baltimore Orioles,2
,BOS/BOS202007250,"Saturday, Jul 25",2020-07-25,1,Day,2,3:01,0.0,9,Away,Perez,BOS,1,1-1,Win,2,7,,+,Cobb,BOS,BAL,Baltimore Orioles,9
,BOS/BOS202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:13,0.0,9,Away,Weber,BOS,1,2-1,Win,4,7,Sulser,++,LeBlanc,BOS,BAL,Baltimore Orioles,16
,WAS/WAS202008070,"Friday, Aug 7",2020-08-07,1,Night,13,3:00,3.0,9,Away,Sanchez,WSN,2,6-7,Win,0,11,,+,Milone,WSN,BAL,Baltimore Orioles,60
,WAS/WAS202008080,"Saturday, Aug 8",2020-08-08,1,Night,14,3:27,2.5,9,Away,Hudson,WSN,2,7-7,Win,3,5,Castro,++,Armstrong,WSN,BAL,Baltimore Orioles,65
,WAS/WAS202008090,"Sunday, Aug 9",2020-08-09,1,Night,15,3:11,1.5,9,Away,Strasburg,WSN,2,8-7,Win,2,6,,+++,Lakins,WSN,BAL,Baltimore Orioles,71
,BAL/BAL202008140,"Friday, Aug 14",2020-08-14,1,Night,19,3:10,2.0,9,Home,Milone,WSN,2,11-8,Loss,15,3,,-,Fedde,BAL,WSN,Baltimore Orioles,100
,BAL/BAL202008150,"Saturday, Aug 15",2020-08-15,1,Night,20,3:10,2.0,9,Home,Corbin,WSN,2,12-8,Win,3,7,Sulser,+,Wojciechowski,BAL,WSN,Baltimore Orioles,107
,BAL/BAL202008160,"Sunday, Aug 16",2020-08-16,1,Day,21,3:38,3.0,9,Home,Lakins,WSN,3,12-9,Loss,6,5,Hudson,-,Scherzer,BAL,WSN,Baltimore Orioles,112
,BAL/BAL202008200,"Thursday, Aug 20",2020-08-20,1,Night,25,3:26,4.5,9,Home,Wojciechowski,BOS,4,12-13,Loss,7,1,,-----,Eovaldi,BAL,BOS,Baltimore Orioles,124
,BAL/BAL202008210,"Friday, Aug 21",2020-08-21,1,Night,26,3:04,4.5,9,Home,Means,BOS,4,12-14,Loss,8,5,Barnes,------,Hernandez,BAL,BOS,Baltimore Orioles,129
,BAL/BAL202008220,"Saturday, Aug 22",2020-08-22,1,Night,27,3:36,4.5,10,Home,Barnes,BOS,4,13-14,Loss,4,5,,+,Castro,BAL,BOS,Baltimore Orioles,134
,BAL/BAL202008230,"Sunday, Aug 23",2020-08-23,1,Day,28,3:17,4.5,9,Home,Godley,BOS,3,14-14,Win,4,5,Scott,++,Eshelman,BAL,BOS,Baltimore Orioles,139
,TEX/TEX202008070,"Friday, Aug 7",2020-08-07,1,Night,14,3:38,5.0,9,Away,Canning,TEX,3,5-9,Loss,4,3,Montero,-,Lyles,TEX,LAA,Los Angeles Angels,69
,TEX/TEX202008080,"Saturday, Aug 8",2020-08-08,1,Night,15,2:46,6.0,9,Away,Sandoval,TEX,4,5-10,Loss,2,0,Montero,--,Volquez,TEX,LAA,Los Angeles Angels,69
,TEX/TEX202008090,"Sunday, Aug 9",2020-08-09,1,Day,16,3:36,7.0,9,Away,Heaney,TEX,5,5-11,Loss,7,3,,---,Lynn,TEX,LAA,Los Angeles Angels,72
,TEX/TEX202009080,"Tuesday, Sep 8",2020-09-08,1,Night,43,2:52,9.5,9,Away,Heaney,TEX,4,17-26,Loss,7,1,,-,Lynn,TEX,LAA,Los Angeles Angels,210
,TEX/TEX202009090,"Wednesday, Sep 9",2020-09-09,1,Night,44,3:38,10.5,9,Away,Teheran,TEX,4,17-27,Loss,7,3,,--,King,TEX,LAA,Los Angeles Angels,213
,TEX/TEX202009100,"Thursday, Sep 10",2020-09-10,1,Day,45,3:04,10.5,9,Away,Gibson,TEX,4,18-27,Win,2,6,,+,Bundy,TEX,LAA,Los Angeles Angels,219
,ANA/ANA202009150,"Tuesday, Sep 15",2020-09-15,1,Night,49,3:06,10.0,9,Home,Andriese,ARI,4,20-29,Loss,9,8,Crichton,-,Mella,LAA,ARI,Los Angeles Angels,241
,ANA/ANA202009160,"Wednesday, Sep 16",2020-09-16,1,Night,50,3:10,11.0,9,Home,Bundy,ARI,4,20-30,Loss,9,6,Crichton,--,Clarke,LAA,ARI,Los Angeles Angels,247
,ANA/ANA202009170,"Thursday, Sep 17",2020-09-17,1,Day,51,3:07,10.5,9,Home,Young,ARI,4,21-30,Win,3,7,,+,Canning,LAA,ARI,Los Angeles Angels,254
,ANA/ANA202009180,"Friday, Sep 18",2020-09-18,1,Night,52,2:55,10.5,9,Home,Benjamin,TEX,4,22-30,Win,2,6,,++,Barria,LAA,TEX,Los Angeles Angels,260
,ANA/ANA202009190,"Saturday, Sep 19",2020-09-19,1,Night,53,2:35,10.5,9,Home,Martin,TEX,4,23-30,Win,3,4,,+++,Mayers,LAA,TEX,Los Angeles Angels,264
,ANA/ANA202009200,"Sunday, Sep 20",2020-09-20,1,Day,54,3:00,10.5,9,Home,Teheran,TEX,4,23-31,Loss,7,2,,-,Cody,LAA,TEX,Los Angeles Angels,266
,DET/DET202007270,"Monday, Jul 27",2020-07-27,1,Night,4,3:20,0.5,9,Home,Funkhouser,KCR,3,2-2,Loss,14,6,,-,Griffin,DET,KCR,Detroit Tigers,16
,DET/DET202007280,"Tuesday, Jul 28",2020-07-28,1,Night,5,2:25,1.0,9,Home,Zuber,KCR,3,3-2,Win,3,4,Jimenez,+,Alexander,DET,KCR,Detroit Tigers,20
,DET/DET202007290,"Wednesday, Jul 29",2020-07-29,1,Night,6,2:40,0.5,9,Home,Kennedy,KCR,2,4-2,Win,4,5,Jimenez,++,Garcia,DET,KCR,Detroit Tigers,25
,DET/DET202007300,"Thursday, Jul 30",2020-07-30,1,Night,7,2:49,1.0,9,Home,Cisnero,KCR,3,4-3,Loss,5,3,Rosenthal,-,Holland,DET,KCR,Detroit Tigers,28
,PIT/PIT202008070,"Friday, Aug 7",2020-08-07,1,Night,11,4:33,2.5,11,Away,Neverauskas,PIT,3,6-5,Win,13,17,,+,Garcia,PIT,DET,Detroit Tigers,55
,PIT/PIT202008080,"Saturday, Aug 8",2020-08-08,1,Day,12,3:22,1.5,9,Away,Holland,PIT,2,7-5,Win,5,11,,++,Nova,PIT,DET,Detroit Tigers,66
,PIT/PIT202008090,"Sunday, Aug 9",2020-08-09,1,Day,13,2:45,0.5,9,Away,Rodriguez,PIT,2,8-5,Win,1,2,Jimenez,+++,Turnbull,PIT,DET,Detroit Tigers,68
,DET/DET202009150,"Tuesday, Sep 15",2020-09-15,1,Night,47,3:27,10.5,9,Home,Junis,KCR,4,21-26,Win,0,6,,+,Boyd,DET,KCR,Detroit Tigers,213
,DET/DET202009160,"Wednesday, Sep 16",2020-09-16,1,Night,48,2:33,10.5,9,Home,Skubal,KCR,4,21-27,Loss,4,0,,-,Singer,DET,KCR,Detroit Tigers,213
,KCA/KCA202009110,"Friday, Sep 11",2020-09-11,1,Night,46,3:10,11.0,9,Home,Brault,PIT,5,18-28,Win,3,4,Holland,++++,Bubic,KCR,PIT,Kansas City Royals,185
,KCA/KCA202009120,"Saturday, Sep 12",2020-09-12,1,Night,47,3:06,11.0,9,Home,Williams,PIT,5,19-28,Win,4,7,Holland,+++++,Zimmer,KCR,PIT,Kansas City Royals,192
,KCA/KCA202009130,"Sunday, Sep 13",2020-09-13,1,Day,48,3:02,11.0,9,Home,Kuhl,PIT,5,20-28,Win,0,11,,++++++,Keller,KCR,PIT,Kansas City Royals,203
,BOS/BOS202008280,"Friday, Aug 28",2020-08-28,1,Night,29,3:21,5.0,9,Away,Perez,BOS,5,12-17,Win,2,10,,+,Scherzer,BOS,WSN,Washington Nationals,141
,BOS/BOS202008290,"Saturday, Aug 29",2020-08-29,1,Night,30,3:25,5.0,9,Away,Sanchez,BOS,5,12-18,Loss,5,3,Barnes,-,Brasier,BOS,WSN,Washington Nationals,144
,BOS/BOS202008300,"Sunday, Aug 30",2020-08-30,1,Day,31,3:26,6.0,9,Away,Voth,BOS,5,12-19,Loss,9,5,,--,Osich,BOS,WSN,Washington Nationals,149
,TEX/TEX202007280,"Tuesday, Jul 28",2020-07-28,1,Night,5,3:10,2.0,9,Away,Gibson,TEX,4,2-3,Win,1,4,Bradley,+,Kelly,TEX,ARI,Arizona Diamondbacks,13
,TEX/TEX202007290,"Wednesday, Jul 29",2020-07-29,1,Day,6,3:27,2.5,9,Away,Chafin,TEX,5,2-4,Loss,7,4,Goody,-,Hernandez,TEX,ARI,Arizona Diamondbacks,17
