attendance,boxscore_index,date,datetime,game_number_for_day,day_or_night,game,game_duration,games_behind,innings,location,loser,opponent_abbr,rank,record,result,runs_allowed,runs_scored,save,streak,winner,home,road,home_team_runs,road_team_runs,team,cum_runs_scored,cum_runs_allowed,ytd_rd,winning_team,league_home_team_runs
,SLN/SLN202008230,"Sunday, Aug 23",2020-08-23,1,Day,17,3:03,3.0,9,Home,Mahle,CIN,2,9-8,Win,2,6,,++,Cabrera,STL,CIN,6,2,St. Louis Cardinals,68,59,0.5294117647058824,STL,
,SLN/SLN202008240,"Monday, Aug 24",2020-08-24,1,Night,18,3:10,3.0,9,Home,Keller,KCR,2,10-8,Win,3,9,,+++,Flaherty,STL,KCR,9,3,St. Louis Cardinals,77,62,0.8333333333333334,STL,
,SLN/SLN202008250,"Tuesday, Aug 25",2020-08-25,1,Night,19,3:07,3.0,9,Home,Gant,KCR,2,10-9,Loss,5,4,Rosenthal,-,Staumont,STL,KCR,4,5,St. Louis Cardinals,81,67,0.7368421052631579,KCR,
,SLN/SLN202008260,"Wednesday, Aug 26",2020-08-26,1,Night,20,3:37,2.0,9,Home,Rosario,KCR,2,11-9,Loss,5,6,,+,Reyes,STL,KCR,6,5,St. Louis Cardinals,87,72,0.75,KCR,
,SLN/SLN202008271,"Thursday, Aug 27 (1)",2020-08-27,1,Day,21,2:48,3.0,8,Home,Gant,PIT,2,11-10,Loss,4,3,Rodriguez,-,Stratton,STL,PIT,3,4,St. Louis Cardinals,90,76,0.6666666666666666,PIT,
,SLN/SLN202008272,"Thursday, Aug 27 (2)",2020-08-27,2,Day,22,2:02,3.0,7,Home,Oviedo,PIT,2,11-11,Loss,2,0,Turley,--,Ponce,STL,PIT,0,2,St. Louis Cardinals,90,78,0.5454545454545454,PIT,
,CIN/CIN202008310,"Monday, Aug 31",2020-08-31,1,Night,26,3:09,3.0,9,Away,DeSclafani,CIN,2,13-13,Win,5,7,Gallegos,++,Hudson,CIN,STL,5,7,St. Louis Cardinals,107,101,0.23076923076923078,STL,
,CIN/CIN202009010,"Tuesday, Sep 1",2020-09-01,1,Night,27,3:27,3.0,9,Away,Gray,CIN,2,14-13,Win,2,16,,+++,Kim,CIN,STL,2,16,St. Louis Cardinals,123,103,0.7407407407407407,STL,
,CIN/CIN202009020,"Wednesday, Sep 2",2020-09-02,1,Night,28,2:55,4.0,9,Away,Gallegos,CIN,2,14-14,Loss,4,3,,-,Iglesias,CIN,STL,4,3,St. Louis Cardinals,126,107,0.6785714285714286,CIN,
,SLN/SLN202009101,"Thursday, Sep 10 (1)",2020-09-10,1,Day,36,2:34,3.0,7,Home,Skubal,DET,2,19-17,Win,2,12,,++,Flaherty,STL,DET,12,2,St. Louis Cardinals,165,135,0.8333333333333334,STL,
,SLN/SLN202009102,"Thursday, Sep 10 (2)",2020-09-10,2,Day,37,2:40,3.0,7,Home,Gallegos,DET,2,19-18,Loss,6,3,Garcia,-,Cisnero,STL,DET,3,6,St. Louis Cardinals,168,141,0.7297297297297297,DET,
,SLN/SLN202009110,"Friday, Sep 11",2020-09-11,1,Night,38,2:24,3.0,9,Home,Wainwright,CIN,2,19-19,Loss,3,1,,--,Castillo,STL,CIN,1,3,St. Louis Cardinals,169,144,0.6578947368421053,CIN,
,SLN/SLN202009120,"Saturday, Sep 12",2020-09-12,1,Night,39,3:08,3.0,9,Home,Antone,CIN,2,20-19,Win,1,7,,+,Hudson,STL,CIN,7,1,St. Louis Cardinals,176,145,0.7948717948717948,STL,
,SLN/SLN202009130,"Sunday, Sep 13",2020-09-13,1,Day,40,3:42,4.0,9,Home,Gant,CIN,2,20-20,Loss,10,5,Iglesias,-,Bradley,STL,CIN,5,10,St. Louis Cardinals,181,155,0.65,CIN,
,MIL/MIL202009141,"Monday, Sep 14 (1)",2020-09-14,1,Day,41,2:37,4.0,8,Away,Helsley,MIL,2,20-21,Loss,2,1,,--,Peralta,MIL,STL,2,1,St. Louis Cardinals,182,157,0.6097560975609756,MIL,
,MIL/MIL202009142,"Monday, Sep 14 (2)",2020-09-14,2,Night,42,3:42,4.0,9,Away,Topa,MIL,2,21-21,Win,2,3,Webb,+,Cabrera,MIL,STL,2,3,St. Louis Cardinals,185,159,0.6190476190476191,STL,
,MIL/MIL202009150,"Tuesday, Sep 15",2020-09-15,1,Night,43,3:09,5.0,9,Away,Flaherty,MIL,2,21-22,Loss,18,3,,-,Anderson,MIL,STL,18,3,St. Louis Cardinals,188,177,0.2558139534883721,MIL,
,MIL/MIL202009161,"Wednesday, Sep 16 (1)",2020-09-16,1,Day,44,2:01,5.5,7,Away,Woodruff,MIL,2,22-22,Win,2,4,,+,Wainwright,MIL,STL,2,4,St. Louis Cardinals,192,179,0.29545454545454547,STL,
,MIL/MIL202009162,"Wednesday, Sep 16 (2)",2020-09-16,2,Night,45,2:01,5.5,7,Away,Oviedo,MIL,2,22-23,Loss,6,0,,-,Peralta,MIL,STL,6,0,St. Louis Cardinals,192,185,0.15555555555555556,MIL,
,PIT/PIT202009170,"Thursday, Sep 17",2020-09-17,1,Night,46,2:25,6.0,9,Away,Gomber,PIT,3,22-24,Loss,5,1,,--,Brault,PIT,STL,5,1,St. Louis Cardinals,193,190,0.06521739130434782,PIT,
,PIT/PIT202009181,"Friday, Sep 18 (1)",2020-09-18,1,Day,47,3:08,5.5,7,Away,Williams,PIT,2,23-24,Win,5,6,Helsley,+,Reyes,PIT,STL,5,6,St. Louis Cardinals,199,195,0.0851063829787234,STL,
,PIT/PIT202009182,"Friday, Sep 18 (2)",2020-09-18,2,Night,48,2:19,5.5,7,Away,Kuhl,PIT,2,24-24,Win,2,7,,++,Miller,PIT,STL,2,7,St. Louis Cardinals,206,197,0.1875,STL,
,PIT/PIT202009190,"Saturday, Sep 19",2020-09-19,1,Night,49,3:06,4.5,9,Away,Howard,PIT,2,25-24,Win,4,5,Cabrera,+++,Woodford,PIT,STL,4,5,St. Louis Cardinals,211,201,0.20408163265306123,STL,
,PIT/PIT202009200,"Sunday, Sep 20",2020-09-20,1,Day,50,2:50,3.5,9,Away,Holland,PIT,2,26-24,Win,1,2,Miller,++++,Flaherty,PIT,STL,1,2,St. Louis Cardinals,213,202,0.22,STL,
,HOU/HOU202007240,"Friday, Jul 24",2020-07-24,1,Night,1,2:49,0.0,9,Home,Gonzales,SEA,1,1-0,Win,2,8,,+,Verlander,HOU,SEA,8,2,Houston Astros,8,2,6.0,HOU,
,HOU/HOU202007250,"Saturday, Jul 25",2020-07-25,1,Day,2,2:53,-1.0,9,Home,Walker,SEA,1,2-0,Win,2,7,,++,McCullers,HOU,SEA,7,2,Houston Astros,15,4,5.5,HOU,
,HOU/HOU202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:41,0.0,9,Home,Devenski,SEA,1,2-1,Loss,7,6,Williams,-,Altavilla,HOU,SEA,6,7,Houston Astros,21,11,3.3333333333333335,SEA,
,HOU/HOU202007270,"Monday, Jul 27",2020-07-27,1,Night,4,3:04,0.0,9,Home,Graveman,SEA,1,3-1,Win,5,8,Osuna,+,Bielak,HOU,SEA,8,5,Houston Astros,29,16,3.25,HOU,
,ANA/ANA202007310,"Friday, Jul 31",2020-07-31,1,Night,7,4:21,-0.5,9,Away,Andriese,LAA,1,4-3,Win,6,9,Scrubb,+,Bielak,LAA,HOU,6,9,Houston Astros,42,31,1.5714285714285714,HOU,
,ANA/ANA202008010,"Saturday, Aug 1",2020-08-01,1,Day,8,3:58,0.0,10,Away,Rodriguez,LAA,1,4-4,Loss,5,4,,-,Buchter,LAA,HOU,5,4,Houston Astros,46,36,1.25,LAA,
,ANA/ANA202008020,"Sunday, Aug 2",2020-08-02,1,Day,9,4:37,0.0,11,Away,Barnes,LAA,1,5-4,Win,5,6,,+,Taylor,LAA,HOU,5,6,Houston Astros,52,41,1.2222222222222223,HOU,
,ARI/ARI202008040,"Tuesday, Aug 4",2020-08-04,1,Night,10,3:09,0.5,9,Away,Bumgarner,ARI,2,6-4,Win,2,8,,++,Javier,ARI,HOU,2,8,Houston Astros,60,43,1.7,HOU,
,ARI/ARI202008050,"Wednesday, Aug 5",2020-08-05,1,Night,11,3:14,1.5,9,Away,McCullers,ARI,2,6-5,Loss,14,7,,-,Ray,ARI,HOU,14,7,Houston Astros,67,57,0.9090909090909091,ARI,
,ARI/ARI202008060,"Thursday, Aug 6",2020-08-06,1,Day,12,3:15,2.5,9,Away,Pressly,ARI,2,6-6,Loss,5,4,,--,Guerra,ARI,HOU,5,4,Houston Astros,71,62,0.75,ARI,
,HOU/HOU202008100,"Monday, Aug 10",2020-08-10,1,Night,16,3:07,4.5,9,Home,Webb,SFG,2,7-9,Win,4,6,Pressly,+,McCullers,HOU,SFG,6,4,Houston Astros,82,79,0.1875,HOU,
,HOU/HOU202008110,"Tuesday, Aug 11",2020-08-11,1,Night,17,3:52,4.5,10,Home,Sneed,SFG,3,7-10,Loss,7,6,Rogers,-,Gott,HOU,SFG,6,7,Houston Astros,88,86,0.11764705882352941,SFG,
,HOU/HOU202008120,"Wednesday, Aug 12",2020-08-12,1,Night,18,3:25,4.5,9,Home,Baragar,SFG,3,8-10,Win,1,5,,+,Greinke,HOU,SFG,5,1,Houston Astros,93,87,0.3333333333333333,HOU,
,HOU/HOU202008140,"Friday, Aug 14",2020-08-14,1,Night,19,3:10,4.5,9,Home,Cortes,SEA,3,9-10,Win,1,11,,++,Valdez,HOU,SEA,11,1,Houston Astros,104,88,0.8421052631578947,HOU,
,HOU/HOU202008150,"Saturday, Aug 15",2020-08-15,1,Night,20,2:30,4.5,9,Home,Margevicius,SEA,3,10-10,Win,1,2,Pressly,+++,Javier,HOU,SEA,2,1,Houston Astros,106,89,0.85,HOU,
,HOU/HOU202008160,"Sunday, Aug 16",2020-08-16,1,Day,21,2:56,4.5,9,Home,Swanson,SEA,2,11-10,Loss,2,3,,++++,Pressly,HOU,SEA,3,2,Houston Astros,109,91,0.8571428571428571,SEA,
,HOU/HOU202008170,"Monday, Aug 17",2020-08-17,1,Night,22,2:50,3.5,9,Home,Freeland,COL,2,12-10,Win,1,2,Taylor,+++++,Bielak,HOU,COL,2,1,Houston Astros,111,92,0.8636363636363636,HOU,
,HOU/HOU202008180,"Tuesday, Aug 18",2020-08-18,1,Day,23,3:03,2.5,11,Home,Diaz,COL,2,13-10,Loss,1,2,,++++++,Scrubb,HOU,COL,2,1,Houston Astros,113,93,0.8695652173913043,COL,
,COL/COL202008190,"Wednesday, Aug 19",2020-08-19,1,Night,24,3:09,2.5,9,Away,Castellani,COL,2,14-10,Win,6,13,,+++++++,Valdez,COL,HOU,6,13,Houston Astros,126,99,1.125,HOU,
,COL/COL202008200,"Thursday, Aug 20",2020-08-20,1,Day,25,3:31,2.5,9,Away,Marquez,COL,2,15-10,Win,8,10,Pressly,++++++++,Paredes,COL,HOU,8,10,Houston Astros,136,107,1.16,HOU,
,HOU/HOU202008240,"Monday, Aug 24",2020-08-24,1,Night,29,3:25,3.5,9,Home,Sandoval,LAA,2,16-13,Win,4,11,,+,Valdez,HOU,LAA,11,4,Houston Astros,155,133,0.7586206896551724,HOU,
,HOU/HOU202008251,"Tuesday, Aug 25 (1)",2020-08-25,1,Day,30,2:26,4.0,7,Home,Suarez,LAA,2,17-13,Win,3,6,Pressly,++,Javier,HOU,LAA,6,3,Houston Astros,161,136,0.8333333333333334,HOU,
,HOU/HOU202008252,"Tuesday, Aug 25 (2)",2020-08-25,2,Day,31,3:24,4.0,7,Home,Bielak,LAA,2,17-14,Loss,12,5,,-,Pena,HOU,LAA,5,12,Houston Astros,166,148,0.5806451612903226,LAA,
,HOU/HOU202009010,"Tuesday, Sep 1",2020-09-01,1,Night,34,3:28,3.0,10,Home,Taylor,TEX,2,19-15,Loss,6,5,Montero,-,Hernandez,HOU,TEX,5,6,Houston Astros,181,159,0.6470588235294118,TEX,
,HOU/HOU202009020,"Wednesday, Sep 2",2020-09-02,1,Night,35,2:27,2.5,9,Home,Allard,TEX,2,20-15,Win,1,2,Pressly,+,Javier,HOU,TEX,2,1,Houston Astros,183,160,0.6571428571428571,HOU,
,HOU/HOU202009030,"Thursday, Sep 3",2020-09-03,1,Day,36,3:11,2.0,9,Home,Lynn,TEX,2,21-15,Win,4,8,,++,Greinke,HOU,TEX,8,4,Houston Astros,191,164,0.75,HOU,
,ANA/ANA202009040,"Friday, Sep 4",2020-09-04,1,Night,37,4:27,2.0,11,Away,Raley,LAA,2,21-16,Loss,6,5,,-,Andriese,LAA,HOU,6,5,Houston Astros,196,170,0.7027027027027027,LAA,
,ANA/ANA202009051,"Saturday, Sep 5 (1)",2020-09-05,1,Day,38,3:01,3.5,7,Away,Paredes,LAA,2,21-17,Loss,10,9,,--,Pena,LAA,HOU,10,9,Houston Astros,205,180,0.6578947368421053,LAA,
,ANA/ANA202009052,"Saturday, Sep 5 (2)",2020-09-05,2,Night,39,2:44,3.5,7,Away,Castellanos,LAA,2,21-18,Loss,7,6,Buttrey,---,Ramirez,LAA,HOU,7,6,Houston Astros,211,187,0.6153846153846154,LAA,
,ANA/ANA202009060,"Sunday, Sep 6",2020-09-06,1,Day,40,3:28,3.5,9,Away,Valdez,LAA,2,21-19,Loss,9,5,,----,Mayers,LAA,HOU,9,5,Houston Astros,216,196,0.5,LAA,
,HOU/HOU202009150,"Tuesday, Sep 15",2020-09-15,1,Night,48,3:00,5.5,9,Home,Goody,TEX,2,24-24,Win,1,4,Pressly,+,Urquidy,HOU,TEX,4,1,Houston Astros,238,230,0.16666666666666666,HOU,
,HOU/HOU202009160,"Wednesday, Sep 16",2020-09-16,1,Night,49,2:36,6.5,9,Home,Pressly,TEX,2,24-25,Loss,1,0,,-,Gibson,HOU,TEX,0,1,Houston Astros,238,231,0.14285714285714285,TEX,
,HOU/HOU202009170,"Thursday, Sep 17",2020-09-17,1,Night,50,2:33,6.0,9,Home,Lyles,TEX,2,25-25,Win,1,2,Raley,+,Valdez,HOU,TEX,2,1,Houston Astros,240,232,0.16,HOU,
,HOU/HOU202009180,"Friday, Sep 18",2020-09-18,1,Night,51,3:08,7.0,9,Home,Garcia,ARI,2,25-26,Loss,6,3,Crichton,-,Gallen,HOU,ARI,3,6,Houston Astros,243,238,0.09803921568627451,ARI,
,HOU/HOU202009190,"Saturday, Sep 19",2020-09-19,1,Night,52,2:37,7.0,9,Home,Weaver,ARI,2,26-26,Win,2,3,Pressly,+,Paredes,HOU,ARI,3,2,Houston Astros,246,240,0.11538461538461539,HOU,
,HOU/HOU202009200,"Sunday, Sep 20",2020-09-20,1,Day,53,3:04,6.0,9,Home,Guerra,ARI,2,27-26,Win,2,3,Pressly,++,Taylor,HOU,ARI,3,2,Houston Astros,249,242,0.1320754716981132,HOU,
,PHI/PHI202008110,"Tuesday, Aug 11",2020-08-11,1,Night,12,4:00,2.5,10,Home,Guerra,BAL,3,5-7,Loss,10,9,Lakins,-,Sulser,PHI,BAL,9,10,Philadelphia Phillies,64,68,-0.3333333333333333,BAL,
,PHI/PHI202008120,"Wednesday, Aug 12",2020-08-12,1,Night,13,3:28,3.5,9,Home,Eflin,BAL,3,5-8,Loss,5,4,Sulser,--,Armstrong,PHI,BAL,4,5,Philadelphia Phillies,68,73,-0.38461538461538464,BAL,
,PHI/PHI202008130,"Thursday, Aug 13",2020-08-13,1,Day,14,3:29,4.0,9,Home,Arrieta,BAL,4,5-9,Loss,11,4,,---,Eshelman,PHI,BAL,4,11,Philadelphia Phillies,72,84,-0.8571428571428571,BAL,
,PHI/PHI202008140,"Friday, Aug 14",2020-08-14,1,Night,15,3:24,4.0,9,Home,Lugo,NYM,3,6-9,Loss,5,6,,+,Neris,PHI,NYM,6,5,Philadelphia Phillies,78,89,-0.7333333333333333,NYM,
,PHI/PHI202008150,"Saturday, Aug 15",2020-08-15,1,Night,16,2:45,3.0,9,Home,Matz,NYM,3,7-9,Win,2,6,,++,Nola,PHI,NYM,6,2,Philadelphia Phillies,84,91,-0.4375,PHI,
,PHI/PHI202008160,"Sunday, Aug 16",2020-08-16,1,Day,17,2:57,2.0,9,Home,Porcello,NYM,3,8-9,Win,2,6,,+++,Wheeler,PHI,NYM,6,2,Philadelphia Phillies,90,93,-0.17647058823529413,PHI,
,BOS/BOS202008180,"Tuesday, Aug 18",2020-08-18,1,Night,18,4:06,1.5,9,Away,Taylor,BOS,3,9-9,Win,6,13,,++++,Parker,BOS,PHI,6,13,Philadelphia Phillies,103,99,0.2222222222222222,PHI,
,BOS/BOS202008190,"Wednesday, Aug 19",2020-08-19,1,Day,19,3:36,2.0,9,Away,Arrieta,BOS,3,9-10,Loss,6,3,Workman,-,Brice,BOS,PHI,6,3,Philadelphia Phillies,106,105,0.05263157894736842,BOS,
,TOR/TOR202008201,"Thursday, Aug 20 (1)",2020-08-20,1,Day,20,2:43,3.0,7,Away,Guerra,TOR,4,9-11,Loss,3,2,,--,Romano,TOR,PHI,3,2,Philadelphia Phillies,108,108,0.0,TOR,
,TOR/TOR202008202,"Thursday, Aug 20 (2)",2020-08-20,2,Day,21,3:06,3.0,7,Away,Neris,TOR,4,9-12,Loss,9,8,Cole,---,Kay,TOR,PHI,9,8,Philadelphia Phillies,116,117,-0.047619047619047616,TOR,
,WAS/WAS202008250,"Tuesday, Aug 25",2020-08-25,1,Night,25,3:13,3.5,9,Away,Fedde,WSN,3,11-14,Win,3,8,,++,Arrieta,WSN,PHI,3,8,Philadelphia Phillies,136,141,-0.2,PHI,
,WAS/WAS202008260,"Wednesday, Aug 26",2020-08-26,1,Night,26,3:19,4.0,9,Away,Harris,WSN,3,12-14,Win,2,3,Workman,+++,Nola,WSN,PHI,2,3,Philadelphia Phillies,139,143,-0.15384615384615385,PHI,
,PHI/PHI202008310,"Monday, Aug 31",2020-08-31,1,Night,30,2:48,3.0,9,Home,Fedde,WSN,2,15-15,Win,6,8,,+,Howard,PHI,WSN,8,6,Philadelphia Phillies,168,166,0.06666666666666667,PHI,
,PHI/PHI202009010,"Tuesday, Sep 1",2020-09-01,1,Night,31,3:14,3.0,9,Home,Corbin,WSN,2,16-15,Win,0,6,,++,Nola,PHI,WSN,6,0,Philadelphia Phillies,174,166,0.25806451612903225,PHI,
,PHI/PHI202009020,"Wednesday, Sep 2",2020-09-02,1,Night,32,2:50,3.0,9,Home,Scherzer,WSN,2,17-15,Win,0,3,Workman,+++,Wheeler,PHI,WSN,3,0,Philadelphia Phillies,177,166,0.34375,PHI,
,PHI/PHI202009030,"Thursday, Sep 3",2020-09-03,1,Day,33,3:50,2.5,10,Home,Doolittle,WSN,2,18-15,Loss,5,6,,++++,Parker,PHI,WSN,6,5,Philadelphia Phillies,183,171,0.36363636363636365,WSN,
,NYN/NYN202009040,"Friday, Sep 4",2020-09-04,1,Night,34,3:11,2.0,9,Away,Hughes,NYM,2,19-15,Win,3,5,Workman,+++++,Arrieta,NYM,PHI,3,5,Philadelphia Phillies,188,174,0.4117647058823529,PHI,
,NYN/NYN202009050,"Saturday, Sep 5",2020-09-05,1,Night,35,3:08,2.0,9,Away,Howard,NYM,2,19-16,Loss,5,1,,-,Lugo,NYM,PHI,5,1,Philadelphia Phillies,189,179,0.2857142857142857,NYM,
,NYN/NYN202009060,"Sunday, Sep 6",2020-09-06,1,Day,36,3:18,3.0,9,Away,Nola,NYM,2,19-17,Loss,14,1,,--,deGrom,NYM,PHI,14,1,Philadelphia Phillies,190,193,-0.08333333333333333,NYM,
,NYN/NYN202009070,"Monday, Sep 7",2020-09-07,1,Day,37,3:40,2.0,10,Away,Castro,NYM,2,20-17,Win,8,9,Neris,+,Workman,NYM,PHI,8,9,Philadelphia Phillies,199,201,-0.05405405405405406,PHI,
,PHI/PHI202009081,"Tuesday, Sep 8 (1)",2020-09-08,1,Day,38,2:49,1.5,7,Home,Barnes,BOS,2,21-17,Win,5,6,,++,Neris,PHI,BOS,6,5,Philadelphia Phillies,205,206,-0.02631578947368421,PHI,
,PHI/PHI202009082,"Tuesday, Sep 8 (2)",2020-09-08,2,Night,39,2:36,1.5,7,Home,Phelps,BOS,2,21-18,Loss,5,2,Walden,-,Mazza,PHI,BOS,2,5,Philadelphia Phillies,207,211,-0.10256410256410256,BOS,
,PHI/PHI202009150,"Tuesday, Sep 15",2020-09-15,1,Night,47,2:58,4.0,9,Home,Porcello,NYM,3,24-23,Win,1,4,Neris,+,Arrieta,PHI,NYM,4,1,Philadelphia Phillies,247,246,0.02127659574468085,PHI,
,PHI/PHI202009160,"Wednesday, Sep 16",2020-09-16,1,Night,48,3:17,4.0,9,Home,Neris,NYM,3,24-24,Loss,5,4,Diaz,-,Castro,PHI,NYM,4,5,Philadelphia Phillies,251,251,0.0,NYM,
,PHI/PHI202009170,"Thursday, Sep 17",2020-09-17,1,Night,49,4:12,4.5,9,Home,Workman,NYM,3,24-25,Loss,10,6,,--,Wilson,PHI,NYM,6,10,Philadelphia Phillies,257,261,-0.08163265306122448,NYM,
,PHI/PHI202009181,"Friday, Sep 18 (1)",2020-09-18,1,Day,50,2:33,4.0,7,Home,Ray,TOR,3,25-25,Win,0,7,,+,Eflin,PHI,TOR,7,0,Philadelphia Phillies,264,261,0.06,PHI,
,PHI/PHI202009182,"Friday, Sep 18 (2)",2020-09-18,2,Night,51,3:14,4.0,7,Home,Dolis,TOR,3,26-25,Win,7,8,Neris,++,Brogdon,PHI,TOR,8,7,Philadelphia Phillies,272,268,0.0784313725490196,PHI,
,PHI/PHI202009190,"Saturday, Sep 19",2020-09-19,1,Night,52,3:16,3.0,9,Home,Ryu,TOR,3,27-25,Win,1,3,Hunter,+++,Velasquez,PHI,TOR,3,1,Philadelphia Phillies,275,269,0.11538461538461539,PHI,
,PHI/PHI202009200,"Sunday, Sep 20",2020-09-20,1,Day,53,3:28,4.0,9,Home,Medina,TOR,3,27-26,Loss,6,3,Bass,-,Walker,PHI,TOR,3,6,Philadelphia Phillies,278,275,0.05660377358490566,TOR,
,WAS/WAS202007270,"Monday, Jul 27",2020-07-27,1,Night,4,2:59,1.0,9,Away,Sanchez,WSN,4,2-2,Win,1,4,Bass,+,Borucki,WSN,TOR,1,4,Toronto Blue Jays,16,15,0.25,TOR,
,WAS/WAS202007280,"Tuesday, Jul 28",2020-07-28,1,Night,5,3:00,1.0,9,Away,Voth,WSN,2,3-2,Win,1,5,,++,Roark,WSN,TOR,1,5,Toronto Blue Jays,21,16,1.0,TOR,
,WAS/WAS202007290,"Wednesday, Jul 29",2020-07-29,1,Night,6,3:33,1.0,10,Away,Yamaguchi,WSN,3,3-3,Loss,4,0,,-,Hudson,WSN,TOR,4,0,Toronto Blue Jays,21,20,0.16666666666666666,WSN,
,WAS/WAS202007300,"Thursday, Jul 30",2020-07-30,1,Day,7,3:35,2.0,9,Away,Ryu,WSN,3,3-4,Loss,6,4,Hudson,--,Harper,WSN,TOR,6,4,Toronto Blue Jays,25,26,-0.14285714285714285,WSN,
,BOS/BOS202008070,"Friday, Aug 7",2020-08-07,1,Night,11,3:33,4.0,9,Away,Roark,BOS,4,4-7,Loss,5,3,Workman,--,Hembree,BOS,TOR,5,3,Toronto Blue Jays,34,46,-1.0909090909090908,BOS,
,BOS/BOS202008080,"Saturday, Aug 8",2020-08-08,1,Night,12,3:18,3.5,9,Away,Walden,BOS,4,5-7,Win,1,2,Bass,+,Kay,BOS,TOR,1,2,Toronto Blue Jays,36,47,-0.9166666666666666,TOR,
,BOS/BOS202008090,"Sunday, Aug 9",2020-08-09,1,Day,13,2:46,3.5,9,Away,Hatch,BOS,4,5-8,Loss,5,3,,-,Barnes,BOS,TOR,5,3,Toronto Blue Jays,39,52,-1.0,BOS,
,BAL/BAL202008170,"Monday, Aug 17",2020-08-17,1,Night,19,2:45,6.5,9,Away,Cobb,BAL,4,8-11,Win,2,7,,+,Ryu,BAL,TOR,2,7,Toronto Blue Jays,81,86,-0.2631578947368421,TOR,
,BAL/BAL202008180,"Tuesday, Aug 18",2020-08-18,1,Night,20,3:57,5.5,10,Away,Sulser,BAL,4,9-11,Win,7,8,,++,Bass,BAL,TOR,7,8,Toronto Blue Jays,89,93,-0.2,TOR,
,BAL/BAL202008190,"Wednesday, Aug 19",2020-08-19,1,Day,21,3:00,4.5,9,Away,Milone,BAL,4,10-11,Win,2,5,Dolis,+++,Roark,BAL,TOR,2,5,Toronto Blue Jays,94,95,-0.047619047619047616,TOR,
,TOR/TOR202008250,"Tuesday, Aug 25",2020-08-25,1,Night,28,3:42,4.5,9,Home,Font,BOS,3,14-14,Loss,9,7,Barnes,-,Valdez,TOR,BOS,7,9,Toronto Blue Jays,130,130,0.0,BOS,
,TOR/TOR202008260,"Wednesday, Aug 26",2020-08-26,1,Night,29,2:58,4.5,9,Home,Brewer,BOS,3,15-14,Win,1,9,,+,Yamaguchi,TOR,BOS,9,1,Toronto Blue Jays,139,131,0.27586206896551724,TOR,
,TOR/TOR202008280,"Friday, Aug 28",2020-08-28,1,Night,30,3:19,4.5,10,Home,Sulser,BAL,3,16-14,Loss,4,5,,++,Dolis,TOR,BAL,5,4,Toronto Blue Jays,144,135,0.3,BAL,
,TOR/TOR202008290,"Saturday, Aug 29",2020-08-29,1,Night,31,2:44,4.5,9,Home,Cobb,BAL,3,17-14,Win,0,5,,+++,Walker,TOR,BAL,5,0,Toronto Blue Jays,149,135,0.45161290322580644,TOR,
,TOR/TOR202008300,"Sunday, Aug 30",2020-08-30,1,Day,32,2:58,4.5,9,Home,Sulser,BAL,3,18-14,Loss,5,6,,++++,Bass,TOR,BAL,6,5,Toronto Blue Jays,155,140,0.46875,BAL,
,TOR/TOR202008310,"Monday, Aug 31",2020-08-31,1,Day,33,3:38,5.5,11,Home,Bass,BAL,3,18-15,Loss,4,3,,-,Valdez,TOR,BAL,3,4,Toronto Blue Jays,158,144,0.42424242424242425,BAL,
,BOS/BOS202009030,"Thursday, Sep 3",2020-09-03,1,Night,36,4:02,5.0,10,Away,Valdez,BOS,2,20-16,Win,2,6,,++,Dolis,BOS,TOR,2,6,Toronto Blue Jays,168,150,0.5,TOR,
,BOS/BOS202009041,"Friday, Sep 4 (1)",2020-09-04,1,Day,37,2:42,5.5,7,Away,Godley,BOS,2,21-16,Win,7,8,Bass,+++,Cole,BOS,TOR,7,8,Toronto Blue Jays,176,157,0.5135135135135135,TOR,
,BOS/BOS202009042,"Friday, Sep 4 (2)",2020-09-04,2,Night,38,2:49,5.5,7,Away,Stripling,BOS,2,21-17,Loss,3,2,Barnes,-,Taylor,BOS,TOR,3,2,Toronto Blue Jays,178,160,0.47368421052631576,BOS,
,BOS/BOS202009050,"Saturday, Sep 5",2020-09-05,1,Night,39,3:41,5.5,9,Away,Bass,BOS,2,21-18,Loss,9,8,,--,Kickham,BOS,TOR,9,8,Toronto Blue Jays,186,169,0.4358974358974359,BOS,
,BOS/BOS202009060,"Sunday, Sep 6",2020-09-06,1,Day,40,4:23,5.5,9,Away,Hall,BOS,2,22-18,Win,8,10,Dolis,+,Hatch,BOS,TOR,8,10,Toronto Blue Jays,196,177,0.475,TOR,
,TOR/TOR202009110,"Friday, Sep 11",2020-09-11,1,Night,44,3:30,4.5,9,Home,Anderson,NYM,2,24-20,Loss,18,1,Ramirez,--,deGrom,TOR,NYM,1,18,Toronto Blue Jays,213,210,0.06818181818181818,NYM,
,TOR/TOR202009120,"Saturday, Sep 12",2020-09-12,1,Night,45,3:22,4.5,9,Home,Lugo,NYM,2,25-20,Win,2,3,Dolis,+,Ray,TOR,NYM,3,2,Toronto Blue Jays,216,212,0.08888888888888889,TOR,
,TOR/TOR202009130,"Sunday, Sep 13",2020-09-13,1,Day,46,3:12,3.5,9,Home,Peterson,NYM,2,26-20,Win,3,7,,++,Ryu,TOR,NYM,7,3,Toronto Blue Jays,223,215,0.17391304347826086,TOR,
