attendance,boxscore_index,date,datetime,game_number_for_day,day_or_night,game,game_duration,games_behind,innings,location,loser,opponent_abbr,rank,record,result,runs_allowed,runs_scored,save,streak,winner,team
46123,SLN/SLN201907300,"Tuesday, Jul 30",2019-07-30,1,Night,106,3:05,-1.0,9,Home,Darvish,CHC,1,57-49,Win,1,2,Martinez,+,Gallegos,STL
43750,SLN/SLN201907310,"Wednesday, Jul 31",2019-07-31,1,Night,107,3:14,0.0,9,Home,Mikolas,CHC,1,57-50,Loss,2,0,Kimbrel,-,Hendricks,STL
46811,SLN/SLN201908010,"Thursday, Aug 1",2019-08-01,1,Night,108,2:53,-1.0,9,Home,Lester,CHC,1,58-50,Win,0,8,,+,Flaherty,STL
24851,OAK/OAK201908030,"Saturday, Aug 3",2019-08-03,1,Night,109,3:37,0.5,9,Away,Hudson,OAK,2,58-51,Loss,8,3,,-,Fiers,STL
24603,OAK/OAK201908040,"Sunday, Aug 4",2019-08-04,1,Day,110,3:14,1.5,9,Away,Wainwright,OAK,2,58-52,Loss,4,2,Hendriks,--,Roark,STL
45254,LAN/LAN201908050,"Monday, Aug 5",2019-08-05,1,Night,111,2:59,2.5,9,Away,Wacha,LAD,2,58-53,Loss,8,0,,---,Gonsolin,STL
53070,LAN/LAN201908060,"Tuesday, Aug 6",2019-08-06,1,Night,112,2:55,2.5,9,Away,Mikolas,LAD,2,58-54,Loss,3,1,Jansen,----,Kershaw,STL
48994,LAN/LAN201908070,"Wednesday, Aug 7",2019-08-07,1,Day,113,3:01,3.5,9,Away,Martinez,LAD,3,58-55,Loss,2,1,,-----,Sadler,STL
42757,SLN/SLN201908090,"Friday, Aug 9",2019-08-09,1,Night,114,2:52,3.0,9,Home,Rodriguez,PIT,3,59-55,Win,2,6,,+,Martinez,STL
45026,SLN/SLN201908100,"Saturday, Aug 10",2019-08-10,1,Night,115,2:40,2.0,9,Home,Musgrove,PIT,3,60-55,Win,1,3,Martinez,++,Wainwright,STL
43912,SLN/SLN201908110,"Sunday, Aug 11",2019-08-11,1,Day,116,3:40,2.0,9,Home,Crick,PIT,2,61-55,Win,9,11,Miller,+++,Gant,STL
23563,KCA/KCA201908130,"Tuesday, Aug 13",2019-08-13,1,Night,117,2:54,1.0,9,Away,Sparkman,KCR,2,62-55,Win,0,2,Martinez,++++,Flaherty,STL
22494,KCA/KCA201908140,"Wednesday, Aug 14",2019-08-14,1,Night,118,2:38,0.0,9,Away,Keller,KCR,1,63-55,Win,0,6,,+++++,Hudson,STL
14891,CIN/CIN201908150,"Thursday, Aug 15",2019-08-15,1,Night,119,3:01,0.0,9,Away,Wacha,CIN,1,63-56,Loss,2,1,Iglesias,-,Gray,STL
24118,CIN/CIN201908160,"Friday, Aug 16",2019-08-16,1,Night,120,3:03,-1.0,9,Away,Castillo,CIN,1,64-56,Win,4,13,,+,Wainwright,STL
37698,CIN/CIN201908170,"Saturday, Aug 17",2019-08-17,1,Night,121,2:59,0.0,9,Away,Mikolas,CIN,1,64-57,Loss,6,1,,-,DeSclafani,STL
21525,CIN/CIN201908180,"Sunday, Aug 18",2019-08-18,1,Day,122,3:03,0.0,9,Away,Wood,CIN,1,65-57,Win,4,5,Martinez,+,Flaherty,STL
44843,SLN/SLN201908190,"Monday, Aug 19",2019-08-19,1,Night,123,2:43,-0.5,9,Home,Davies,MIL,1,66-57,Win,0,3,Miller,++,Hudson,STL
37823,SLN/SLN201908200,"Tuesday, Aug 20",2019-08-20,1,Night,124,3:42,-0.5,9,Home,Jeffress,MIL,1,67-57,Win,4,9,,+++,Webb,STL
40250,SLN/SLN201908210,"Wednesday, Aug 21",2019-08-21,1,Night,125,2:54,0.5,8,Home,Wainwright,MIL,2,67-58,Loss,5,3,Guerra,-,Houser,STL
36465,SLN/SLN201908220,"Thursday, Aug 22",2019-08-22,1,Night,126,2:52,0.5,9,Home,Almonte,COL,2,68-58,Win,5,6,Martinez,+,Leone,STL
40829,SLN/SLN201908230,"Friday, Aug 23",2019-08-23,1,Night,127,3:02,-0.5,9,Home,Lambert,COL,1,69-58,Win,3,8,,++,Flaherty,STL
42102,SLN/SLN201908240,"Saturday, Aug 24",2019-08-24,1,Night,128,2:59,-1.5,9,Home,Gonzalez,COL,1,70-58,Win,0,6,,+++,Hudson,STL
45551,SLN/SLN201908250,"Sunday, Aug 25",2019-08-25,1,Day,129,3:31,-2.5,9,Home,Senzatela,COL,1,71-58,Win,4,11,,++++,Helsley,STL
29475,MIL/MIL201908260,"Monday, Aug 26",2019-08-26,1,Night,130,3:34,-3.0,9,Away,Gonzalez,MIL,1,72-58,Win,2,12,,+++++,Gant,STL
36690,MIL/MIL201908270,"Tuesday, Aug 27",2019-08-27,1,Night,131,3:27,-3.0,9,Away,Albers,MIL,1,73-58,Win,3,6,Martinez,++++++,Mikolas,STL
33045,MIL/MIL201908280,"Wednesday, Aug 28",2019-08-28,1,Day,132,2:50,-2.0,9,Away,Flaherty,MIL,1,73-59,Loss,4,1,Hader,-,Lyles,STL
44738,SLN/SLN201908311,"Saturday, Aug 31 (1)",2019-08-31,1,Day,133,3:10,-2.5,9,Home,Bauer,CIN,1,74-59,Win,6,10,,+,Hudson,STL
42074,SLN/SLN201908312,"Saturday, Aug 31 (2)",2019-08-31,2,Night,134,2:53,-2.5,9,Home,Iglesias,CIN,1,75-59,Loss,2,3,,++,Gant,STL
43692,SLN/SLN201909011,"Sunday, Sep 1 (1)",2019-09-01,1,Day,135,2:58,-3.0,9,Home,Lorenzen,CIN,1,76-59,Loss,3,4,,+++,Martinez,STL
38665,SLN/SLN201909012,"Sunday, Sep 1 (2)",2019-09-01,2,Night,136,3:04,-3.0,9,Home,Ponce de Leon,CIN,1,76-60,Loss,5,3,Iglesias,-,Castillo,STL
40732,SLN/SLN201909020,"Monday, Sep 2",2019-09-02,1,Day,137,2:43,-3.0,9,Home,Beede,SFG,1,77-60,Win,1,3,Martinez,+,Wainwright,STL
38259,SLN/SLN201909030,"Tuesday, Sep 3",2019-09-03,1,Night,138,2:11,-3.0,9,Home,Rodriguez,SFG,1,78-60,Win,0,1,Martinez,++,Flaherty,STL
41945,SLN/SLN201909040,"Wednesday, Sep 4",2019-09-04,1,Night,139,4:05,-2.5,9,Home,Gallegos,SFG,1,78-61,Loss,9,8,Smith,-,Rogers,STL
36800,SLN/SLN201909050,"Thursday, Sep 5",2019-09-05,1,Day,140,2:54,-2.5,9,Home,Webb,SFG,1,79-61,Win,0,10,Cabrera,+,Hudson,STL
19090,PIT/PIT201909060,"Friday, Sep 6",2019-09-06,1,Night,141,3:28,-2.5,9,Away,Miller,PIT,1,79-62,Loss,9,4,Vazquez,-,Wang,STL
23996,PIT/PIT201909070,"Saturday, Sep 7",2019-09-07,1,Night,142,3:24,-3.5,9,Away,Brault,PIT,1,80-62,Win,1,10,,+,Wainwright,STL
18363,PIT/PIT201909080,"Sunday, Sep 8",2019-09-08,1,Day,143,2:50,-4.5,9,Away,Marvel,PIT,1,81-62,Win,0,2,Martinez,++,Flaherty,STL
31514,COL/COL201909100,"Tuesday, Sep 10",2019-09-10,1,Night,144,2:36,-4.0,9,Away,Wacha,COL,1,81-63,Loss,2,1,Diaz,-,Gonzalez,STL
31931,COL/COL201909110,"Wednesday, Sep 11",2019-09-11,1,Night,145,3:01,-4.0,9,Away,Hudson,COL,1,81-64,Loss,2,1,Diaz,--,Senzatela,STL
27618,COL/COL201909120,"Thursday, Sep 12",2019-09-12,1,Day,146,3:56,-4.0,9,Away,Melville,COL,1,82-64,Win,3,10,,+,Mikolas,STL
47075,SLN/SLN201909130,"Friday, Sep 13",2019-09-13,1,Night,147,3:12,-4.0,9,Home,Houser,MIL,1,83-64,Win,0,10,,++,Wainwright,STL
46665,SLN/SLN201909140,"Saturday, Sep 14",2019-09-14,1,Night,148,2:59,-3.0,9,Home,Flaherty,MIL,1,83-65,Loss,5,2,Hader,-,Lyles,STL
46722,SLN/SLN201909150,"Sunday, Sep 15",2019-09-15,1,Day,149,3:26,-2.0,9,Home,Gant,MIL,1,83-66,Loss,7,6,Hader,--,Albers,STL
42812,SLN/SLN201909160,"Monday, Sep 16",2019-09-16,1,Night,150,3:04,-2.0,9,Home,Doolittle,WSN,1,84-66,Win,2,4,Martinez,+,Hudson,STL
44061,SLN/SLN201909170,"Tuesday, Sep 17",2019-09-17,1,Night,151,3:21,-2.0,9,Home,Mikolas,WSN,1,84-67,Loss,6,2,Hudson,-,Corbin,STL
37669,SLN/SLN201909180,"Wednesday, Sep 18",2019-09-18,1,Day,152,2:55,-3.0,9,Home,Scherzer,WSN,1,85-67,Win,1,5,Martinez,+,Wainwright,STL
39524,CHN/CHN201909190,"Thursday, Sep 19",2019-09-19,1,Night,153,3:40,-3.0,10,Away,Kimbrel,CHC,1,86-67,Win,4,5,Gallegos,++,Miller,STL
39106,CHN/CHN201909200,"Friday, Sep 20",2019-09-20,1,Day,154,3:55,-3.0,9,Away,Phelps,CHC,1,87-67,Win,1,2,Martinez,+++,Helsley,STL
40071,CHN/CHN201909210,"Saturday, Sep 21",2019-09-21,1,Day,155,4:24,-3.0,9,Away,Kimbrel,CHC,1,88-67,Win,8,9,Martinez,++++,Gant,STL
38606,CHN/CHN201909220,"Sunday, Sep 22",2019-09-22,1,Day,156,3:03,-3.0,9,Away,Darvish,CHC,1,89-67,Win,2,3,Miller,+++++,Webb,STL
24826,ARI/ARI201909230,"Monday, Sep 23",2019-09-23,1,Night,157,3:29,-3.5,9,Away,Young,ARI,1,90-67,Win,7,9,Martinez,++++++,Wainwright,STL
26097,ARI/ARI201909240,"Tuesday, Sep 24",2019-09-24,1,Night,158,6:53,-2.5,19,Away,Brebbia,ARI,1,90-68,Loss,3,2,,-,Ginkel,STL
21420,ARI/ARI201909250,"Wednesday, Sep 25",2019-09-25,1,Day,159,3:52,-1.5,9,Away,Fernandez,ARI,1,90-69,Loss,9,7,Bradley,--,Kelly,STL
46530,SLN/SLN201909270,"Friday, Sep 27",2019-09-27,1,Night,160,4:04,-1.0,9,Home,Miller,CHC,1,90-70,Loss,8,2,,---,Wieck,STL
46971,SLN/SLN201909280,"Saturday, Sep 28",2019-09-28,1,Night,161,3:46,-1.0,9,Home,Wainwright,CHC,1,90-71,Loss,8,6,Kintzler,----,Cishek,STL
47212,SLN/SLN201909290,"Sunday, Sep 29",2019-09-29,1,Day,162,2:30,-2.0,9,Home,Holland,CHC,1,91-71,Win,0,9,,+,Flaherty,STL
45304,MIL/MIL201903280,"Thursday, Mar 28",2019-03-28,1,Day,1,2:36,0.0,9,Home,Mikolas,STL,1,1-0,Win,4,5,Hader,+,Chacin,MIL
30157,MIL/MIL201903290,"Friday, Mar 29",2019-03-29,1,Night,2,3:41,0.5,9,Home,Williams,STL,3,1-1,Loss,9,5,,-,Gant,MIL
36655,MIL/MIL201903300,"Saturday, Mar 30",2019-03-30,1,Night,3,3:07,0.0,9,Home,Hudson,STL,1,2-1,Win,2,4,Hader,+,Woodruff,MIL
35042,MIL/MIL201903310,"Sunday, Mar 31",2019-03-31,1,Day,4,2:54,-1.0,9,Home,Hicks,STL,1,3-1,Loss,4,5,,++,Barnes,MIL
7799,CIN/CIN201904010,"Monday, Apr 1",2019-04-01,1,Night,5,3:31,-2.0,9,Away,Iglesias,CIN,1,4-1,Win,3,4,Hader,+++,Wilson,MIL
10195,CIN/CIN201904020,"Tuesday, Apr 2",2019-04-02,1,Night,6,3:07,-2.5,9,Away,Duke,CIN,1,5-1,Win,3,4,Hader,++++,Chacin,MIL
13439,CIN/CIN201904030,"Wednesday, Apr 3",2019-04-03,1,Day,7,2:33,-2.5,9,Away,Castillo,CIN,1,6-1,Win,0,1,Wilson,+++++,Peralta,MIL
34926,MIL/MIL201904050,"Friday, Apr 5",2019-04-05,1,Night,8,3:36,-3.0,9,Home,Quintana,CHC,1,7-1,Win,10,13,,++++++,Anderson,MIL
42790,MIL/MIL201904060,"Saturday, Apr 6",2019-04-06,1,Night,9,3:54,-2.0,9,Home,Burnes,CHC,1,7-2,Loss,14,8,,-,Hamels,MIL
40322,MIL/MIL201904070,"Sunday, Apr 7",2019-04-07,1,Day,10,3:04,-2.0,9,Home,Hendricks,CHC,1,8-2,Win,2,4,Hader,+,Davies,MIL
28571,ANA/ANA201904080,"Monday, Apr 8",2019-04-08,1,Night,11,2:40,-2.0,9,Away,Chacin,LAA,1,8-3,Loss,5,2,Allen,-,Cahill,MIL
28793,ANA/ANA201904090,"Tuesday, Apr 9",2019-04-09,1,Night,12,3:50,-1.5,9,Away,Claudio,LAA,1,8-4,Loss,11,8,Allen,--,Bedrosian,MIL
34446,ANA/ANA201904100,"Wednesday, Apr 10",2019-04-10,1,Night,13,3:00,-0.5,9,Away,Woodruff,LAA,1,8-5,Loss,4,2,Robles,---,Barria,MIL
43643,LAN/LAN201904120,"Friday, Apr 12",2019-04-12,1,Night,14,3:54,-0.5,9,Away,Urias,LAD,1,9-5,Win,5,8,,+,Albers,MIL
53922,LAN/LAN201904130,"Saturday, Apr 13",2019-04-13,1,Night,15,2:54,-1.5,9,Away,Ferguson,LAD,1,10-5,Win,1,4,Guerra,++,Davies,MIL
45235,LAN/LAN201904140,"Sunday, Apr 14",2019-04-14,1,Day,16,2:34,-0.5,9,Away,Chacin,LAD,1,10-6,Loss,7,1,,-,Stripling,MIL
28199,MIL/MIL201904150,"Monday, Apr 15",2019-04-15,1,Night,17,3:51,-1.5,9,Home,Mayers,STL,1,11-6,Win,7,10,,+,Guerra,MIL
30260,MIL/MIL201904160,"Tuesday, Apr 16",2019-04-16,1,Night,18,3:13,-1.5,9,Home,Flaherty,STL,1,12-6,Win,4,8,,++,Woodruff,MIL
29817,MIL/MIL201904170,"Wednesday, Apr 17",2019-04-17,1,Day,19,2:55,-0.5,9,Home,Burnes,STL,1,12-7,Loss,6,3,Hicks,-,Wacha,MIL
33281,MIL/MIL201904180,"Thursday, Apr 18",2019-04-18,1,Night,20,3:02,0.0,9,Home,Albers,LAD,1,12-8,Loss,3,1,Jansen,--,Urias,MIL
36776,MIL/MIL201904190,"Friday, Apr 19",2019-04-19,1,Night,21,3:47,1.0,9,Home,Hader,LAD,2,12-9,Loss,5,3,Jansen,---,Baez,MIL
40402,MIL/MIL201904200,"Saturday, Apr 20",2019-04-20,1,Night,22,2:51,1.0,9,Home,Ryu,LAD,2,13-9,Win,0,5,,+,Anderson,MIL
32054,MIL/MIL201904210,"Sunday, Apr 21",2019-04-21,1,Day,23,3:13,1.0,9,Home,Hader,LAD,2,13-10,Loss,6,5,,-,Jansen,MIL
35819,SLN/SLN201904220,"Monday, Apr 22",2019-04-22,1,Night,24,3:12,1.0,9,Away,Houser,STL,3,13-11,Loss,13,5,,--,Flaherty,MIL
38474,SLN/SLN201904230,"Tuesday, Apr 23",2019-04-23,1,Night,25,3:00,2.0,9,Away,Wilson,STL,3,13-12,Loss,4,3,Hicks,---,Miller,MIL
36878,SLN/SLN201904240,"Wednesday, Apr 24",2019-04-24,1,Day,26,2:51,3.0,9,Away,Chacin,STL,4,13-13,Loss,5,2,Hicks,----,Wainwright,MIL
28131,NYN/NYN201904260,"Friday, Apr 26",2019-04-26,1,Night,27,3:20,2.0,9,Away,deGrom,NYM,2,14-13,Win,2,10,,+,Albers,MIL
40610,NYN/NYN201904270,"Saturday, Apr 27",2019-04-27,1,Night,28,3:57,2.0,9,Away,Syndergaard,NYM,2,15-13,Win,6,8,Hader,++,Woodruff,MIL
25756,NYN/NYN201904280,"Sunday, Apr 28",2019-04-28,1,Day,29,2:52,3.0,9,Away,Barnes,NYM,3,15-14,Loss,5,2,Diaz,-,Matz,MIL
23356,MIL/MIL201904290,"Monday, Apr 29",2019-04-29,1,Night,30,2:38,3.0,9,Home,Freeland,COL,2,16-14,Win,1,5,,+,Davies,MIL
25673,MIL/MIL201904300,"Tuesday, Apr 30",2019-04-30,1,Night,31,2:22,3.0,9,Home,Marquez,COL,2,17-14,Win,3,4,Hader,++,Chacin,MIL
28780,MIL/MIL201905010,"Wednesday, May 1",2019-05-01,1,Night,32,3:44,4.0,9,Home,Burnes,COL,3,17-15,Loss,11,4,,-,Estevez,MIL
21319,MIL/MIL201905020,"Thursday, May 2",2019-05-02,1,Day,33,3:24,4.0,9,Home,Peralta,COL,3,17-16,Loss,11,6,,--,Gray,MIL
32550,MIL/MIL201905030,"Friday, May 3",2019-05-03,1,Night,34,3:01,3.0,9,Home,Matz,NYM,3,18-16,Win,1,3,Hader,+,Woodruff,MIL
39565,MIL/MIL201905040,"Saturday, May 4",2019-05-04,1,Night,35,5:22,2.0,18,Home,Flexen,NYM,3,19-16,Loss,3,4,,++,Williams,MIL
36016,MIL/MIL201905050,"Sunday, May 5",2019-05-05,1,Day,36,2:39,1.5,9,Home,Vargas,NYM,3,20-16,Win,2,3,Hader,+++,Davies,MIL
29299,MIL/MIL201905060,"Monday, May 6",2019-05-06,1,Night,37,3:33,1.0,9,Home,Jennings,WSN,3,21-16,Win,3,5,Guerra,++++,Claudio,MIL
31023,MIL/MIL201905070,"Tuesday, May 7",2019-05-07,1,Night,38,3:00,0.5,9,Home,Strasburg,WSN,2,22-16,Win,0,6,,+++++,Peralta,MIL
30333,MIL/MIL201905080,"Wednesday, May 8",2019-05-08,1,Day,39,3:24,0.5,9,Home,Hellickson,WSN,2,23-16,Win,3,7,Hader,++++++,Woodruff,MIL
37870,CHN/CHN201905100,"Friday, May 10",2019-05-10,1,Day,40,3:18,0.0,9,Away,Quintana,CHC,1,24-16,Win,0,7,,+++++++,Gonzalez,MIL
39598,CHN/CHN201905110,"Saturday, May 11",2019-05-11,1,Day,41,4:56,1.0,15,Away,Smith,CHC,2,24-17,Loss,2,1,,-,Chatwood,MIL
37267,CHN/CHN201905120,"Sunday, May 12",2019-05-12,1,Night,42,2:55,2.0,9,Away,Chacin,CHC,2,24-18,Loss,4,1,Cishek,--,Lester,MIL
26169,PHI/PHI201905130,"Monday, May 13",2019-05-13,1,Night,43,3:57,2.5,9,Away,Albers,PHI,2,24-19,Loss,7,4,Neshek,---,Morgan,MIL
31533,PHI/PHI201905140,"Tuesday, May 14",2019-05-14,1,Night,44,3:11,2.5,9,Away,Eickhoff,PHI,2,25-19,Win,1,6,,+,Woodruff,MIL
28129,PHI/PHI201905150,"Wednesday, May 15",2019-05-15,1,Night,45,3:20,1.5,9,Away,Arrieta,PHI,2,26-19,Win,2,5,Hader,++,Gonzalez,MIL
38346,PHI/PHI201905160,"Thursday, May 16",2019-05-16,1,Day,46,3:18,0.5,9,Away,Eflin,PHI,2,27-19,Win,3,11,,+++,Davies,MIL
36222,ATL/ATL201905170,"Friday, May 17",2019-05-17,1,Night,47,3:25,1.5,9,Away,Chacin,ATL,2,27-20,Loss,12,8,Jackson,-,Fried,MIL
39121,ATL/ATL201905180,"Saturday, May 18",2019-05-18,1,Night,48,3:34,1.5,10,Away,Hader,ATL,2,27-21,Loss,4,3,,--,Webb,MIL
36548,ATL/ATL201905190,"Sunday, May 19",2019-05-19,1,Day,49,2:44,1.5,10,Away,Parsons,ATL,2,28-21,Win,2,3,,+,Hader,MIL
36829,MIL/MIL201905210,"Tuesday, May 21",2019-05-21,1,Night,50,2:39,2.0,9,Home,Gonzalez,CIN,2,28-22,Loss,3,0,Iglesias,-,Gray,MIL
35330,MIL/MIL201905220,"Wednesday, May 22",2019-05-22,1,Day,51,3:48,2.0,9,Home,Peralta,CIN,2,29-22,Win,9,11,Hader,+,Guerra,MIL
40254,MIL/MIL201905240,"Friday, May 24",2019-05-24,1,Night,52,3:23,1.5,9,Home,Peralta,PHI,2,29-23,Loss,6,4,Neris,-,Velasquez,MIL
42475,MIL/MIL201905250,"Saturday, May 25",2019-05-25,1,Day,53,2:52,2.5,9,Home,Chacin,PHI,2,29-24,Loss,7,2,,--,Arrieta,MIL
44174,MIL/MIL201905260,"Sunday, May 26",2019-05-26,1,Day,54,2:49,1.5,9,Home,Eflin,PHI,2,30-24,Win,1,9,,+,Woodruff,MIL
29167,MIN/MIN201905270,"Monday, May 27",2019-05-27,1,Night,55,3:12,0.5,9,Away,Rogers,MIN,2,31-24,Win,4,5,Hader,++,Burnes,MIL
27120,MIN/MIN201905280,"Tuesday, May 28",2019-05-28,1,Night,56,2:40,0.5,9,Away,Claudio,MIN,2,31-25,Loss,5,3,Harper,-,Magill,MIL
13059,PIT/PIT201905300,"Thursday, May 30",2019-05-30,1,Night,57,3:39,0.5,9,Away,Musgrove,PIT,2,32-25,Win,5,11,,+,Anderson,MIL
28465,PIT/PIT201905310,"Friday, May 31",2019-05-31,1,Night,58,2:54,0.5,9,Away,Chacin,PIT,2,32-26,Loss,9,4,,-,Archer,MIL
28770,PIT/PIT201906010,"Saturday, Jun 1",2019-06-01,1,Day,59,5:23,-0.5,13,Away,McRae,PIT,1,33-26,Win,10,12,,+,Houser,MIL
19442,PIT/PIT201906020,"Sunday, Jun 2",2019-06-02,1,Day,60,2:41,-1.5,9,Away,Lyles,PIT,1,34-26,Win,2,4,Burnes,++,Davies,MIL
25364,MIL/MIL201906040,"Tuesday, Jun 4",2019-06-04,1,Night,61,3:12,0.0,9,Home,Anderson,MIA,1,34-27,Loss,16,0,,-,Lopez,MIL
26615,MIL/MIL201906050,"Wednesday, Jun 5",2019-06-05,1,Night,62,3:04,1.0,9,Home,Nelson,MIA,2,34-28,Loss,8,3,,--,Alcantara,MIL
25409,MIL/MIL201906060,"Thursday, Jun 6",2019-06-06,1,Day,63,2:47,0.0,9,Home,Smith,MIA,1,35-28,Win,1,5,Hader,+,Peralta,MIL
30296,MIL/MIL201906070,"Friday, Jun 7",2019-06-07,1,Night,64,3:33,0.0,9,Home,Davis,PIT,1,36-28,Win,4,10,,++,Woodruff,MIL
40704,MIL/MIL201906080,"Saturday, Jun 8",2019-06-08,1,Day,65,3:29,0.0,9,Home,Feliz,PIT,1,37-28,Win,3,5,Hader,+++,Davies,MIL
45375,MIL/MIL201906090,"Sunday, Jun 9",2019-06-09,1,Day,66,2:52,0.0,9,Home,Liriano,PIT,1,38-28,Win,2,5,Hader,++++,Jeffress,MIL
35928,HOU/HOU201906110,"Tuesday, Jun 11",2019-06-11,1,Night,67,2:58,-0.5,9,Away,Peralta,HOU,1,38-29,Loss,10,8,,-,Peacock,MIL
40032,HOU/HOU201906120,"Wednesday, Jun 12",2019-06-12,1,Night,68,4:16,-0.5,14,Away,Pérez,HOU,1,39-29,Win,3,6,,+,Houser,MIL
35106,SFN/SFN201906140,"Friday, Jun 14",2019-06-14,1,Night,69,3:01,-1.0,9,Away,Davies,SFG,1,39-30,Loss,5,3,Smith,-,Pomeranz,MIL
34560,SFN/SFN201906150,"Saturday, Jun 15",2019-06-15,1,Day,70,3:06,0.0,9,Away,Guerra,SFG,1,39-31,Loss,8,7,Smith,--,Gott,MIL
34603,SFN/SFN201906160,"Sunday, Jun 16",2019-06-16,1,Day,71,3:18,-1.0,9,Away,Samardzija,SFG,1,40-31,Win,3,5,Hader,+,Albers,MIL
24914,SDN/SDN201906170,"Monday, Jun 17",2019-06-17,1,Night,72,2:55,-0.5,9,Away,Chacin,SDP,1,40-32,Loss,2,0,Yates,-,Lucchesi,MIL
29112,SDN/SDN201906180,"Tuesday, Jun 18",2019-06-18,1,Night,73,2:43,-0.5,9,Away,Woodruff,SDP,1,40-33,Loss,4,1,Yates,--,Allen,MIL
28144,SDN/SDN201906190,"Wednesday, Jun 19",2019-06-19,1,Day,74,3:24,0.5,9,Away,Jeffress,SDP,2,40-34,Loss,8,7,Stammen,---,Reyes,MIL
28898,MIL/MIL201906200,"Thursday, Jun 20",2019-06-20,1,Night,75,2:58,1.5,9,Home,Nelson,CIN,2,40-35,Loss,7,1,,----,Roark,MIL
38289,MIL/MIL201906210,"Friday, Jun 21",2019-06-21,1,Night,76,4:08,1.5,9,Home,Anderson,CIN,2,40-36,Loss,11,7,,-----,Hernandez,MIL
43971,MIL/MIL201906220,"Saturday, Jun 22",2019-06-22,1,Day,77,3:00,0.5,9,Home,Castillo,CIN,2,41-36,Win,5,6,Hader,+,Albers,MIL
41237,MIL/MIL201906230,"Sunday, Jun 23",2019-06-23,1,Day,78,2:50,0.5,9,Home,DeSclafani,CIN,2,42-36,Win,5,7,,++,Woodruff,MIL
28468,MIL/MIL201906250,"Tuesday, Jun 25",2019-06-25,1,Night,79,3:38,1.0,9,Home,Davies,SEA,2,42-37,Loss,8,3,,-,Gonzales,MIL
30074,MIL/MIL201906260,"Wednesday, Jun 26",2019-06-26,1,Night,80,3:11,1.0,9,Home,Houser,SEA,2,42-38,Loss,4,2,Elias,--,LeBlanc,MIL
36587,MIL/MIL201906270,"Thursday, Jun 27",2019-06-27,1,Day,81,2:34,1.0,9,Home,Leake,SEA,2,43-38,Win,2,4,Hader,+,Anderson,MIL
33931,MIL/MIL201906280,"Friday, Jun 28",2019-06-28,1,Night,82,3:00,1.0,9,Home,Jeffress,PIT,2,43-39,Loss,3,2,,-,Vazquez,MIL
37821,MIL/MIL201906290,"Saturday, Jun 29",2019-06-29,1,Night,83,2:52,1.0,9,Home,Lyles,PIT,2,44-39,Win,1,3,Hader,+,Woodruff,MIL
41257,MIL/MIL201906300,"Sunday, Jun 30",2019-06-30,1,Day,84,3:40,0.0,9,Home,Crick,PIT,1,45-39,Win,1,2,Albers,++,Jeffress,MIL
16186,CIN/CIN201907010,"Monday, Jul 1",2019-07-01,1,Night,85,3:10,-1.0,9,Away,Hernandez,CIN,1,46-39,Win,6,8,Jeffress,+++,Claudio,MIL
15105,CIN/CIN201907020,"Tuesday, Jul 2",2019-07-02,1,Night,86,3:19,-1.0,11,Away,Burnes,CIN,1,46-40,Loss,5,4,,-,Iglesias,MIL
22685,CIN/CIN201907030,"Wednesday, Jul 3",2019-07-03,1,Night,87,2:40,-1.0,9,Away,Chacin,CIN,1,46-41,Loss,3,0,Iglesias,--,Gray,MIL
20885,CIN/CIN201907040,"Thursday, Jul 4",2019-07-04,1,Day,88,2:19,0.0,9,Away,Woodruff,CIN,1,46-42,Loss,1,0,Iglesias,---,Castillo,MIL
23229,PIT/PIT201907050,"Friday, Jul 5",2019-07-05,1,Night,89,4:13,-0.5,10,Away,Vazquez,PIT,1,47-42,Win,6,7,,+,Guerra,MIL
28038,PIT/PIT201907060,"Saturday, Jul 6",2019-07-06,1,Night,90,3:26,0.5,9,Away,Houser,PIT,2,47-43,Loss,12,2,,-,Agrazal,MIL
17624,PIT/PIT201907070,"Sunday, Jul 7",2019-07-07,1,Day,91,3:04,0.5,9,Away,Guerra,PIT,2,47-44,Loss,6,5,Vazquez,--,Liriano,MIL
40186,MIL/MIL201907120,"Friday, Jul 12",2019-07-12,1,Night,92,3:33,1.5,10,Home,Albers,SFG,2,47-45,Loss,10,7,,---,Smith,MIL
42324,MIL/MIL201907130,"Saturday, Jul 13",2019-07-13,1,Night,93,3:54,1.5,9,Home,Moronta,SFG,2,48-45,Loss,4,5,,+,Jeffress,MIL
43259,MIL/MIL201907140,"Sunday, Jul 14",2019-07-14,1,Day,94,3:26,2.5,9,Home,Burnes,SFG,2,48-46,Loss,8,3,,-,Beede,MIL
31850,MIL/MIL201907150,"Monday, Jul 15",2019-07-15,1,Night,95,3:02,2.5,9,Home,Houser,ATL,3,48-47,Loss,4,2,Jackson,--,Fried,MIL
31599,MIL/MIL201907160,"Tuesday, Jul 16",2019-07-16,1,Night,96,3:29,2.5,9,Home,Wilson,ATL,2,49-47,Win,1,13,,+,Woodruff,MIL
36928,MIL/MIL201907170,"Wednesday, Jul 17",2019-07-17,1,Day,97,3:07,2.5,9,Home,Keuchel,ATL,2,50-47,Win,4,5,Hader,++,Anderson,MIL
