attendance,boxscore_index,date,datetime,game_number_for_day,day_or_night,game,game_duration,games_behind,innings,location,loser,opponent_abbr,rank,record,result,runs_allowed,runs_scored,save,streak,winner,home,road,home_team_runs,road_team_runs,team,cum_runs_scored,cum_runs_allowed,ytd_rd,winning_team
,KCA/KCA202009030,"Thursday, Sep 3",2020-09-03,1,Night,38,3:18,9.5,9,Home,Duffy,CHW,5,14-24,Loss,11,6,,---,Cease,KCR,CHW,6,11,Kansas City Royals,148,185,-0.9736842105263158,CHW
,KCA/KCA202009040,"Friday, Sep 4",2020-09-04,1,Night,39,3:42,10.0,9,Home,Singer,CHW,5,14-25,Loss,7,4,Colome,----,Heuer,KCR,CHW,4,7,Kansas City Royals,152,192,-1.0256410256410255,CHW
,KCA/KCA202009050,"Saturday, Sep 5",2020-09-05,1,Night,40,3:10,11.0,9,Home,Bubic,CHW,5,14-26,Loss,5,3,Colome,-----,Giolito,KCR,CHW,3,5,Kansas City Royals,155,197,-1.05,CHW
,KCA/KCA202009060,"Sunday, Sep 6",2020-09-06,1,Day,41,3:34,12.0,9,Home,Harvey,CHW,5,14-27,Loss,8,2,,------,Keuchel,KCR,CHW,2,8,Kansas City Royals,157,205,-1.170731707317073,CHW
,CLE/CLE202009070,"Monday, Sep 7",2020-09-07,1,Night,42,2:52,12.5,9,Away,Keller,CLE,5,14-28,Loss,5,2,Hand,-------,Plesac,CLE,KCR,5,2,Kansas City Royals,159,210,-1.2142857142857142,CLE
,CLE/CLE202009080,"Tuesday, Sep 8",2020-09-08,1,Night,43,3:13,11.5,9,Away,Cimber,CLE,5,15-28,Win,6,8,Barlow,+,Holland,CLE,KCR,6,8,Kansas City Royals,167,216,-1.1395348837209303,KCR
,CLE/CLE202009090,"Wednesday, Sep 9",2020-09-09,1,Night,44,3:03,11.5,9,Away,Carrasco,CLE,5,16-28,Win,0,3,Holland,++,Duffy,CLE,KCR,0,3,Kansas City Royals,170,216,-1.0454545454545454,KCR
,CLE/CLE202009100,"Thursday, Sep 10",2020-09-10,1,Night,45,2:48,11.0,9,Away,Civale,CLE,5,17-28,Win,1,11,,+++,Singer,CLE,KCR,1,11,Kansas City Royals,181,217,-0.8,KCR
,KCA/KCA202009110,"Friday, Sep 11",2020-09-11,1,Night,46,3:10,11.0,9,Home,Brault,PIT,5,18-28,Win,3,4,Holland,++++,Bubic,KCR,PIT,4,3,Kansas City Royals,185,220,-0.7608695652173914,KCR
,KCA/KCA202009120,"Saturday, Sep 12",2020-09-12,1,Night,47,3:06,11.0,9,Home,Williams,PIT,5,19-28,Win,4,7,Holland,+++++,Zimmer,KCR,PIT,7,4,Kansas City Royals,192,224,-0.6808510638297872,KCR
,KCA/KCA202009130,"Sunday, Sep 13",2020-09-13,1,Day,48,3:02,11.0,9,Home,Kuhl,PIT,5,20-28,Win,0,11,,++++++,Keller,KCR,PIT,11,0,Kansas City Royals,203,224,-0.4375,KCR
,DET/DET202009150,"Tuesday, Sep 15",2020-09-15,1,Night,49,3:27,12.5,9,Away,Junis,DET,5,20-29,Loss,6,0,,-,Boyd,DET,KCR,6,0,Kansas City Royals,203,230,-0.5510204081632653,DET
,DET/DET202009160,"Wednesday, Sep 16",2020-09-16,1,Night,50,2:33,11.5,9,Away,Skubal,DET,5,21-29,Win,0,4,,+,Singer,DET,KCR,0,4,Kansas City Royals,207,230,-0.46,KCR
,MIL/MIL202009180,"Friday, Sep 18",2020-09-18,1,Night,51,3:20,12.0,9,Away,Duffy,MIL,5,21-30,Loss,9,5,,-,Rasmussen,MIL,KCR,9,5,Kansas City Royals,212,239,-0.5294117647058824,MIL
,MIL/MIL202009190,"Saturday, Sep 19",2020-09-19,1,Night,52,2:55,13.0,9,Away,Bubic,MIL,5,21-31,Loss,5,0,,--,Burnes,MIL,KCR,5,0,Kansas City Royals,212,244,-0.6153846153846154,MIL
,MIL/MIL202009200,"Sunday, Sep 20",2020-09-20,1,Day,53,2:43,13.0,9,Away,Keller,MIL,5,21-32,Loss,5,3,Hader,---,Lindblom,MIL,KCR,5,3,Kansas City Royals,215,249,-0.6415094339622641,MIL
,WAS/WAS202007230,"Thursday, Jul 23",2020-07-23,1,Night,1,1:43,0.5,6,Home,Scherzer,NYY,5,0-1,Loss,4,1,,-,Cole,WSN,NYY,1,4,Washington Nationals,1,4,-3.0,NYY
,WAS/WAS202007250,"Saturday, Jul 25",2020-07-25,1,Night,2,3:13,0.0,9,Home,Paxton,NYY,1,1-1,Win,2,9,,+,Rainey,WSN,NYY,9,2,Washington Nationals,10,6,2.0,WSN
,WAS/WAS202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:07,1.0,9,Home,Doolittle,NYY,3,1-2,Loss,3,2,Britton,-,Green,WSN,NYY,2,3,Washington Nationals,12,9,1.0,NYY
,WAS/WAS202007270,"Monday, Jul 27",2020-07-27,1,Night,4,2:59,1.5,9,Home,Sanchez,TOR,5,1-3,Loss,4,1,Bass,--,Borucki,WSN,TOR,1,4,Washington Nationals,13,13,0.0,TOR
,WAS/WAS202007280,"Tuesday, Jul 28",2020-07-28,1,Night,5,3:00,2.0,9,Home,Voth,TOR,5,1-4,Loss,5,1,,---,Roark,WSN,TOR,1,5,Washington Nationals,14,18,-0.8,TOR
,WAS/WAS202007290,"Wednesday, Jul 29",2020-07-29,1,Night,6,3:33,1.5,10,Home,Yamaguchi,TOR,5,2-4,Win,0,4,,+,Hudson,WSN,TOR,4,0,Washington Nationals,18,18,0.0,WSN
,WAS/WAS202007300,"Thursday, Jul 30",2020-07-30,1,Day,7,3:35,1.0,9,Home,Ryu,TOR,3,3-4,Win,4,6,Hudson,++,Harper,WSN,TOR,6,4,Washington Nationals,24,22,0.2857142857142857,WSN
,WAS/WAS202008040,"Tuesday, Aug 4",2020-08-04,1,Night,8,3:13,2.0,9,Home,Matz,NYM,3,4-4,Win,3,5,Hudson,+++,Corbin,WSN,NYM,5,3,Washington Nationals,29,25,0.5,WSN
,WAS/WAS202008050,"Wednesday, Aug 5",2020-08-05,1,Night,9,2:46,2.5,9,Home,Fedde,NYM,3,4-5,Loss,3,1,Lugo,-,Porcello,WSN,NYM,1,3,Washington Nationals,30,28,0.2222222222222222,NYM
,WAS/WAS202008070,"Friday, Aug 7",2020-08-07,1,Night,10,3:00,4.0,9,Home,Sanchez,BAL,4,4-6,Loss,11,0,,--,Milone,WSN,BAL,0,11,Washington Nationals,30,39,-0.9,BAL
,WAS/WAS202008080,"Saturday, Aug 8",2020-08-08,1,Night,11,3:27,4.0,9,Home,Hudson,BAL,4,4-7,Loss,5,3,Castro,---,Armstrong,WSN,BAL,3,5,Washington Nationals,33,44,-1.0,BAL
,WAS/WAS202008090,"Sunday, Aug 9",2020-08-09,1,Night,12,3:11,4.5,9,Home,Strasburg,BAL,5,4-8,Loss,6,2,,----,Lakins,WSN,BAL,2,6,Washington Nationals,35,50,-1.25,BAL
,NYN/NYN202008100,"Monday, Aug 10",2020-08-10,1,Night,13,2:59,3.5,9,Away,Matz,NYM,4,5-8,Win,4,16,,+,Corbin,NYM,WSN,4,16,Washington Nationals,51,54,-0.23076923076923078,WSN
,NYN/NYN202008110,"Tuesday, Aug 11",2020-08-11,1,Night,14,2:55,2.5,9,Away,Porcello,NYM,3,6-8,Win,1,2,Hudson,++,Scherzer,NYM,WSN,1,2,Washington Nationals,53,55,-0.14285714285714285,WSN
,NYN/NYN202008120,"Wednesday, Aug 12",2020-08-12,1,Night,15,3:19,3.5,9,Away,Sanchez,NYM,3,6-9,Loss,11,6,,-,Familia,NYM,WSN,11,6,Washington Nationals,59,66,-0.4666666666666667,NYM
,NYN/NYN202008130,"Thursday, Aug 13",2020-08-13,1,Day,16,3:25,4.0,9,Away,Voth,NYM,4,6-10,Loss,8,2,,--,Peterson,NYM,WSN,8,2,Washington Nationals,61,74,-0.8125,NYM
,BAL/BAL202008140,"Friday, Aug 14",2020-08-14,1,Night,17,3:10,4.0,9,Away,Milone,BAL,3,7-10,Win,3,15,,+,Fedde,BAL,WSN,3,15,Washington Nationals,76,77,-0.058823529411764705,WSN
,BAL/BAL202008150,"Saturday, Aug 15",2020-08-15,1,Night,18,3:10,4.0,9,Away,Corbin,BAL,4,7-11,Loss,7,3,Sulser,-,Wojciechowski,BAL,WSN,7,3,Washington Nationals,79,84,-0.2777777777777778,BAL
,BAL/BAL202008160,"Sunday, Aug 16",2020-08-16,1,Day,19,3:38,3.0,9,Away,Lakins,BAL,4,8-11,Win,5,6,Hudson,+,Scherzer,BAL,WSN,5,6,Washington Nationals,85,89,-0.21052631578947367,WSN
,ATL/ATL202008170,"Monday, Aug 17",2020-08-17,1,Night,20,3:35,4.0,9,Away,Hudson,ATL,4,8-12,Loss,7,6,,-,Smith,ATL,WSN,7,6,Washington Nationals,91,96,-0.25,ATL
,ATL/ATL202008180,"Tuesday, Aug 18",2020-08-18,1,Night,21,3:44,3.0,9,Away,Matzek,ATL,4,9-12,Win,5,8,Hudson,+,Suero,ATL,WSN,5,8,Washington Nationals,99,101,-0.09523809523809523,WSN
,WAS/WAS202008210,"Friday, Aug 21",2020-08-21,1,Night,22,3:06,4.0,9,Home,Corbin,MIA,4,9-13,Loss,3,2,Kintzler,-,Hernandez,WSN,MIA,2,3,Washington Nationals,101,104,-0.13636363636363635,MIA
,WAS/WAS202008221,"Saturday, Aug 22 (1)",2020-08-22,1,Day,23,2:58,4.5,7,Home,Castano,MIA,4,10-13,Win,4,5,Hudson,+,Finnegan,WSN,MIA,5,4,Washington Nationals,106,108,-0.08695652173913043,WSN
,WAS/WAS202008222,"Saturday, Aug 22 (2)",2020-08-22,2,Night,24,2:31,4.5,7,Home,Crowe,MIA,4,10-14,Loss,5,3,Kintzler,-,Sanchez,WSN,MIA,3,5,Washington Nationals,109,113,-0.16666666666666666,MIA
,WAS/WAS202008230,"Sunday, Aug 23",2020-08-23,1,Day,25,3:12,3.5,9,Home,Mejia,MIA,4,11-14,Win,3,9,,+,Sanchez,WSN,MIA,9,3,Washington Nationals,118,116,0.08,WSN
,WAS/WAS202008240,"Monday, Aug 24",2020-08-24,1,Night,26,4:02,4.0,9,Home,Voth,MIA,4,11-15,Loss,11,8,Kintzler,-,Lopez,WSN,MIA,8,11,Washington Nationals,126,127,-0.038461538461538464,MIA
,WAS/WAS202008250,"Tuesday, Aug 25",2020-08-25,1,Night,27,3:13,4.5,9,Home,Fedde,PHI,5,11-16,Loss,8,3,,--,Arrieta,WSN,PHI,3,8,Washington Nationals,129,135,-0.2222222222222222,PHI
,WAS/WAS202008260,"Wednesday, Aug 26",2020-08-26,1,Night,28,3:19,6.0,9,Home,Harris,PHI,5,11-17,Loss,3,2,Workman,---,Nola,WSN,PHI,2,3,Washington Nationals,131,138,-0.25,PHI
,BOS/BOS202008280,"Friday, Aug 28",2020-08-28,1,Night,29,3:21,5.0,9,Away,Perez,BOS,5,12-17,Win,2,10,,+,Scherzer,BOS,WSN,2,10,Washington Nationals,141,140,0.034482758620689655,WSN
,BOS/BOS202008290,"Saturday, Aug 29",2020-08-29,1,Night,30,3:25,5.0,9,Away,Sanchez,BOS,5,12-18,Loss,5,3,Barnes,-,Brasier,BOS,WSN,5,3,Washington Nationals,144,145,-0.03333333333333333,BOS
,BOS/BOS202008300,"Sunday, Aug 30",2020-08-30,1,Day,31,3:26,6.0,9,Away,Voth,BOS,5,12-19,Loss,9,5,,--,Osich,BOS,WSN,9,5,Washington Nationals,149,154,-0.16129032258064516,BOS
,PHI/PHI202008310,"Monday, Aug 31",2020-08-31,1,Night,32,2:48,7.0,9,Away,Fedde,PHI,5,12-20,Loss,8,6,,---,Howard,PHI,WSN,8,6,Washington Nationals,155,162,-0.21875,PHI
,PHI/PHI202009010,"Tuesday, Sep 1",2020-09-01,1,Night,33,3:14,8.0,9,Away,Corbin,PHI,5,12-21,Loss,6,0,,----,Nola,PHI,WSN,6,0,Washington Nationals,155,168,-0.3939393939393939,PHI
,PHI/PHI202009020,"Wednesday, Sep 2",2020-09-02,1,Night,34,2:50,9.0,9,Away,Scherzer,PHI,5,12-22,Loss,3,0,Workman,-----,Wheeler,PHI,WSN,3,0,Washington Nationals,155,171,-0.47058823529411764,PHI
,PHI/PHI202009030,"Thursday, Sep 3",2020-09-03,1,Day,35,3:50,9.5,10,Away,Doolittle,PHI,5,12-23,Loss,6,5,,------,Parker,PHI,WSN,6,5,Washington Nationals,160,177,-0.4857142857142857,PHI
,ATL/ATL202009041,"Friday, Sep 4 (1)",2020-09-04,1,Day,36,2:30,9.5,7,Away,Voth,ATL,5,12-24,Loss,7,1,,-------,O'Day,ATL,WSN,7,1,Washington Nationals,161,184,-0.6388888888888888,ATL
,ATL/ATL202009042,"Friday, Sep 4 (2)",2020-09-04,2,Night,37,3:12,9.5,7,Away,Smith,ATL,5,13-24,Win,9,10,Hudson,+,Suero,ATL,WSN,9,10,Washington Nationals,171,193,-0.5945945945945946,WSN
,ATL/ATL202009050,"Saturday, Sep 5",2020-09-05,1,Night,38,3:31,8.5,9,Away,Matzek,ATL,5,14-24,Win,4,10,,++,McGowin,ATL,WSN,4,10,Washington Nationals,181,197,-0.42105263157894735,WSN
,ATL/ATL202009060,"Sunday, Sep 6",2020-09-06,1,Day,39,3:26,9.5,9,Away,Corbin,ATL,5,14-25,Loss,10,3,,-,Tomlin,ATL,WSN,10,3,Washington Nationals,184,207,-0.5897435897435898,ATL
,WAS/WAS202009070,"Monday, Sep 7",2020-09-07,1,Night,40,2:41,8.5,9,Home,Morton,TBR,5,15-25,Win,1,6,Hudson,+,Scherzer,WSN,TBR,6,1,Washington Nationals,190,208,-0.45,WSN
,WAS/WAS202009080,"Tuesday, Sep 8",2020-09-08,1,Night,41,3:20,7.5,9,Home,Yarbrough,TBR,5,16-25,Win,3,5,Hudson,++,Sanchez,WSN,TBR,5,3,Washington Nationals,195,211,-0.3902439024390244,WSN
,WAS/WAS202009100,"Thursday, Sep 10",2020-09-10,1,Night,42,3:40,9.0,9,Home,Rainey,ATL,5,16-26,Loss,7,6,Melancon,-,Martin,WSN,ATL,6,7,Washington Nationals,201,218,-0.40476190476190477,ATL
,WAS/WAS202009110,"Friday, Sep 11",2020-09-11,1,Night,43,4:48,8.0,12,Home,Dayton,ATL,5,17-26,Loss,7,8,,+,Bourque,WSN,ATL,8,7,Washington Nationals,209,225,-0.37209302325581395,ATL
,WAS/WAS202009120,"Saturday, Sep 12",2020-09-12,1,Night,44,3:04,9.0,9,Home,Corbin,ATL,5,17-27,Loss,2,1,Melancon,-,Anderson,WSN,ATL,1,2,Washington Nationals,210,227,-0.38636363636363635,ATL
,WAS/WAS202009130,"Sunday, Sep 13",2020-09-13,1,Day,45,3:37,10.0,9,Home,Scherzer,ATL,5,17-28,Loss,8,4,,--,Wright,WSN,ATL,4,8,Washington Nationals,214,235,-0.4666666666666667,ATL
,TBA/TBA202009150,"Tuesday, Sep 15",2020-09-15,1,Night,46,3:08,10.5,9,Away,Sanchez,TBR,5,17-29,Loss,6,1,Anderson,---,Yarbrough,TBR,WSN,6,1,Washington Nationals,215,241,-0.5652173913043478,TBR
,TBA/TBA202009160,"Wednesday, Sep 16",2020-09-16,1,Day,47,3:31,9.5,10,Away,Anderson,TBR,5,18-29,Win,2,4,McGowin,+,Hudson,TBR,WSN,2,4,Washington Nationals,219,243,-0.5106382978723404,WSN
,MIA/MIA202009181,"Friday, Sep 18 (1)",2020-09-18,1,Night,48,2:15,10.0,7,Away,Sanchez,MIA,5,19-29,Win,0,5,,++,Fedde,MIA,WSN,0,5,Washington Nationals,224,243,-0.3958333333333333,WSN
,MIA/MIA202009182,"Friday, Sep 18 (2)",2020-09-18,2,Night,49,2:54,10.0,7,Away,Crowe,MIA,5,19-30,Loss,14,3,,-,Garcia,MIA,WSN,14,3,Washington Nationals,227,257,-0.6122448979591837,MIA
,MIA/MIA202009190,"Saturday, Sep 19",2020-09-19,1,Night,50,3:06,10.0,9,Away,Corbin,MIA,5,19-31,Loss,7,3,,--,Lopez,MIA,WSN,7,3,Washington Nationals,230,264,-0.68,MIA
,MIA/MIA202009201,"Sunday, Sep 20 (1)",2020-09-20,1,Day,51,2:37,10.5,7,Away,Scherzer,MIA,5,19-32,Loss,2,1,Kintzler,---,Alcantara,MIA,WSN,2,1,Washington Nationals,231,266,-0.6862745098039216,MIA
,MIA/MIA202009202,"Sunday, Sep 20 (2)",2020-09-20,2,Day,52,2:54,10.5,7,Away,Garrett,MIA,5,20-32,Win,0,15,,+,Braymer,MIA,WSN,0,15,Washington Nationals,246,266,-0.38461538461538464,WSN
,SDN/SDN202007240,"Friday, Jul 24",2020-07-24,1,Night,1,3:05,1.5,9,Away,Bumgarner,SDP,3,0-1,Loss,7,2,,-,Paddack,SDP,ARI,7,2,Arizona Diamondbacks,2,7,-5.0,SDP
,SDN/SDN202007250,"Saturday, Jul 25",2020-07-25,1,Night,2,3:18,2.0,9,Away,Ray,SDP,5,0-2,Loss,5,1,,--,Lamet,SDP,ARI,5,1,Arizona Diamondbacks,3,12,-4.5,SDP
,SDN/SDN202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:44,1.0,9,Away,Yates,SDP,5,1-2,Win,3,4,,+,Bradley,SDP,ARI,3,4,Arizona Diamondbacks,7,15,-2.6666666666666665,ARI
,SDN/SDN202007270,"Monday, Jul 27",2020-07-27,1,Day,4,3:03,2.0,9,Away,Weaver,SDP,5,1-3,Loss,6,2,,-,Quantrill,SDP,ARI,6,2,Arizona Diamondbacks,9,21,-3.0,SDP
,TEX/TEX202007280,"Tuesday, Jul 28",2020-07-28,1,Night,5,3:10,2.0,9,Away,Gibson,TEX,4,2-3,Win,1,4,Bradley,+,Kelly,TEX,ARI,1,4,Arizona Diamondbacks,13,22,-1.8,ARI
,TEX/TEX202007290,"Wednesday, Jul 29",2020-07-29,1,Day,6,3:27,2.5,9,Away,Chafin,TEX,5,2-4,Loss,7,4,Goody,-,Hernandez,TEX,ARI,7,4,Arizona Diamondbacks,17,29,-2.0,TEX
,ARI/ARI202007300,"Thursday, Jul 30",2020-07-30,1,Night,7,3:19,3.0,9,Home,Ray,LAD,5,2-5,Loss,6,3,Baez,--,Stripling,ARI,LAD,3,6,Arizona Diamondbacks,20,35,-2.142857142857143,LAD
,ARI/ARI202007310,"Friday, Jul 31",2020-07-31,1,Night,8,3:15,3.0,9,Home,Treinen,LAD,5,3-5,Win,3,5,Bradley,+,Rondon,ARI,LAD,5,3,Arizona Diamondbacks,25,38,-1.625,ARI
,ARI/ARI202008010,"Saturday, Aug 1",2020-08-01,1,Night,9,2:49,3.0,9,Home,Weaver,LAD,5,3-6,Loss,11,2,,-,Urias,ARI,LAD,2,11,Arizona Diamondbacks,27,49,-2.4444444444444446,LAD
,ARI/ARI202008020,"Sunday, Aug 2",2020-08-02,1,Day,10,2:56,4.0,9,Home,Kelly,LAD,5,3-7,Loss,3,0,Jansen,--,Kershaw,ARI,LAD,0,3,Arizona Diamondbacks,27,52,-2.5,LAD
,ARI/ARI202008040,"Tuesday, Aug 4",2020-08-04,1,Night,11,3:09,5.5,9,Home,Bumgarner,HOU,5,3-8,Loss,8,2,,---,Javier,ARI,HOU,2,8,Arizona Diamondbacks,29,60,-2.8181818181818183,HOU
,ARI/ARI202008050,"Wednesday, Aug 5",2020-08-05,1,Night,12,3:14,4.5,9,Home,McCullers,HOU,5,4-8,Win,7,14,,+,Ray,ARI,HOU,14,7,Arizona Diamondbacks,43,67,-2.0,ARI
,ARI/ARI202008060,"Thursday, Aug 6",2020-08-06,1,Day,13,3:15,4.5,9,Home,Pressly,HOU,5,5-8,Loss,4,5,,++,Guerra,ARI,HOU,5,4,Arizona Diamondbacks,48,71,-1.7692307692307692,HOU
,SDN/SDN202008070,"Friday, Aug 7",2020-08-07,1,Night,14,2:27,5.5,9,Away,Weaver,SDP,5,5-9,Loss,3,0,Yates,-,Davies,SDP,ARI,3,0,Arizona Diamondbacks,48,74,-1.8571428571428572,SDP
,SDN/SDN202008080,"Saturday, Aug 8",2020-08-08,1,Night,15,2:51,5.5,9,Away,Paddack,SDP,5,6-9,Win,2,3,Bradley,+,Kelly,SDP,ARI,2,3,Arizona Diamondbacks,51,76,-1.6666666666666667,ARI
,SDN/SDN202008090,"Sunday, Aug 9",2020-08-09,1,Day,16,2:59,5.5,9,Away,Bumgarner,SDP,5,6-10,Loss,9,5,,-,Lamet,SDP,ARI,9,5,Arizona Diamondbacks,56,85,-1.8125,SDP
,COL/COL202008100,"Monday, Aug 10",2020-08-10,1,Night,17,3:43,4.5,9,Away,Gray,COL,4,7-10,Win,8,12,Bradley,+,Young,COL,ARI,8,12,Arizona Diamondbacks,68,93,-1.4705882352941178,ARI
,COL/COL202008110,"Tuesday, Aug 11",2020-08-11,1,Night,18,3:16,5.5,9,Away,Ginkel,COL,5,7-11,Loss,8,7,Bard,-,Estevez,COL,ARI,8,7,Arizona Diamondbacks,75,101,-1.4444444444444444,COL
,COL/COL202008120,"Wednesday, Aug 12",2020-08-12,1,Day,19,3:56,4.5,9,Away,Kinley,COL,4,8-11,Win,7,13,,+,Chafin,COL,ARI,7,13,Arizona Diamondbacks,88,108,-1.0526315789473684,ARI
,ARI/ARI202008140,"Friday, Aug 14",2020-08-14,1,Night,20,3:03,4.5,9,Home,Lamet,SDP,4,9-11,Win,1,5,,++,Kelly,ARI,SDP,5,1,Arizona Diamondbacks,93,109,-0.8,ARI
,ARI/ARI202008150,"Saturday, Aug 15",2020-08-15,1,Night,21,3:23,4.5,9,Home,Johnson,SDP,4,10-11,Win,6,7,Bradley,+++,Crichton,ARI,SDP,7,6,Arizona Diamondbacks,100,115,-0.7142857142857143,ARI
,ARI/ARI202008160,"Sunday, Aug 16",2020-08-16,1,Day,22,3:13,4.5,9,Home,Pagan,SDP,3,11-11,Win,4,5,Bradley,++++,Clarke,ARI,SDP,5,4,Arizona Diamondbacks,105,119,-0.6363636363636364,ARI
,ARI/ARI202008170,"Monday, Aug 17",2020-08-17,1,Night,23,3:06,4.5,9,Home,Soria,OAK,3,12-11,Loss,3,4,,+++++,Crichton,ARI,OAK,4,3,Arizona Diamondbacks,109,122,-0.5652173913043478,OAK
,ARI/ARI202008180,"Tuesday, Aug 18",2020-08-18,1,Day,24,3:04,4.5,9,Home,Montas,OAK,3,13-11,Win,1,10,,++++++,Weaver,ARI,OAK,10,1,Arizona Diamondbacks,119,123,-0.16666666666666666,ARI
,OAK/OAK202008190,"Wednesday, Aug 19",2020-08-19,1,Night,25,2:57,4.5,9,Away,Kelly,OAK,4,13-12,Loss,4,1,Hendriks,-,Luzardo,OAK,ARI,4,1,Arizona Diamondbacks,120,127,-0.28,OAK
,OAK/OAK202008200,"Thursday, Aug 20",2020-08-20,1,Night,26,2:49,5.5,9,Away,Young,OAK,4,13-13,Loss,5,1,,--,Manaea,OAK,ARI,5,1,Arizona Diamondbacks,121,132,-0.4230769230769231,OAK
,SFN/SFN202008210,"Friday, Aug 21",2020-08-21,1,Night,27,2:58,6.5,9,Away,Ray,SFG,4,13-14,Loss,6,2,,---,Webb,SFG,ARI,6,2,Arizona Diamondbacks,123,138,-0.5555555555555556,SFG
,SFN/SFN202008220,"Saturday, Aug 22",2020-08-22,1,Night,28,2:43,7.5,9,Away,Grace,SFG,4,13-15,Loss,5,1,,----,Anderson,SFG,ARI,5,1,Arizona Diamondbacks,124,143,-0.6785714285714286,SFG
,SFN/SFN202008230,"Sunday, Aug 23",2020-08-23,1,Day,29,2:52,8.5,9,Away,Weaver,SFG,5,13-16,Loss,6,1,,-----,Baragar,SFG,ARI,6,1,Arizona Diamondbacks,125,149,-0.8275862068965517,SFG
,ARI/ARI202008240,"Monday, Aug 24",2020-08-24,1,Night,30,3:19,9.0,9,Home,Widener,COL,5,13-17,Loss,3,2,Bard,------,Castellani,ARI,COL,2,3,Arizona Diamondbacks,127,152,-0.8333333333333334,COL
,ARI/ARI202008250,"Tuesday, Aug 25",2020-08-25,1,Night,31,3:52,9.0,9,Home,Crichton,COL,5,13-18,Loss,5,4,Bard,-------,Diaz,ARI,COL,4,5,Arizona Diamondbacks,131,157,-0.8387096774193549,COL
,ARI/ARI202008260,"Wednesday, Aug 26",2020-08-26,1,Night,32,3:43,9.5,9,Home,Ray,COL,5,13-19,Loss,8,7,Hoffman,--------,Gray,ARI,COL,7,8,Arizona Diamondbacks,138,165,-0.84375,COL
,ARI/ARI202008280,"Friday, Aug 28",2020-08-28,1,Night,33,2:49,9.5,9,Home,Anderson,SFG,5,14-19,Win,4,7,,+,Gallen,ARI,SFG,7,4,Arizona Diamondbacks,145,169,-0.7272727272727273,ARI
,ARI/ARI202008290,"Saturday, Aug 29",2020-08-29,1,Night,34,3:12,10.5,9,Home,Weaver,SFG,5,14-20,Loss,5,2,Rogers,-,Garcia,ARI,SFG,2,5,Arizona Diamondbacks,147,174,-0.7941176470588235,SFG
,ARI/ARI202008300,"Sunday, Aug 30",2020-08-30,1,Day,35,2:55,11.5,9,Home,Crichton,SFG,5,14-21,Loss,4,1,Coonrod,--,Watson,ARI,SFG,1,4,Arizona Diamondbacks,148,178,-0.8571428571428571,SFG
,LAN/LAN202009010,"Tuesday, Sep 1",2020-09-01,1,Night,36,2:46,12.5,9,Away,Young,LAD,5,14-22,Loss,6,3,Jansen,---,Urias,LAD,ARI,6,3,Arizona Diamondbacks,151,184,-0.9166666666666666,LAD
,LAN/LAN202009020,"Wednesday, Sep 2",2020-09-02,1,Night,37,3:11,13.5,10,Away,Guerra,LAD,5,14-23,Loss,3,2,,----,Jansen,LAD,ARI,3,2,Arizona Diamondbacks,153,187,-0.918918918918919,LAD
,LAN/LAN202009030,"Thursday, Sep 3",2020-09-03,1,Night,38,2:58,14.5,9,Away,Weaver,LAD,5,14-24,Loss,5,1,,-----,Kershaw,LAD,ARI,5,1,Arizona Diamondbacks,154,192,-1.0,LAD
,SFN/SFN202009040,"Friday, Sep 4",2020-09-04,1,Night,39,3:32,14.5,9,Away,Anderson,SFG,5,15-24,Win,5,6,Ginkel,+,Bergen,SFG,ARI,5,6,Arizona Diamondbacks,160,197,-0.9487179487179487,ARI
,SFN/SFN202009050,"Saturday, Sep 5",2020-09-05,1,Night,40,3:06,14.5,9,Away,Bumgarner,SFG,5,15-25,Loss,4,3,Watson,-,Baragar,SFG,ARI,4,3,Arizona Diamondbacks,163,201,-0.95,SFG
,SFN/SFN202009060,"Sunday, Sep 6",2020-09-06,1,Day,41,2:52,14.5,9,Away,Young,SFG,5,15-26,Loss,4,2,Rogers,--,Baragar,SFG,ARI,4,2,Arizona Diamondbacks,165,205,-0.975609756097561,SFG
,SFN/SFN202009070,"Monday, Sep 7",2020-09-07,1,Night,42,2:56,15.0,9,Away,Gallen,SFG,5,15-27,Loss,4,2,Coonrod,---,Gausman,SFG,ARI,4,2,Arizona Diamondbacks,167,209,-1.0,SFG
,ARI/ARI202009080,"Tuesday, Sep 8",2020-09-08,1,Night,43,4:25,16.0,10,Home,López,LAD,5,15-28,Loss,10,9,,----,Jansen,ARI,LAD,9,10,Arizona Diamondbacks,176,219,-1.0,LAD
,ARI/ARI202009090,"Wednesday, Sep 9",2020-09-09,1,Night,44,3:20,17.0,10,Home,Ginkel,LAD,5,15-29,Loss,6,4,Treinen,-----,McGee,ARI,LAD,4,6,Arizona Diamondbacks,180,225,-1.0227272727272727,LAD
,ARI/ARI202009100,"Thursday, Sep 10",2020-09-10,1,Night,45,3:31,16.0,9,Home,Gonsolin,LAD,5,16-29,Win,2,5,Bergen,+,Smith,ARI,LAD,5,2,Arizona Diamondbacks,185,227,-0.9333333333333333,ARI
