attendance,boxscore_index,date,datetime,game_number_for_day,day_or_night,game,game_duration,games_behind,innings,location,loser,opponent_abbr,rank,record,result,runs_allowed,runs_scored,save,streak,winner,home,road,home_team_runs,road_team_runs,team,cum_runs_scored,cum_runs_allowed,ytd_rd,winning_team
,WAS/WAS202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:07,0.0,9,Away,Doolittle,WSN,1,2-1,Win,2,3,Britton,+,Green,WSN,NYY,2,3,New York Yankees,9,12,-1.0,NYY
,BAL/BAL202007290,"Wednesday, Jul 29",2020-07-29,1,Night,4,3:12,0.0,9,Away,Wojciechowski,BAL,1,3-1,Win,3,9,,++,Cole,BAL,NYY,3,9,New York Yankees,18,15,0.75,NYY
,BAL/BAL202007300,"Thursday, Jul 30",2020-07-30,1,Night,5,3:06,-1.0,9,Away,Sulser,BAL,1,4-1,Win,6,8,Britton,+++,Loaisiga,BAL,NYY,6,8,New York Yankees,26,21,1.0,NYY
,NYA/NYA202007310,"Friday, Jul 31",2020-07-31,1,Night,6,3:08,-2.0,9,Home,Weber,BOS,1,5-1,Win,1,5,,++++,Montgomery,NYY,BOS,5,1,New York Yankees,31,22,1.5,NYY
,NYA/NYA202008010,"Saturday, Aug 1",2020-08-01,1,Night,7,3:07,-2.0,9,Home,Godley,BOS,1,6-1,Win,2,5,Hale,+++++,Nelson,NYY,BOS,5,2,New York Yankees,36,24,1.7142857142857142,NYY
,NYA/NYA202008020,"Sunday, Aug 2",2020-08-02,1,Night,8,3:12,-2.0,9,Home,Barnes,BOS,1,7-1,Win,7,9,Britton,++++++,Ottavino,NYY,BOS,9,7,New York Yankees,45,31,1.75,NYY
,NYA/NYA202008030,"Monday, Aug 3",2020-08-03,1,Night,9,3:00,-2.5,9,Home,Arrieta,PHI,1,8-1,Win,3,6,Britton,+++++++,Cole,NYY,PHI,6,3,New York Yankees,51,34,1.8888888888888888,NYY
,PHI/PHI202008051,"Wednesday, Aug 5 (1)",2020-08-05,1,Day,10,2:44,-4.0,7,Away,Happ,PHI,1,8-2,Loss,11,7,Neris,-,Wheeler,PHI,NYY,11,7,New York Yankees,58,45,1.3,PHI
,PHI/PHI202008052,"Wednesday, Aug 5 (2)",2020-08-05,2,Night,11,2:38,-4.0,7,Away,Hunter,PHI,1,9-2,Win,1,3,Britton,+,Ottavino,PHI,NYY,1,3,New York Yankees,61,46,1.3636363636363635,NYY
,PHI/PHI202008060,"Thursday, Aug 6",2020-08-06,1,Night,12,3:22,-4.0,9,Away,Montgomery,PHI,1,9-3,Loss,5,4,Neris,-,Guerra,PHI,NYY,5,4,New York Yankees,65,51,1.1666666666666667,PHI
,TBA/TBA202008070,"Friday, Aug 7",2020-08-07,1,Night,13,2:52,-3.0,9,Away,Ottavino,TBR,1,9-4,Loss,1,0,,--,Roe,TBR,NYY,1,0,New York Yankees,65,52,1.0,TBR
,TBA/TBA202008081,"Saturday, Aug 8 (1)",2020-08-08,1,Day,14,2:52,-2.5,7,Away,Glasnow,TBR,1,10-4,Win,4,8,,+,Green,TBR,NYY,4,8,New York Yankees,73,56,1.2142857142857142,NYY
,TBA/TBA202008082,"Saturday, Aug 8 (2)",2020-08-08,2,Day,15,2:47,-2.5,7,Away,King,TBR,1,10-5,Loss,5,3,Anderson,-,Fairbanks,TBR,NYY,5,3,New York Yankees,76,61,1.0,TBR
,TBA/TBA202008090,"Sunday, Aug 9",2020-08-09,1,Day,16,3:08,-1.5,9,Away,Britton,TBR,1,10-6,Loss,4,3,,--,Thompson,TBR,NYY,4,3,New York Yankees,79,65,0.875,TBR
,NYA/NYA202008110,"Tuesday, Aug 11",2020-08-11,1,Night,17,3:18,-1.5,9,Home,Toussaint,ATL,1,11-6,Win,6,9,Britton,+,Montgomery,NYY,ATL,9,6,New York Yankees,88,71,1.0,NYY
,NYA/NYA202008120,"Wednesday, Aug 12",2020-08-12,1,Night,18,3:40,-1.5,9,Home,Matzek,ATL,1,12-6,Win,3,6,Britton,++,Loaisiga,NYY,ATL,6,3,New York Yankees,94,74,1.1111111111111112,NYY
,NYA/NYA202008140,"Friday, Aug 14",2020-08-14,1,Night,19,3:35,-2.0,9,Home,Brewer,BOS,1,13-6,Win,3,10,,+++,Cole,NYY,BOS,10,3,New York Yankees,104,77,1.4210526315789473,NYY
,NYA/NYA202008150,"Saturday, Aug 15",2020-08-15,1,Night,20,3:05,-2.0,9,Home,Eovaldi,BOS,1,14-6,Win,5,11,,++++,Paxton,NYY,BOS,11,5,New York Yankees,115,82,1.65,NYY
,NYA/NYA202008160,"Sunday, Aug 16",2020-08-16,1,Night,21,3:06,-2.0,9,Home,Mazza,BOS,1,15-6,Win,2,4,Britton,+++++,Happ,NYY,BOS,4,2,New York Yankees,119,84,1.6666666666666667,NYY
,NYA/NYA202008170,"Monday, Aug 17",2020-08-17,1,Night,22,2:46,-2.5,9,Home,Perez,BOS,1,16-6,Win,3,6,,++++++,King,NYY,BOS,6,3,New York Yankees,125,87,1.7272727272727273,NYY
,NYA/NYA202008180,"Tuesday, Aug 18",2020-08-18,1,Night,23,3:15,-1.5,9,Home,Tanaka,TBR,1,16-7,Loss,6,3,Roe,-,Snell,NYY,TBR,3,6,New York Yankees,128,93,1.5217391304347827,TBR
,NYA/NYA202008190,"Wednesday, Aug 19",2020-08-19,1,Night,24,3:12,-0.5,9,Home,Britton,TBR,1,16-8,Loss,4,2,Beeks,--,Fairbanks,NYY,TBR,2,4,New York Yankees,130,97,1.375,TBR
,NYA/NYA202008200,"Thursday, Aug 20",2020-08-20,1,Day,25,3:25,0.5,9,Home,Ottavino,TBR,2,16-9,Loss,10,5,,---,Castillo,NYY,TBR,5,10,New York Yankees,135,107,1.12,TBR
,ATL/ATL202008261,"Wednesday, Aug 26 (1)",2020-08-26,1,Day,26,2:05,2.5,7,Away,Cole,ATL,2,16-10,Loss,5,1,,----,Anderson,ATL,NYY,5,1,New York Yankees,136,112,0.9230769230769231,ATL
,ATL/ATL202008262,"Wednesday, Aug 26 (2)",2020-08-26,2,Night,27,1:58,2.5,7,Away,Green,ATL,2,16-11,Loss,2,1,Melancon,-----,Fried,ATL,NYY,2,1,New York Yankees,137,114,0.8518518518518519,ATL
,NYA/NYA202008281,"Friday, Aug 28 (1)",2020-08-28,1,Day,28,2:30,4.0,7,Home,Green,NYM,2,16-12,Loss,6,4,Diaz,------,Lockett,NYY,NYM,4,6,New York Yankees,141,120,0.75,NYM
,NYA/NYA202008282,"Friday, Aug 28 (2)",2020-08-28,2,Night,29,2:23,4.0,7,Home,Chapman,NYM,2,16-13,Loss,4,3,,-------,Hughes,NYY,NYM,3,4,New York Yankees,144,124,0.6896551724137931,NYM
,NYA/NYA202008290,"Saturday, Aug 29",2020-08-29,1,Day,30,3:00,4.0,9,Home,Betances,NYM,2,17-13,Loss,1,2,,+,Chapman,NYY,NYM,2,1,New York Yankees,146,125,0.7,NYM
,NYA/NYA202008301,"Sunday, Aug 30 (1)",2020-08-30,1,Day,31,3:22,3.5,8,Home,Diaz,NYM,2,18-13,Win,7,8,,++,Green,NYY,NYM,8,7,New York Yankees,154,132,0.7096774193548387,NYY
,NYA/NYA202008302,"Sunday, Aug 30 (2)",2020-08-30,2,Day,32,2:45,3.5,8,Home,Smith,NYM,2,19-13,Win,2,5,Cessa,+++,Holder,NYY,NYM,5,2,New York Yankees,159,134,0.78125,NYY
,NYA/NYA202008310,"Monday, Aug 31",2020-08-31,1,Night,33,3:21,4.5,9,Home,Cole,TBR,2,19-14,Loss,5,3,Castillo,-,Glasnow,NYY,TBR,3,5,New York Yankees,162,139,0.696969696969697,TBR
,NYA/NYA202009010,"Tuesday, Sep 1",2020-09-01,1,Night,34,2:39,3.5,9,Home,Thompson,TBR,2,20-14,Win,3,5,Chapman,+,Tanaka,NYY,TBR,5,3,New York Yankees,167,142,0.7352941176470589,NYY
,NYA/NYA202009020,"Wednesday, Sep 2",2020-09-02,1,Night,35,3:45,4.5,9,Home,Montgomery,TBR,2,20-15,Loss,5,2,,-,Curtiss,NYY,TBR,2,5,New York Yankees,169,147,0.6285714285714286,TBR
,NYN/NYN202009030,"Thursday, Sep 3",2020-09-03,1,Day,36,4:00,5.0,10,Away,Abreu,NYM,2,20-16,Loss,9,7,,--,Diaz,NYM,NYY,9,7,New York Yankees,176,156,0.5555555555555556,NYM
,BAL/BAL202009041,"Friday, Sep 4 (1)",2020-09-04,1,Night,37,3:37,5.5,9,Away,Lakins,BAL,2,21-16,Win,5,6,Green,+,Holder,BAL,NYY,5,6,New York Yankees,182,161,0.5675675675675675,NYY
,BAL/BAL202009042,"Friday, Sep 4 (2)",2020-09-04,2,Night,38,2:31,5.5,7,Away,Garcia,BAL,2,21-17,Loss,6,3,Valdez,-,Lopez,BAL,NYY,6,3,New York Yankees,185,167,0.47368421052631576,BAL
,BAL/BAL202009050,"Saturday, Sep 5",2020-09-05,1,Night,39,2:47,5.5,9,Away,Cole,BAL,2,21-18,Loss,6,1,,--,Tate,BAL,NYY,6,1,New York Yankees,186,173,0.3333333333333333,BAL
,BAL/BAL202009060,"Sunday, Sep 6",2020-09-06,1,Day,40,3:02,6.5,9,Away,Tanaka,BAL,3,21-19,Loss,5,1,,---,Kremer,BAL,NYY,5,1,New York Yankees,187,178,0.225,BAL
,TOR/TOR202009070,"Monday, Sep 7",2020-09-07,1,Night,41,4:02,6.5,9,Away,Ottavino,TOR,3,21-20,Loss,12,7,,----,Reid-Foley,TOR,NYY,12,7,New York Yankees,194,190,0.0975609756097561,TOR
,TOR/TOR202009080,"Tuesday, Sep 8",2020-09-08,1,Night,42,3:00,6.5,9,Away,Happ,TOR,3,21-21,Loss,2,1,Dolis,-----,Yamaguchi,TOR,NYY,2,1,New York Yankees,195,192,0.07142857142857142,TOR
,TOR/TOR202009090,"Wednesday, Sep 9",2020-09-09,1,Night,43,3:04,6.0,9,Away,Stripling,TOR,3,22-21,Win,2,7,,+,Garcia,TOR,NYY,2,7,New York Yankees,202,194,0.18604651162790697,NYY
,NYA/NYA202009111,"Friday, Sep 11 (1)",2020-09-11,1,Day,44,2:02,5.0,7,Home,Cobb,BAL,3,23-21,Win,0,6,,++,Cole,NYY,BAL,6,0,New York Yankees,208,194,0.3181818181818182,NYY
,NYA/NYA202009112,"Friday, Sep 11 (2)",2020-09-11,2,Night,45,2:40,5.0,7,Home,Akin,BAL,3,24-21,Win,1,10,,+++,Tanaka,NYY,BAL,10,1,New York Yankees,218,195,0.5111111111111111,NYY
,NYA/NYA202009120,"Saturday, Sep 12",2020-09-12,1,Day,46,3:11,5.0,10,Home,Harvey,BAL,3,25-21,Loss,1,2,,++++,Holder,NYY,BAL,2,1,New York Yankees,220,196,0.5217391304347826,BAL
,NYA/NYA202009130,"Sunday, Sep 13",2020-09-13,1,Day,47,2:44,4.0,9,Home,Tate,BAL,3,26-21,Win,1,3,Chapman,+++++,Britton,NYY,BAL,3,1,New York Yankees,223,197,0.5531914893617021,NYY
,NYA/NYA202009150,"Tuesday, Sep 15",2020-09-15,1,Night,48,3:12,4.0,9,Home,Walker,TOR,2,27-21,Win,6,20,,++++++,Garcia,NYY,TOR,20,6,New York Yankees,243,203,0.8333333333333334,NYY
,NYA/NYA202009160,"Wednesday, Sep 16",2020-09-16,1,Night,49,3:02,3.0,9,Home,Roark,TOR,2,28-21,Win,2,13,,+++++++,Cole,NYY,TOR,13,2,New York Yankees,256,205,1.0408163265306123,NYY
,NYA/NYA202009170,"Thursday, Sep 17",2020-09-17,1,Night,50,3:19,3.5,9,Home,Anderson,TOR,2,29-21,Win,7,10,Chapman,++++++++,Tanaka,NYY,TOR,10,7,New York Yankees,266,212,1.08,NYY
,BOS/BOS202009180,"Friday, Sep 18",2020-09-18,1,Night,51,4:55,3.5,12,Away,Weber,BOS,2,30-21,Win,5,6,,+++++++++,Loaisiga,BOS,NYY,5,6,New York Yankees,272,217,1.0784313725490196,NYY
,BOS/BOS202009190,"Saturday, Sep 19",2020-09-19,1,Night,52,2:59,3.5,9,Away,Mazza,BOS,2,31-21,Win,0,8,,++++++++++,Happ,BOS,NYY,0,8,New York Yankees,280,217,1.2115384615384615,NYY
,BOS/BOS202009200,"Sunday, Sep 20",2020-09-20,1,Day,53,3:22,3.5,9,Away,Garcia,BOS,2,31-22,Loss,10,2,,-,Houck,BOS,NYY,10,2,New York Yankees,282,227,1.0377358490566038,BOS
,CLE/CLE202007240,"Friday, Jul 24",2020-07-24,1,Night,1,2:58,0.0,9,Home,Duffy,KCR,1,1-0,Win,0,2,Hand,+,Bieber,CLE,KCR,2,0,Cleveland Indians,2,0,2.0,CLE
,CLE/CLE202007250,"Saturday, Jul 25",2020-07-25,1,Night,2,2:52,0.0,10,Home,Karinchak,KCR,1,1-1,Loss,3,2,Holland,-,Barlow,CLE,KCR,2,3,Cleveland Indians,4,3,0.5,KCR
,CLE/CLE202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:04,0.0,9,Home,Bolanos,KCR,1,2-1,Win,2,9,,+,Carrasco,CLE,KCR,9,2,Cleveland Indians,13,5,2.6666666666666665,CLE
,CLE/CLE202007281,"Tuesday, Jul 28 (1)",2020-07-28,1,Day,4,3:15,-0.5,9,Home,Cease,CHW,1,3-1,Win,3,4,Hand,++,Civale,CLE,CHW,4,3,Cleveland Indians,17,8,2.25,CLE
,CLE/CLE202007282,"Tuesday, Jul 28 (2)",2020-07-28,2,Day,5,2:43,-0.5,9,Home,Rodon,CHW,1,4-1,Win,3,5,Hill,+++,Plutko,CLE,CHW,5,3,Cleveland Indians,22,11,2.2,CLE
,CLE/CLE202007290,"Wednesday, Jul 29",2020-07-29,1,Night,6,2:57,0.5,9,Home,Hand,CHW,2,4-2,Loss,4,0,,-,Bummer,CLE,CHW,0,4,Cleveland Indians,22,15,1.1666666666666667,CHW
,MIN/MIN202007300,"Thursday, Jul 30",2020-07-30,1,Night,7,2:52,-0.5,9,Away,Berrios,MIN,1,5-2,Win,0,2,Karinchak,+,Bieber,MIN,CLE,0,2,Cleveland Indians,24,15,1.2857142857142858,CLE
,MIN/MIN202007310,"Friday, Jul 31",2020-07-31,1,Night,8,3:06,0.5,9,Away,Clevinger,MIN,2,5-3,Loss,4,1,Rogers,-,Dobnak,MIN,CLE,4,1,Cleveland Indians,25,19,0.75,MIN
,MIN/MIN202008010,"Saturday, Aug 1",2020-08-01,1,Night,9,2:40,1.5,9,Away,Carrasco,MIN,3,5-4,Loss,3,0,Rogers,--,Maeda,MIN,CLE,3,0,Cleveland Indians,25,22,0.3333333333333333,MIN
,MIN/MIN202008020,"Sunday, Aug 2",2020-08-02,1,Day,10,2:54,2.5,9,Away,Civale,MIN,3,5-5,Loss,3,1,Romo,---,Smeltzer,MIN,CLE,3,1,Cleveland Indians,26,25,0.1,MIN
,CIN/CIN202008030,"Monday, Aug 3",2020-08-03,1,Night,11,2:33,3.5,9,Away,Plesac,CIN,4,5-6,Loss,3,2,Iglesias,----,Gray,CIN,CLE,3,2,Cleveland Indians,28,28,0.0,CIN
,CIN/CIN202008040,"Tuesday, Aug 4",2020-08-04,1,Night,12,2:59,3.5,9,Away,Jones,CIN,3,6-6,Win,2,4,Hand,+,Bieber,CIN,CLE,2,4,Cleveland Indians,32,30,0.16666666666666666,CLE
,CLE/CLE202008050,"Wednesday, Aug 5",2020-08-05,1,Night,13,2:56,3.5,9,Home,Antone,CIN,3,7-6,Win,0,2,Hand,++,Clevinger,CLE,CIN,2,0,Cleveland Indians,34,30,0.3076923076923077,CLE
,CLE/CLE202008060,"Thursday, Aug 6",2020-08-06,1,Night,14,2:53,2.5,9,Home,Castillo,CIN,2,8-6,Win,0,13,,+++,Carrasco,CLE,CIN,13,0,Cleveland Indians,47,30,1.2142857142857142,CLE
,CHA/CHA202008070,"Friday, Aug 7",2020-08-07,1,Night,15,2:48,2.5,9,Away,Civale,CHW,3,8-7,Loss,2,0,Colome,-,Cease,CHW,CLE,2,0,Cleveland Indians,47,32,1.0,CHW
,CHA/CHA202008080,"Saturday, Aug 8",2020-08-08,1,Day,16,3:11,1.5,9,Away,Anderson,CHW,2,9-7,Win,1,7,,+,Plesac,CHW,CLE,1,7,Cleveland Indians,54,33,1.3125,CLE
,CHA/CHA202008090,"Sunday, Aug 9",2020-08-09,1,Night,17,3:20,0.5,10,Away,Cordero,CHW,2,10-7,Win,4,5,Perez,++,Maton,CHW,CLE,4,5,Cleveland Indians,59,37,1.2941176470588236,CLE
,CLE/CLE202008110,"Tuesday, Aug 11",2020-08-11,1,Night,18,3:14,1.0,9,Home,Plutko,CHC,3,10-8,Loss,7,1,,-,Lester,CLE,CHC,1,7,Cleveland Indians,60,44,0.8888888888888888,CHC
,CLE/CLE202008120,"Wednesday, Aug 12",2020-08-12,1,Night,19,3:32,2.0,9,Home,Carrasco,CHC,3,10-9,Loss,7,2,,--,Hendricks,CLE,CHC,2,7,Cleveland Indians,62,51,0.5789473684210527,CHC
,DET/DET202008140,"Friday, Aug 14",2020-08-14,1,Night,20,2:55,1.5,9,Away,Nova,DET,2,11-9,Win,5,10,,+,Civale,DET,CLE,5,10,Cleveland Indians,72,56,0.8,CLE
,DET/DET202008150,"Saturday, Aug 15",2020-08-15,1,Night,21,3:12,1.0,9,Away,Turnbull,DET,2,12-9,Win,1,3,Hand,++,Bieber,DET,CLE,1,3,Cleveland Indians,75,57,0.8571428571428571,CLE
,DET/DET202008160,"Sunday, Aug 16",2020-08-16,1,Day,22,3:26,1.0,9,Away,Schreiber,DET,2,13-9,Win,5,8,,+++,Perez,DET,CLE,5,8,Cleveland Indians,83,62,0.9545454545454546,CLE
,PIT/PIT202008180,"Tuesday, Aug 18",2020-08-18,1,Night,23,4:02,1.5,10,Away,Howard,PIT,2,14-9,Win,3,6,Hand,++++,Wittgren,PIT,CLE,3,6,Cleveland Indians,89,65,1.0434782608695652,CLE
,PIT/PIT202008190,"Wednesday, Aug 19",2020-08-19,1,Night,24,2:56,0.5,9,Away,Neverauskas,PIT,2,15-9,Win,1,6,,+++++,Civale,PIT,CLE,1,6,Cleveland Indians,95,66,1.2083333333333333,CLE
,PIT/PIT202008200,"Thursday, Aug 20",2020-08-20,1,Night,25,3:24,0.5,9,Away,Williams,PIT,2,16-9,Win,0,2,Hand,++++++,Bieber,PIT,CLE,0,2,Cleveland Indians,97,66,1.24,CLE
,CLE/CLE202008210,"Friday, Aug 21",2020-08-21,1,Night,26,3:18,0.5,9,Home,Plutko,DET,2,16-10,Loss,10,5,,-,Garcia,CLE,DET,5,10,Cleveland Indians,102,76,1.0,DET
,CLE/CLE202008220,"Saturday, Aug 22",2020-08-22,1,Night,27,2:37,0.5,9,Home,Boyd,DET,2,17-10,Win,1,6,,+,McKenzie,CLE,DET,6,1,Cleveland Indians,108,77,1.1481481481481481,CLE
,CLE/CLE202008230,"Sunday, Aug 23",2020-08-23,1,Day,28,3:22,1.5,9,Home,Carrasco,DET,2,17-11,Loss,7,4,,-,Norris,CLE,DET,4,7,Cleveland Indians,112,84,1.0,DET
,CLE/CLE202008240,"Monday, Aug 24",2020-08-24,1,Night,29,3:14,2.5,9,Home,Civale,MIN,2,17-12,Loss,3,2,Rogers,--,Maeda,CLE,MIN,2,3,Cleveland Indians,114,87,0.9310344827586207,MIN
,CLE/CLE202008250,"Tuesday, Aug 25",2020-08-25,1,Night,30,2:52,1.5,9,Home,Alcala,MIN,2,18-12,Win,2,4,Hand,+,Bieber,CLE,MIN,4,2,Cleveland Indians,118,89,0.9666666666666667,CLE
,CLE/CLE202008260,"Wednesday, Aug 26",2020-08-26,1,Night,31,3:14,0.5,9,Home,Romo,MIN,2,19-12,Win,3,6,Hand,++,Maton,CLE,MIN,6,3,Cleveland Indians,124,92,1.032258064516129,CLE
,SLN/SLN202008280,"Friday, Aug 28",2020-08-28,1,Night,32,3:51,0.0,9,Away,Ponce de Leon,STL,1,20-12,Win,2,14,Plutko,+++,Hill,STL,CLE,2,14,Cleveland Indians,138,94,1.375,CLE
,SLN/SLN202008290,"Saturday, Aug 29",2020-08-29,1,Day,33,4:06,-1.0,12,Away,Reyes,STL,1,21-12,Win,1,2,Hand,++++,Wittgren,STL,CLE,1,2,Cleveland Indians,140,95,1.3636363636363635,CLE
,SLN/SLN202008300,"Sunday, Aug 30",2020-08-30,1,Day,34,2:24,0.0,9,Away,Civale,STL,1,21-13,Loss,7,2,,-,Wainwright,STL,CLE,7,2,Cleveland Indians,142,102,1.1764705882352942,STL
,KCA/KCA202008310,"Monday, Aug 31",2020-08-31,1,Night,35,3:11,1.0,9,Away,Karinchak,KCR,2,21-14,Loss,2,1,Holland,--,Barlow,KCR,CLE,2,1,Cleveland Indians,143,104,1.1142857142857143,KCR
,KCA/KCA202009010,"Tuesday, Sep 1",2020-09-01,1,Night,36,3:10,0.0,9,Away,Harvey,KCR,1,22-14,Win,1,10,,+,Plesac,KCR,CLE,1,10,Cleveland Indians,153,105,1.3333333333333333,CLE
,KCA/KCA202009020,"Wednesday, Sep 2",2020-09-02,1,Night,37,2:29,-1.0,9,Away,Junis,KCR,1,23-14,Win,0,5,,++,McKenzie,KCR,CLE,0,5,Cleveland Indians,158,105,1.4324324324324325,CLE
,CLE/CLE202009040,"Friday, Sep 4",2020-09-04,1,Night,38,2:55,0.5,9,Home,Maton,MIL,2,23-15,Loss,7,1,,-,Burnes,CLE,MIL,1,7,Cleveland Indians,159,112,1.236842105263158,MIL
,CLE/CLE202009050,"Saturday, Sep 5",2020-09-05,1,Night,39,3:21,0.5,9,Home,Hader,MIL,2,24-15,Loss,3,4,,+,Hand,CLE,MIL,4,3,Cleveland Indians,163,115,1.2307692307692308,MIL
,CLE/CLE202009060,"Sunday, Sep 6",2020-09-06,1,Day,40,3:13,0.5,9,Home,Anderson,MIL,2,25-15,Win,1,4,Hand,++,Bieber,CLE,MIL,4,1,Cleveland Indians,167,116,1.275,CLE
,CLE/CLE202009070,"Monday, Sep 7",2020-09-07,1,Night,41,2:52,0.0,9,Home,Keller,KCR,1,26-15,Win,2,5,Hand,+++,Plesac,CLE,KCR,5,2,Cleveland Indians,172,118,1.3170731707317074,CLE
,CLE/CLE202009080,"Tuesday, Sep 8",2020-09-08,1,Night,42,3:13,0.0,9,Home,Cimber,KCR,1,26-16,Loss,8,6,Barlow,-,Holland,CLE,KCR,6,8,Cleveland Indians,178,126,1.2380952380952381,KCR
,CLE/CLE202009090,"Wednesday, Sep 9",2020-09-09,1,Night,43,3:03,1.0,9,Home,Carrasco,KCR,2,26-17,Loss,3,0,Holland,--,Duffy,CLE,KCR,0,3,Cleveland Indians,178,129,1.1395348837209303,KCR
,CLE/CLE202009100,"Thursday, Sep 10",2020-09-10,1,Night,44,2:48,1.5,9,Home,Civale,KCR,3,26-18,Loss,11,1,,---,Singer,CLE,KCR,1,11,Cleveland Indians,179,140,0.8863636363636364,KCR
,MIN/MIN202009110,"Friday, Sep 11",2020-09-11,1,Night,45,2:43,2.5,9,Away,Bieber,MIN,3,26-19,Loss,3,1,Rogers,----,Maeda,MIN,CLE,3,1,Cleveland Indians,180,143,0.8222222222222222,MIN
,MIN/MIN202009120,"Saturday, Sep 12",2020-09-12,1,Night,46,2:56,3.5,9,Away,Plesac,MIN,3,26-20,Loss,8,4,,-----,Hill,MIN,CLE,8,4,Cleveland Indians,184,151,0.717391304347826,MIN
,MIN/MIN202009130,"Sunday, Sep 13",2020-09-13,1,Day,47,3:43,4.5,9,Away,McKenzie,MIN,3,26-21,Loss,7,5,Romo,------,Thielbar,MIN,CLE,7,5,Cleveland Indians,189,158,0.6595744680851063,MIN
,CHN/CHN202009150,"Tuesday, Sep 15",2020-09-15,1,Night,48,3:17,6.0,9,Away,Perez,CHC,3,26-22,Loss,6,5,,-------,Jeffress,CHC,CLE,6,5,Cleveland Indians,194,164,0.625,CHC
,CHN/CHN202009160,"Wednesday, Sep 16",2020-09-16,1,Night,49,3:20,6.0,10,Away,Maton,CHC,3,26-23,Loss,3,2,,--------,Adam,CHC,CLE,3,2,Cleveland Indians,196,167,0.5918367346938775,CHC
,DET/DET202009170,"Thursday, Sep 17",2020-09-17,1,Night,50,3:04,6.0,9,Away,Mize,DET,3,27-23,Win,3,10,,+,Bieber,DET,CLE,3,10,Cleveland Indians,206,170,0.72,CLE
,DET/DET202009180,"Friday, Sep 18",2020-09-18,1,Night,51,3:33,5.0,9,Away,Alexander,DET,3,28-23,Win,0,1,Hand,++,Plesac,DET,CLE,0,1,Cleveland Indians,207,170,0.7254901960784313,CLE
,DET/DET202009190,"Saturday, Sep 19",2020-09-19,1,Night,52,3:00,6.0,9,Away,Maton,DET,3,28-24,Loss,5,2,Garcia,-,Cisnero,DET,CLE,5,2,Cleveland Indians,209,175,0.6538461538461539,DET
,DET/DET202009200,"Sunday, Sep 20",2020-09-20,1,Day,53,2:59,5.0,9,Away,Boyd,DET,3,29-24,Win,4,7,,+,Carrasco,DET,CLE,4,7,Cleveland Indians,216,179,0.6981132075471698,CLE
,PHI/PHI202007240,"Friday, Jul 24",2020-07-24,1,Night,1,3:10,0.0,9,Away,Nola,PHI,1,1-0,Win,2,5,Kintzler,+,Alcantara,PHI,MIA,2,5,Miami Marlins,5,2,3.0,MIA
,PHI/PHI202007250,"Saturday, Jul 25",2020-07-25,1,Day,2,2:54,0.0,9,Away,Vesia,PHI,1,1-1,Loss,7,1,,-,Wheeler,PHI,MIA,7,1,Miami Marlins,6,9,-1.5,PHI
,PHI/PHI202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:44,0.0,9,Away,Irvin,PHI,1,2-1,Win,6,11,,+,Tarpley,PHI,MIA,6,11,Miami Marlins,17,15,0.6666666666666666,MIA
,BAL/BAL202008040,"Tuesday, Aug 4",2020-08-04,1,Night,4,2:38,1.0,9,Away,Means,BAL,2,3-1,Win,0,4,,++,Lopez,BAL,MIA,0,4,Miami Marlins,21,15,1.5,MIA
,BAL/BAL202008051,"Wednesday, Aug 5 (1)",2020-08-05,1,Night,5,2:19,-0.5,7,Away,Cobb,BAL,1,4-1,Win,0,1,Kintzler,+++,Vincent,BAL,MIA,0,1,Miami Marlins,22,15,1.4,MIA
,BAL/BAL202008052,"Wednesday, Aug 5 (2)",2020-08-05,2,Night,6,2:06,-0.5,7,Away,Wojciechowski,BAL,1,5-1,Win,1,2,Tarpley,++++,Moran,BAL,MIA,1,2,Miami Marlins,24,16,1.3333333333333333,MIA
,BAL/BAL202008060,"Thursday, Aug 6",2020-08-06,1,Night,7,2:58,-0.5,9,Away,Phillips,BAL,1,6-1,Win,7,8,Kintzler,+++++,Morin,BAL,MIA,7,8,Miami Marlins,32,23,1.2857142857142858,MIA
,NYN/NYN202008070,"Friday, Aug 7",2020-08-07,1,Night,8,3:34,-1.0,9,Away,Wacha,NYM,1,7-1,Win,3,4,Vincent,++++++,Tarpley,NYM,MIA,3,4,Miami Marlins,36,26,1.25,MIA
,NYN/NYN202008080,"Saturday, Aug 8",2020-08-08,1,Night,9,3:03,-1.0,9,Away,Castano,NYM,1,7-2,Loss,8,4,,-,Peterson,NYM,MIA,8,4,Miami Marlins,40,34,0.6666666666666666,NYM
,NYN/NYN202008090,"Sunday, Aug 9",2020-08-09,1,Day,10,3:09,0.5,9,Away,Lopez,NYM,2,7-3,Loss,4,2,Lugo,--,deGrom,NYM,MIA,4,2,Miami Marlins,42,38,0.4,NYM
,TOR/TOR202008110,"Tuesday, Aug 11",2020-08-11,1,Night,11,3:20,0.0,10,Away,Tarpley,TOR,1,7-4,Loss,5,4,,---,Cole,TOR,MIA,5,4,Miami Marlins,46,43,0.2727272727272727,TOR
